epoch,train_time_s,val_time_s,total_time_s
1,974.3434979915619,41.802305936813354,1016.1464190483093
2,971.8371605873108,41.84815716743469,1013.6861181259155
3,971.5362069606781,41.87274527549744,1013.4099113941193
4,971.9717450141907,41.887670278549194,1013.8600399494171
5,971.7144687175751,41.80000305175781,1013.5151426792145
6,971.4948234558105,41.814409017562866,1013.3106143474579
7,971.7888505458832,41.94543504714966,1013.7347028255463
8,971.5967988967896,41.91821503639221,1013.5156142711639
9,971.5930414199829,41.89239168167114,1013.4861178398132
10,972.4358048439026,41.84799814224243,1014.2848527431488
11,971.8996212482452,41.90337634086609,1013.8036148548126
12,971.7822728157043,41.851439476013184,1013.6343553066254
13,971.5320723056793,41.90557360649109,1013.4383053779602
14,971.717378616333,41.84282159805298,1013.560622215271
15,971.8067758083344,41.93784713745117,1013.7458772659302
16,971.6500658988953,41.88785910606384,1013.5385720729828
17,971.598192691803,41.86741805076599,1013.4662885665894
18,971.6448340415955,41.835333824157715,1013.4809520244598
19,971.7099723815918,41.88002419471741,1013.590559720993
20,971.6379926204681,41.783161878585815,1013.4217691421509
21,971.5596446990967,41.748976707458496,1013.3091094493866
22,971.6062138080597,41.9026563167572,1013.5095658302307
23,971.6901843547821,41.76440119743347,1013.4551265239716
24,971.7906582355499,41.75804615020752,1013.5494368076324
25,971.6171486377716,41.77659749984741,1013.3948023319244
26,971.6722061634064,41.811363697052,1013.4841706752777
27,971.6024966239929,41.786717653274536,1013.3898389339447
28,971.6151208877563,41.8091504573822,1013.4251163005829
29,971.8738479614258,41.870787620544434,1013.7451772689819
30,972.5051305294037,41.90735650062561,1014.4130499362946
31,971.4973275661469,41.91960096359253,1013.4177398681641
32,971.6209628582001,41.93054246902466,1013.552065372467
33,971.5851137638092,41.87424945831299,1013.4599454402924
34,971.5383868217468,41.91468167304993,1013.4558579921722
35,971.5470032691956,41.83532762527466,1013.3830173015594
36,971.5100650787354,41.90420365333557,1013.4149143695831
37,971.7442018985748,41.917725563049316,1013.6625170707703
38,971.5398614406586,41.850937366485596,1013.391369342804
39,971.5405097007751,41.86365556716919,1013.4053542613983
40,971.5343372821808,41.86787009239197,1013.4028370380402
41,971.7415127754211,41.80858087539673,1013.5506908893585
42,971.5738234519958,41.88064694404602,1013.4550375938416
43,971.5913445949554,41.92686629295349,1013.5187523365021
44,971.6027331352234,41.85133337974548,1013.4546449184418
45,971.7526035308838,41.92673921585083,1013.6799399852753
46,971.5458073616028,41.966463804244995,1013.5134882926941
47,971.7298922538757,41.877325773239136,1013.6077976226807
48,971.6102182865143,41.880775451660156,1013.4916214942932
49,971.6410987377167,41.909329891204834,1013.5514416694641
50,971.6016426086426,41.85137176513672,1013.453672170639
51,971.5619678497314,41.9707727432251,1013.5334372520447
52,971.7483224868774,41.8523268699646,1013.6012508869171
53,971.6172771453857,41.903728008270264,1013.5216152667999
54,971.5307552814484,41.916829347610474,1013.4482865333557
55,971.5484063625336,41.869028091430664,1013.4179697036743
56,971.6919612884521,41.901947021484375,1013.59459233284
57,971.5247910022736,41.91118001937866,1013.4365773200989
58,971.5777575969696,41.84532189369202,1013.4237401485443
59,971.7003238201141,41.866947889328,1013.567969083786
60,971.7850646972656,41.79871916770935,1013.5842771530151
61,971.6751782894135,41.76296663284302,1013.4388191699982
62,971.5771300792694,41.85980010032654,1013.4373378753662
63,971.4433388710022,41.91503691673279,1013.3588261604309
64,971.8363490104675,41.78598427772522,1013.6229314804077
65,971.4868161678314,41.804555892944336,1013.2919929027557
66,971.6222701072693,41.947211503982544,1013.5701005458832
67,971.5423400402069,41.81868886947632,1013.3615889549255
68,971.4945366382599,41.94788408279419,1013.4434897899628
69,971.5750463008881,41.84889221191406,1013.4245867729187
70,971.5800070762634,41.87133455276489,1013.4519257545471
71,971.7461326122284,41.81199049949646,1013.5587000846863
72,971.5148620605469,41.79214549064636,1013.3074870109558
73,971.9780807495117,41.84724831581116,1013.8259243965149
74,971.3615279197693,41.783528566360474,1013.1456496715546
75,971.488420009613,41.77697801589966,1013.2658207416534
76,971.3838562965393,41.792479038238525,1013.1768119335175
77,971.4632863998413,41.78282594680786,1013.2467131614685
78,971.3842027187347,41.760005474090576,1013.1447279453278
79,971.3943755626678,41.7766387462616,1013.1719119548798
80,971.394939661026,41.762386083602905,1013.1578259468079
81,971.4846436977386,41.77673625946045,1013.2617521286011
82,971.4282078742981,41.78763675689697,1013.2163512706757
83,971.4348192214966,41.778908014297485,1013.2142379283905
84,971.3581411838531,41.791966915130615,1013.1506390571594
85,971.3999779224396,41.85397267341614,1013.254487991333
86,971.3904900550842,41.782816648483276,1013.173948764801
87,971.400799036026,41.86871838569641,1013.2699615955353
88,971.4381532669067,41.77961015701294,1013.2183120250702
89,971.4040863513947,41.7815957069397,1013.1862387657166
90,971.5170187950134,41.773528814315796,1013.2911088466644
91,971.3726501464844,41.773552894592285,1013.1468477249146
92,971.4258699417114,41.77919793128967,1013.2057726383209
93,971.3877894878387,41.766820669174194,1013.1551742553711
94,971.4420990943909,41.76031970977783,1013.202981710434
95,971.3619968891144,41.79125380516052,1013.1541488170624
96,971.4127707481384,41.78979849815369,1013.2031588554382
97,971.3777158260345,41.77916073799133,1013.157276391983
98,971.4571285247803,41.76110291481018,1013.2189881801605
99,971.3460841178894,41.79906678199768,1013.1456413269043
100,971.4638392925262,41.8167200088501,1013.2812280654907
