epoch,chunk_id,batch,train_loss,val_loss
1,0,0,0.9394296407699585,
1,0,1,0.9266211986541748,
1,1,0,0.958469569683075,
1,1,1,1.0031071901321411,
1,2,0,0.9594439268112183,
1,2,1,0.9068254232406616,
1,3,0,0.9531458616256714,
1,3,1,1.0152941942214966,
1,4,0,0.8891494274139404,
1,4,1,0.9850280284881592,
1,5,0,0.9383952021598816,
1,5,1,1.0168253183364868,
1,6,0,0.9919608235359192,
1,6,1,1.0753315687179565,
1,7,0,0.9766871333122253,
1,7,1,1.0465524196624756,
1,8,0,0.9433407783508301,
1,8,1,0.9374059438705444,
1,9,0,0.9684222340583801,
1,9,1,0.9725839495658875,
1,10,0,0.9686124920845032,
1,10,1,1.0070903301239014,
1,11,0,0.9972167015075684,
1,11,1,1.0102880001068115,
1,12,0,0.9201464056968689,
1,12,1,1.0648595094680786,
1,13,0,0.9434071779251099,
1,13,1,1.0529944896697998,
1,14,0,0.9950222969055176,
1,14,1,0.9641595482826233,
1,15,0,0.978971540927887,
1,15,1,0.9539293646812439,
1,16,0,0.9922828674316406,
1,16,1,0.9696136116981506,
1,17,0,1.0222418308258057,
1,17,1,0.9403440356254578,
1,18,0,0.9947957992553711,
1,18,1,0.9778714179992676,
1,19,0,1.017432689666748,
1,19,1,0.7735856175422668,
1,20,0,0.9467257857322693,
1,20,1,0.9427525997161865,
1,21,0,0.9953184723854065,
1,21,1,0.9697977304458618,
1,22,0,0.9777650833129883,
1,22,1,1.0179376602172852,
1,23,0,1.0350937843322754,
1,23,1,0.8721787929534912,
1,24,0,0.9907147884368896,
1,24,1,0.940098226070404,
1,25,0,0.9916135668754578,
1,25,1,0.9187747836112976,
1,26,0,0.9627012014389038,
1,26,1,0.9819931983947754,
1,27,0,1.0268241167068481,
1,27,1,0.9549708366394043,
1,28,0,0.9535104632377625,
1,28,1,0.8665434122085571,
1,29,0,0.9723724722862244,
1,29,1,1.0331922769546509,
1,30,0,0.9246461987495422,
1,30,1,0.8380155563354492,
1,31,0,0.9631066918373108,
1,31,1,0.9891046285629272,
1,32,0,0.9628707766532898,
1,32,1,0.9997409582138062,
1,33,0,0.9368163347244263,
1,33,1,0.9673705101013184,
1,34,0,0.9125924706459045,
1,34,1,0.973372220993042,
1,35,0,0.9685227274894714,
1,35,1,1.0267716646194458,
1,36,0,0.8957231640815735,
1,36,1,0.9362925291061401,
1,37,0,0.9222625494003296,
1,37,1,0.967205822467804,
1,38,0,0.973293662071228,
1,38,1,1.0570223331451416,
1,39,0,1.005083441734314,
1,39,1,1.0184082984924316,
1,40,0,1.029274582862854,
1,40,1,0.9830397367477417,
1,41,0,0.9314418435096741,
1,41,1,0.9646111726760864,
1,42,0,0.9465380311012268,
1,42,1,0.9360823035240173,
1,43,0,1.0012187957763672,
1,43,1,1.0209823846817017,
1,44,0,1.052335500717163,
1,44,1,0.9996083378791809,
1,45,0,0.9730761051177979,
1,45,1,1.019248127937317,
1,46,0,0.9249407052993774,
1,46,1,0.8701307773590088,
1,47,0,0.9597495198249817,
1,47,1,0.973240315914154,
1,48,0,0.9490252733230591,
1,48,1,1.0165895223617554,
1,49,0,0.9424322843551636,
1,49,1,0.9881514310836792,
1,50,0,0.9356734752655029,
1,50,1,0.9592536091804504,
1,51,0,0.9869879484176636,
1,51,1,0.9661334156990051,
1,52,0,0.9845859408378601,
1,52,1,1.0497889518737793,
1,53,0,0.970707356929779,
1,53,1,1.0101735591888428,
1,54,0,0.9731982946395874,
1,54,1,1.1073895692825317,
1,55,0,0.9890233874320984,
1,55,1,0.99284428358078,
1,56,0,1.0242807865142822,
1,56,1,0.9959777593612671,
1,57,0,1.0006544589996338,
1,57,1,0.9193742275238037,
1,58,0,0.9930201172828674,
1,58,1,0.9049248695373535,
1,59,0,0.870220959186554,
1,59,1,1.1209875345230103,
1,60,0,0.9434247612953186,
1,60,1,0.9385446906089783,
1,61,0,0.9785947203636169,
1,61,1,1.053611159324646,
1,62,0,0.9867539405822754,
1,62,1,0.9931887984275818,
1,63,0,0.9916296005249023,
1,63,1,0.8920202851295471,
1,64,0,1.0021806955337524,
1,64,1,1.0300477743148804,
1,65,0,0.9509501457214355,
1,65,1,0.9949340224266052,
1,66,0,0.931826651096344,
1,66,1,0.992357611656189,
1,67,0,0.9303175806999207,
1,67,1,0.8499699831008911,
1,68,0,0.9676113724708557,
1,68,1,0.9433171153068542,
1,69,0,0.9425995349884033,
1,69,1,1.0614932775497437,
1,70,0,0.9838327765464783,
1,70,1,0.9591501355171204,
1,71,0,1.0164248943328857,
1,71,1,1.007373571395874,
1,72,0,0.9569230079650879,
1,72,1,0.9845492243766785,
1,73,0,0.9510481953620911,
1,73,1,0.9103679656982422,
1,74,0,1.0383461713790894,
1,74,1,0.9872940182685852,
1,75,0,1.0113716125488281,
1,75,1,0.978766143321991,
1,76,0,0.9446278810501099,
1,76,1,0.9273042678833008,
1,77,0,0.970710277557373,
1,77,1,1.0031477212905884,
1,78,0,0.9860942363739014,
1,78,1,1.0748122930526733,
1,79,0,0.9474406242370605,
1,79,1,1.0120562314987183,
1,80,0,1.0111638307571411,
1,80,1,1.0077905654907227,
1,81,0,1.0322600603103638,
1,81,1,0.9944798350334167,
1,82,0,1.0388062000274658,
1,82,1,0.9950650334358215,
1,83,0,1.0205364227294922,
1,83,1,1.0625308752059937,
1,84,0,0.9925439953804016,
1,84,1,1.0314440727233887,
1,85,0,0.9597831964492798,
1,85,1,1.0436415672302246,
1,86,0,0.9989882111549377,
1,86,1,0.955192506313324,
1,87,0,0.9958370327949524,
1,87,1,1.0502935647964478,
1,88,0,1.0035524368286133,
1,88,1,1.0,
1,89,0,1.0095064640045166,
1,89,1,1.148515224456787,
1,90,0,1.0680958032608032,
1,90,1,1.038076639175415,
1,91,0,1.0094996690750122,
1,91,1,1.005637526512146,
1,92,0,1.0692814588546753,
1,92,1,1.0560168027877808,
1,93,0,1.0080944299697876,
1,93,1,1.0292320251464844,
1,94,0,1.0727078914642334,
1,94,1,0.9907835721969604,
1,95,0,1.0606894493103027,
1,95,1,0.9956609606742859,
1,96,0,1.0415489673614502,
1,96,1,0.9521920084953308,
1,97,0,1.064972162246704,
1,97,1,1.0262956619262695,
1,98,0,1.0021042823791504,
1,98,1,0.9179378747940063,
1,99,0,1.0072473287582397,
1,99,1,0.9749817848205566,
1,100,0,1.0262339115142822,
1,100,1,0.9375964403152466,
1,101,0,0.9851746559143066,
1,101,1,1.0302705764770508,
1,102,0,1.0096936225891113,
1,102,1,1.2078486680984497,
1,103,0,1.0118224620819092,
1,103,1,0.9791909456253052,
1,104,0,1.0164744853973389,
1,104,1,1.0434000492095947,
1,105,0,0.9961497187614441,
1,105,1,1.038317322731018,
1,106,0,1.025753140449524,
1,106,1,1.0631170272827148,
1,107,0,1.0043846368789673,
1,107,1,0.9384242296218872,
1,108,0,0.991595447063446,
1,108,1,0.9374564290046692,
1,109,0,1.0025379657745361,
1,109,1,1.0238553285598755,
1,110,0,1.0814040899276733,
1,110,1,1.0041499137878418,
1,111,0,1.0210368633270264,
1,111,1,0.9834434390068054,
1,112,0,0.9844942688941956,
1,112,1,1.1579478979110718,
1,113,0,1.0261492729187012,
1,113,1,0.9914095401763916,
1,114,0,0.9688801169395447,
1,114,1,1.0148857831954956,
1,115,0,1.0243921279907227,
1,115,1,0.9099305272102356,
1,116,0,1.0056509971618652,
1,116,1,0.9877582788467407,
1,117,0,1.0235340595245361,
1,117,1,0.9378833770751953,
1,118,0,0.9710856080055237,
1,118,1,1.0805732011795044,
1,119,0,0.9686026573181152,
1,119,1,1.0880285501480103,
1,120,0,0.9815338850021362,
1,120,1,1.0072805881500244,
1,121,0,0.9256399869918823,
1,121,1,0.9587327837944031,
1,122,0,1.0058794021606445,
1,122,1,0.9219993352890015,
1,123,0,1.0253827571868896,
1,123,1,1.0002050399780273,
1,124,0,0.9778321385383606,
1,124,1,0.9070388674736023,
1,125,0,0.9635438323020935,
1,125,1,0.9723955988883972,
1,126,0,0.9115145206451416,
1,126,1,0.9962263107299805,
1,127,0,0.967241644859314,
1,127,1,0.9639689326286316,
1,128,0,0.9334318041801453,
1,128,1,0.9960707426071167,
1,129,0,0.9460002183914185,
1,129,1,0.9938850402832031,
1,130,0,0.9632705450057983,
1,130,1,1.0491390228271484,
1,131,0,0.9764058589935303,
1,131,1,0.9045754075050354,
1,132,0,0.9847911596298218,
1,132,1,1.0034501552581787,
1,133,0,0.985117495059967,
1,133,1,1.0189666748046875,
1,134,0,1.0064620971679688,
1,134,1,0.9952917695045471,
1,135,0,0.9939904808998108,
1,135,1,0.9759479761123657,
1,136,0,0.9582657814025879,
1,136,1,0.9508100748062134,
1,137,0,0.9400045871734619,
1,137,1,0.8597302436828613,
1,138,0,0.968174934387207,
1,138,1,1.0165289640426636,
1,139,0,1.0095059871673584,
1,139,1,0.9434211850166321,
1,140,0,0.960046648979187,
1,140,1,1.026400089263916,
1,141,0,0.9004418253898621,
1,141,1,0.9763977527618408,
1,142,0,0.9315159320831299,
1,142,1,0.9959580302238464,
1,143,0,0.9981709718704224,
1,143,1,0.8514761328697205,
1,144,0,1.02029550075531,
1,144,1,0.8861995935440063,
1,145,0,1.0147594213485718,
