noise_level,fid_noisy,fid_corr,delta_fid
0.05,0.5880300967693329,0.04425534647346527,-0.543774751752615
0.1,0.34948366886749865,0.041046115541093914,-0.30843755323439837
0.15,0.2732814490273595,0.0433409912617398,-0.2299404576346278
0.2,0.23530514274165035,0.04414022821195934,-0.1911649148184806
