noise_level,fid_noisy,fid_corr,delta_fid
0.05,0.5880300967693329,0.8974841070771218,0.3094540109038353
0.1,0.34948366886749865,0.6650161634273827,0.31553249395638705
0.15,0.2732814490273595,0.4666619130689651,0.193380464149639
0.2,0.23530514274165035,0.351217045687139,0.11591190292686224
