noise_level,fid_noisy,fid_corr,delta_fid
0.05,0.5880300967693329,0.8178278062343597,0.22979770934581756
0.1,0.34948366886749865,0.5199085578061641,0.17042488907650113
0.15,0.2732814490273595,0.3571168887028471,0.08383543963171541
0.2,0.23530514274165035,0.2852365822214633,0.049931439471431076
