epoch,mean_train_loss
1,0.738634723648429
2,0.6206464494392275
3,0.5969389393925667
4,0.5790855176001787
5,0.5685238835588098
6,0.561201869174838
7,0.554957210496068
8,0.5484773788973689
9,0.5460182224586606
10,0.5421618496626616
11,0.5382325154542923
12,0.535528301782906
13,0.5314757541567087
14,0.5285645231232047
15,0.5283256707340479
16,0.5257365072146059
17,0.5243207561969757
18,0.5218146966770292
19,0.5209471499174834
20,0.519745661765337
21,0.5180095309019088
22,0.5154507211595774
23,0.5153055215254426
24,0.5126554472371936
25,0.5115221202000976
26,0.511326028779149
27,0.5115576537325979
28,0.5092098731920123
29,0.5080477939918637
30,0.5069119551032781
31,0.5062855855002999
32,0.5049628141149879
33,0.5029961111024022
34,0.5042361596226692
35,0.5023699577897787
36,0.5009624384343624
37,0.5000704942643642
38,0.4998544768989086
39,0.49684066280722616
40,0.4982474158704281
41,0.497362437620759
42,0.4970142226666212
43,0.49648160945624115
44,0.49646391928195954
45,0.4936208773776889
46,0.49410438116639854
47,0.49450589396059513
48,0.49223246034234763
49,0.49227358121424913
50,0.49105026718229056
51,0.490723320953548
52,0.4894816480576992
53,0.48959181245416405
54,0.48916762970387934
55,0.4885147740319371
56,0.48657709449529646
57,0.48676434960216286
58,0.4844860963523388
59,0.485963363237679
60,0.4839397655427456
61,0.48371611401438713
62,0.48324508357793095
63,0.48382075540721414
64,0.4827268423512578
65,0.4816640167683363
66,0.4816637998446822
67,0.4835590462386608
68,0.48143087677657603
69,0.4800141403451562
70,0.47967300079762937
71,0.47915674827992916
72,0.4796820530295372
73,0.4783926818519831
74,0.47776807997375725
75,0.4766144632548094
76,0.4760563300177455
77,0.47574187338352203
78,0.47456440433859826
79,0.4761700972169638
80,0.47564002580940723
81,0.47456018678843975
82,0.47361113119870424
83,0.47423949513584374
84,0.4736684999614954
85,0.4747063522040844
86,0.47211932301521303
87,0.47048352982848884
88,0.46983935236930846
89,0.4698952820897102
90,0.4711031007766724
91,0.468991136290133
92,0.4679094674065709
93,0.46913511492311954
94,0.46888138066977264
95,0.4686115798354149
96,0.46816097885370256
97,0.46702549524605275
98,0.46670387022197246
99,0.46750483840703966
100,0.46555606842041014
