epoch,mean_train_loss
1,0.8756078708171845
2,0.8617706263065338
3,0.8610779561102391
4,0.8606547918915749
5,0.8597417603433132
6,0.8566623386740685
7,0.8510346475988626
8,0.843982319533825
9,0.8372772303968667
10,0.8321919725090265
11,0.8282897402346134
12,0.8243010338395834
13,0.8203394696861506
14,0.816436525657773
15,0.8125979293882847
16,0.808218450024724
17,0.8036297214776278
18,0.7993536276370287
19,0.7951032128930092
20,0.7897855310887099
21,0.7846336376667022
22,0.7801025635749101
23,0.7749692104756832
24,0.7696501461789012
25,0.7649654670804739
26,0.7611232366785408
27,0.7563474526256323
28,0.7516349282488227
29,0.7474618399888278
30,0.7438494942709803
31,0.739969027787447
32,0.7348192900791765
33,0.7296065347641707
34,0.7245814525336027
35,0.7202035430073738
36,0.7164262539893389
37,0.7126246229559183
38,0.7088486995920539
39,0.7048548894375563
40,0.7014796401560307
41,0.6985860473662615
42,0.6960776745900512
43,0.6925119677931071
44,0.6899874000996351
45,0.6872583459317684
46,0.6840174932032823
47,0.6801259336620569
48,0.6772887721657753
49,0.6750903217494488
50,0.6713939434662461
51,0.6679728737100958
52,0.6633905835077166
53,0.6595383329316974
54,0.6551887364313006
55,0.6511801343411208
56,0.6469733709469437
57,0.6443563973903657
58,0.6429435689002275
59,0.64080756559968
60,0.6394248851388693
61,0.6385302926227451
62,0.6351108606159687
63,0.634020539149642
64,0.6313469408079981
65,0.6291199807077646
66,0.6275780787691474
67,0.6253408770263195
68,0.6231808143854142
69,0.6196373658627272
70,0.6168349458277226
71,0.6144492853432894
72,0.6145956091955305
73,0.6122576354816556
74,0.6108361485973001
75,0.6070603161491454
76,0.6042163206636906
77,0.601550725363195
78,0.600751437228173
79,0.6010188105516135
80,0.5999738671258092
81,0.5982187603414059
82,0.5961456280760467
83,0.5939520557783544
84,0.591223956681788
85,0.5883139729127288
86,0.5870349119789898
87,0.5831892237067222
88,0.5816327080875635
89,0.579030117187649
90,0.5768963917344808
91,0.5749379605427385
92,0.5712583780661226
93,0.5691595710813999
94,0.5693871995806694
95,0.5673510161414742
96,0.5657678847387433
97,0.5657147846929729
98,0.5630138874985278
99,0.5629808493517339
100,0.5639477829076349
