Using device: cuda
Train chunks: 80
Val chunks: 10
Test chunks: 10

Using FROBENIUS NORMALIZATION

============================================================
Training MLP Wide (v17 - Frobenius normalized)
Parameters: 5,288,352
Batch size: 64
============================================================

  chunk 67 final batch loss = 0.799865
  chunk 68 final batch loss = 0.400717
  chunk 69 final batch loss = 0.613593
  chunk 70 final batch loss = 0.270452
  chunk 71 final batch loss = 0.551619
  chunk 72 final batch loss = 0.686813
  chunk 73 final batch loss = 0.350991
  chunk 74 final batch loss = 0.491101
  chunk 75 final batch loss = 0.258321
  chunk 76 final batch loss = 0.219713
  chunk 77 final batch loss = 0.439588
  chunk 78 final batch loss = 0.743582
  chunk 79 final batch loss = 0.586485
Validation loss: 0.458940
No improvement for 1 epochs
Epoch 47
  chunk 0 final batch loss = 0.770060
  chunk 1 final batch loss = 0.783046
  chunk 2 final batch loss = 0.363379
  chunk 3 final batch loss = 0.282671
  chunk 4 final batch loss = 0.731887
  chunk 5 final batch loss = 0.498073
  chunk 6 final batch loss = 0.241081
  chunk 7 final batch loss = 0.441133
  chunk 8 final batch loss = 0.344711
  chunk 9 final batch loss = 0.598429
  chunk 10 final batch loss = 0.409529
  chunk 11 final batch loss = 0.829911
  chunk 12 final batch loss = 0.664747
  chunk 13 final batch loss = 0.732220
  chunk 14 final batch loss = 0.376429
  chunk 15 final batch loss = 0.279937
  chunk 16 final batch loss = 0.291951
  chunk 17 final batch loss = 0.400314
  chunk 18 final batch loss = 0.607119
  chunk 19 final batch loss = 0.271766
  chunk 20 final batch loss = 0.770241
  chunk 21 final batch loss = 0.624310
  chunk 22 final batch loss = 0.730281
  chunk 23 final batch loss = 0.586718
  chunk 24 final batch loss = 0.766140
  chunk 25 final batch loss = 0.295626
  chunk 26 final batch loss = 0.757020
  chunk 27 final batch loss = 0.228223
  chunk 28 final batch loss = 0.234019
  chunk 29 final batch loss = 0.764778
  chunk 30 final batch loss = 0.298193
  chunk 31 final batch loss = 0.306368
  chunk 32 final batch loss = 0.703915
  chunk 33 final batch loss = 0.237989
  chunk 34 final batch loss = 0.376908
  chunk 35 final batch loss = 0.789025
  chunk 36 final batch loss = 0.605499
  chunk 37 final batch loss = 0.528687
  chunk 38 final batch loss = 0.250173
  chunk 39 final batch loss = 0.815293
  chunk 40 final batch loss = 0.244113
  chunk 41 final batch loss = 0.584346
  chunk 42 final batch loss = 0.254909
  chunk 43 final batch loss = 0.786235
  chunk 44 final batch loss = 0.320250
  chunk 45 final batch loss = 0.758859
  chunk 46 final batch loss = 0.239017
  chunk 47 final batch loss = 0.248952
  chunk 48 final batch loss = 0.260776
  chunk 49 final batch loss = 0.780031
  chunk 50 final batch loss = 0.590601
  chunk 51 final batch loss = 0.295038
  chunk 52 final batch loss = 0.250386
  chunk 53 final batch loss = 0.475023
  chunk 54 final batch loss = 0.315939
  chunk 55 final batch loss = 0.247370
  chunk 56 final batch loss = 0.694442
  chunk 57 final batch loss = 0.744568
  chunk 58 final batch loss = 0.598908
  chunk 59 final batch loss = 0.274121
  chunk 60 final batch loss = 0.602699
  chunk 61 final batch loss = 0.314666
  chunk 62 final batch loss = 0.288825
  chunk 63 final batch loss = 0.771184
  chunk 64 final batch loss = 0.752687
  chunk 65 final batch loss = 0.353696
  chunk 66 final batch loss = 0.645734
  chunk 67 final batch loss = 0.791945
  chunk 68 final batch loss = 0.367309
  chunk 69 final batch loss = 0.539365
  chunk 70 final batch loss = 0.236555
  chunk 71 final batch loss = 0.570022
  chunk 72 final batch loss = 0.698573
  chunk 73 final batch loss = 0.345310
  chunk 74 final batch loss = 0.486332
  chunk 75 final batch loss = 0.244017
  chunk 76 final batch loss = 0.240701
  chunk 77 final batch loss = 0.402967
  chunk 78 final batch loss = 0.735285
  chunk 79 final batch loss = 0.595695
Validation loss: 0.458785
No improvement for 2 epochs
Epoch 48
  chunk 0 final batch loss = 0.757656
  chunk 1 final batch loss = 0.794938
  chunk 2 final batch loss = 0.371706
  chunk 3 final batch loss = 0.325512
  chunk 4 final batch loss = 0.745215
  chunk 5 final batch loss = 0.505865
  chunk 6 final batch loss = 0.243049
  chunk 7 final batch loss = 0.375946
  chunk 8 final batch loss = 0.347175
  chunk 9 final batch loss = 0.573162
  chunk 10 final batch loss = 0.432973
  chunk 11 final batch loss = 0.811289
  chunk 12 final batch loss = 0.671880
  chunk 13 final batch loss = 0.703060
  chunk 14 final batch loss = 0.414120
  chunk 15 final batch loss = 0.290291
  chunk 16 final batch loss = 0.278067
  chunk 17 final batch loss = 0.420882
  chunk 18 final batch loss = 0.632632
  chunk 19 final batch loss = 0.245807
  chunk 20 final batch loss = 0.769086
  chunk 21 final batch loss = 0.597940
  chunk 22 final batch loss = 0.769530
  chunk 23 final batch loss = 0.571802
  chunk 24 final batch loss = 0.789417
  chunk 25 final batch loss = 0.304763
  chunk 26 final batch loss = 0.770475
  chunk 27 final batch loss = 0.247311
  chunk 28 final batch loss = 0.252723
  chunk 29 final batch loss = 0.763739
  chunk 30 final batch loss = 0.319099
  chunk 31 final batch loss = 0.272237
  chunk 32 final batch loss = 0.687686
  chunk 33 final batch loss = 0.245400
  chunk 34 final batch loss = 0.385769
  chunk 35 final batch loss = 0.779142
  chunk 36 final batch loss = 0.540570
  chunk 37 final batch loss = 0.484920
  chunk 38 final batch loss = 0.247303
  chunk 39 final batch loss = 0.815019
  chunk 40 final batch loss = 0.258873
  chunk 41 final batch loss = 0.640704
  chunk 42 final batch loss = 0.256917
  chunk 43 final batch loss = 0.784792
  chunk 44 final batch loss = 0.332859
  chunk 45 final batch loss = 0.725286
  chunk 46 final batch loss = 0.247804
  chunk 47 final batch loss = 0.255038
  chunk 48 final batch loss = 0.298366
  chunk 49 final batch loss = 0.767381
  chunk 50 final batch loss = 0.585644
  chunk 51 final batch loss = 0.309357
  chunk 52 final batch loss = 0.246020
  chunk 53 final batch loss = 0.450376
  chunk 54 final batch loss = 0.319190
  chunk 55 final batch loss = 0.228364
  chunk 56 final batch loss = 0.705307
  chunk 57 final batch loss = 0.749912
  chunk 58 final batch loss = 0.537378
  chunk 59 final batch loss = 0.256214
  chunk 60 final batch loss = 0.563551
  chunk 61 final batch loss = 0.314670
  chunk 62 final batch loss = 0.309564
  chunk 63 final batch loss = 0.765007
  chunk 64 final batch loss = 0.723243
  chunk 65 final batch loss = 0.328282
  chunk 66 final batch loss = 0.589337
  chunk 67 final batch loss = 0.794619
  chunk 68 final batch loss = 0.355923
  chunk 69 final batch loss = 0.586276
  chunk 70 final batch loss = 0.260677
  chunk 71 final batch loss = 0.583039
  chunk 72 final batch loss = 0.698755
  chunk 73 final batch loss = 0.341506
  chunk 74 final batch loss = 0.449462
  chunk 75 final batch loss = 0.245252
  chunk 76 final batch loss = 0.225191
  chunk 77 final batch loss = 0.418785
  chunk 78 final batch loss = 0.773286
  chunk 79 final batch loss = 0.604072
Validation loss: 0.460195
No improvement for 3 epochs
Epoch 49
  chunk 0 final batch loss = 0.774451
  chunk 1 final batch loss = 0.799289
  chunk 2 final batch loss = 0.347487
  chunk 3 final batch loss = 0.297779
  chunk 4 final batch loss = 0.713758
  chunk 5 final batch loss = 0.473030
  chunk 6 final batch loss = 0.250603
  chunk 7 final batch loss = 0.406148
  chunk 8 final batch loss = 0.342761
  chunk 9 final batch loss = 0.588669
  chunk 10 final batch loss = 0.386275
  chunk 11 final batch loss = 0.812596
  chunk 12 final batch loss = 0.714941
  chunk 13 final batch loss = 0.653584
  chunk 14 final batch loss = 0.393246
  chunk 15 final batch loss = 0.276367
  chunk 16 final batch loss = 0.280742
  chunk 17 final batch loss = 0.412165
  chunk 18 final batch loss = 0.576497
  chunk 19 final batch loss = 0.262114
  chunk 20 final batch loss = 0.770866
  chunk 21 final batch loss = 0.592175
  chunk 22 final batch loss = 0.757510
  chunk 23 final batch loss = 0.560223
  chunk 24 final batch loss = 0.765942
  chunk 25 final batch loss = 0.304107
  chunk 26 final batch loss = 0.761863
  chunk 27 final batch loss = 0.219493
  chunk 28 final batch loss = 0.250445
  chunk 29 final batch loss = 0.792254
  chunk 30 final batch loss = 0.322121
  chunk 31 final batch loss = 0.290862
  chunk 32 final batch loss = 0.631982
  chunk 33 final batch loss = 0.236247
  chunk 34 final batch loss = 0.362591
  chunk 35 final batch loss = 0.785815
  chunk 36 final batch loss = 0.644776
  chunk 37 final batch loss = 0.476976
  chunk 38 final batch loss = 0.264229
  chunk 39 final batch loss = 0.823818
  chunk 40 final batch loss = 0.268784
  chunk 41 final batch loss = 0.640255
  chunk 42 final batch loss = 0.264241
  chunk 43 final batch loss = 0.797729
  chunk 44 final batch loss = 0.349544
  chunk 45 final batch loss = 0.743561
  chunk 46 final batch loss = 0.261898
  chunk 47 final batch loss = 0.242252
  chunk 48 final batch loss = 0.298565
  chunk 49 final batch loss = 0.753408
  chunk 50 final batch loss = 0.577173
  chunk 51 final batch loss = 0.292341
  chunk 52 final batch loss = 0.245390
  chunk 53 final batch loss = 0.428681
  chunk 54 final batch loss = 0.345578
  chunk 55 final batch loss = 0.263341
  chunk 56 final batch loss = 0.679076
  chunk 57 final batch loss = 0.704013
  chunk 58 final batch loss = 0.571636
  chunk 59 final batch loss = 0.254173
  chunk 60 final batch loss = 0.601858
  chunk 61 final batch loss = 0.298957
  chunk 62 final batch loss = 0.295758
  chunk 63 final batch loss = 0.749358
  chunk 64 final batch loss = 0.742201
  chunk 65 final batch loss = 0.308515
  chunk 66 final batch loss = 0.653119
  chunk 67 final batch loss = 0.793894
  chunk 68 final batch loss = 0.349505
  chunk 69 final batch loss = 0.569753
  chunk 70 final batch loss = 0.230287
  chunk 71 final batch loss = 0.618789
  chunk 72 final batch loss = 0.693887
  chunk 73 final batch loss = 0.345842
  chunk 74 final batch loss = 0.487663
  chunk 75 final batch loss = 0.269107
  chunk 76 final batch loss = 0.256815
  chunk 77 final batch loss = 0.376708
  chunk 78 final batch loss = 0.742511
  chunk 79 final batch loss = 0.591773
Validation loss: 0.458287
No improvement for 4 epochs
Epoch 50
  chunk 0 final batch loss = 0.778830
  chunk 1 final batch loss = 0.777596
  chunk 2 final batch loss = 0.374066
  chunk 3 final batch loss = 0.295199
  chunk 4 final batch loss = 0.748595
  chunk 5 final batch loss = 0.538821
  chunk 6 final batch loss = 0.251131
  chunk 7 final batch loss = 0.382306
  chunk 8 final batch loss = 0.306613
  chunk 9 final batch loss = 0.592969
  chunk 10 final batch loss = 0.338255
  chunk 11 final batch loss = 0.816052
  chunk 12 final batch loss = 0.679619
  chunk 13 final batch loss = 0.685927
  chunk 14 final batch loss = 0.389596
  chunk 15 final batch loss = 0.290843
  chunk 16 final batch loss = 0.275454
  chunk 17 final batch loss = 0.390099
  chunk 18 final batch loss = 0.578052
  chunk 19 final batch loss = 0.275007
  chunk 20 final batch loss = 0.794931
  chunk 21 final batch loss = 0.644465
  chunk 22 final batch loss = 0.754181
  chunk 23 final batch loss = 0.644088
  chunk 24 final batch loss = 0.730400
  chunk 25 final batch loss = 0.286875
  chunk 26 final batch loss = 0.742344
  chunk 27 final batch loss = 0.223055
  chunk 28 final batch loss = 0.229066
  chunk 29 final batch loss = 0.809323
  chunk 30 final batch loss = 0.304709
  chunk 31 final batch loss = 0.283056
  chunk 32 final batch loss = 0.674363
  chunk 33 final batch loss = 0.244605
  chunk 34 final batch loss = 0.384869
  chunk 35 final batch loss = 0.792964
  chunk 36 final batch loss = 0.589273
  chunk 37 final batch loss = 0.454450
  chunk 38 final batch loss = 0.268024
  chunk 39 final batch loss = 0.821179
  chunk 40 final batch loss = 0.275626
  chunk 41 final batch loss = 0.637977
  chunk 42 final batch loss = 0.266343
  chunk 43 final batch loss = 0.772079
  chunk 44 final batch loss = 0.338490
  chunk 45 final batch loss = 0.747566
  chunk 46 final batch loss = 0.236301
  chunk 47 final batch loss = 0.256566
  chunk 48 final batch loss = 0.288115
  chunk 49 final batch loss = 0.777154
  chunk 50 final batch loss = 0.596404
  chunk 51 final batch loss = 0.269160
  chunk 52 final batch loss = 0.250460
  chunk 53 final batch loss = 0.496994
  chunk 54 final batch loss = 0.337446
  chunk 55 final batch loss = 0.258666
  chunk 56 final batch loss = 0.691706
  chunk 57 final batch loss = 0.716740
  chunk 58 final batch loss = 0.583979
  chunk 59 final batch loss = 0.274655
  chunk 60 final batch loss = 0.569779
  chunk 61 final batch loss = 0.295866
  chunk 62 final batch loss = 0.295416
  chunk 63 final batch loss = 0.750474
  chunk 64 final batch loss = 0.724444
  chunk 65 final batch loss = 0.363410
  chunk 66 final batch loss = 0.585264
  chunk 67 final batch loss = 0.772166
  chunk 68 final batch loss = 0.370456
  chunk 69 final batch loss = 0.543845
  chunk 70 final batch loss = 0.243155
  chunk 71 final batch loss = 0.556970
  chunk 72 final batch loss = 0.666498
  chunk 73 final batch loss = 0.325335
  chunk 74 final batch loss = 0.450887
  chunk 75 final batch loss = 0.246441
  chunk 76 final batch loss = 0.233297
  chunk 77 final batch loss = 0.399532
  chunk 78 final batch loss = 0.772641
  chunk 79 final batch loss = 0.582123
Validation loss: 0.456627
No improvement for 5 epochs
Epoch 51
  chunk 0 final batch loss = 0.781156
  chunk 1 final batch loss = 0.773537
  chunk 2 final batch loss = 0.382962
  chunk 3 final batch loss = 0.298016
  chunk 4 final batch loss = 0.732158
  chunk 5 final batch loss = 0.455862
  chunk 6 final batch loss = 0.225455
  chunk 7 final batch loss = 0.362079
  chunk 8 final batch loss = 0.347013
  chunk 9 final batch loss = 0.496887
  chunk 10 final batch loss = 0.392407
  chunk 11 final batch loss = 0.814873
  chunk 12 final batch loss = 0.710374
  chunk 13 final batch loss = 0.658154
  chunk 14 final batch loss = 0.377158
  chunk 15 final batch loss = 0.308405
  chunk 16 final batch loss = 0.290513
  chunk 17 final batch loss = 0.385780
  chunk 18 final batch loss = 0.636903
  chunk 19 final batch loss = 0.230467
  chunk 20 final batch loss = 0.775832
  chunk 21 final batch loss = 0.614741
  chunk 22 final batch loss = 0.799925
  chunk 23 final batch loss = 0.595658
  chunk 24 final batch loss = 0.759511
  chunk 25 final batch loss = 0.275063
  chunk 26 final batch loss = 0.757441
  chunk 27 final batch loss = 0.249337
  chunk 28 final batch loss = 0.244281
  chunk 29 final batch loss = 0.767834
  chunk 30 final batch loss = 0.282764
  chunk 31 final batch loss = 0.271291
  chunk 32 final batch loss = 0.680442
  chunk 33 final batch loss = 0.247849
  chunk 34 final batch loss = 0.371873
  chunk 35 final batch loss = 0.789338
  chunk 36 final batch loss = 0.600142
  chunk 37 final batch loss = 0.498474
  chunk 38 final batch loss = 0.246712
  chunk 39 final batch loss = 0.821324
  chunk 40 final batch loss = 0.260093
  chunk 41 final batch loss = 0.626946
  chunk 42 final batch loss = 0.275376
  chunk 43 final batch loss = 0.795088
  chunk 44 final batch loss = 0.316417
  chunk 45 final batch loss = 0.719761
  chunk 46 final batch loss = 0.241787
  chunk 47 final batch loss = 0.251560
  chunk 48 final batch loss = 0.282789
  chunk 49 final batch loss = 0.781276
  chunk 50 final batch loss = 0.572754
  chunk 51 final batch loss = 0.280213
  chunk 52 final batch loss = 0.222511
  chunk 53 final batch loss = 0.470500
  chunk 54 final batch loss = 0.312940
  chunk 55 final batch loss = 0.262534
  chunk 56 final batch loss = 0.656793
  chunk 57 final batch loss = 0.694868
  chunk 58 final batch loss = 0.580340
  chunk 59 final batch loss = 0.272450
  chunk 60 final batch loss = 0.566361
  chunk 61 final batch loss = 0.291514
  chunk 62 final batch loss = 0.297460
  chunk 63 final batch loss = 0.774217
  chunk 64 final batch loss = 0.769068
  chunk 65 final batch loss = 0.348845
  chunk 66 final batch loss = 0.571792
  chunk 67 final batch loss = 0.795412
  chunk 68 final batch loss = 0.381591
  chunk 69 final batch loss = 0.571823
  chunk 70 final batch loss = 0.259236
  chunk 71 final batch loss = 0.543995
  chunk 72 final batch loss = 0.653913
  chunk 73 final batch loss = 0.332507
  chunk 74 final batch loss = 0.501816
  chunk 75 final batch loss = 0.247035
  chunk 76 final batch loss = 0.218473
  chunk 77 final batch loss = 0.362962
  chunk 78 final batch loss = 0.739193
  chunk 79 final batch loss = 0.578620
Validation loss: 0.460764
No improvement for 6 epochs
Epoch 52
  chunk 0 final batch loss = 0.801199
  chunk 1 final batch loss = 0.793979
  chunk 2 final batch loss = 0.331552
  chunk 3 final batch loss = 0.262251
  chunk 4 final batch loss = 0.743295
  chunk 5 final batch loss = 0.460087
  chunk 6 final batch loss = 0.232417
  chunk 7 final batch loss = 0.413683
  chunk 8 final batch loss = 0.318053
  chunk 9 final batch loss = 0.552793
  chunk 10 final batch loss = 0.391744
  chunk 11 final batch loss = 0.818505
  chunk 12 final batch loss = 0.713325
  chunk 13 final batch loss = 0.664157
  chunk 14 final batch loss = 0.396410
  chunk 15 final batch loss = 0.274588
  chunk 16 final batch loss = 0.277951
  chunk 17 final batch loss = 0.374117
  chunk 18 final batch loss = 0.585818
  chunk 19 final batch loss = 0.243381
  chunk 20 final batch loss = 0.783437
  chunk 21 final batch loss = 0.572308
  chunk 22 final batch loss = 0.752769
  chunk 23 final batch loss = 0.569278
  chunk 24 final batch loss = 0.727447
  chunk 25 final batch loss = 0.275982
  chunk 26 final batch loss = 0.795967
  chunk 27 final batch loss = 0.209558
  chunk 28 final batch loss = 0.261410
  chunk 29 final batch loss = 0.763844
  chunk 30 final batch loss = 0.306176
  chunk 31 final batch loss = 0.292094
  chunk 32 final batch loss = 0.697076
  chunk 33 final batch loss = 0.254660
  chunk 34 final batch loss = 0.386542
  chunk 35 final batch loss = 0.794630
  chunk 36 final batch loss = 0.610185
  chunk 37 final batch loss = 0.431287
  chunk 38 final batch loss = 0.253785
  chunk 39 final batch loss = 0.813334
  chunk 40 final batch loss = 0.267002
  chunk 41 final batch loss = 0.547837
  chunk 42 final batch loss = 0.267100
  chunk 43 final batch loss = 0.780439
  chunk 44 final batch loss = 0.335069
  chunk 45 final batch loss = 0.724694
  chunk 46 final batch loss = 0.253578
  chunk 47 final batch loss = 0.277485
  chunk 48 final batch loss = 0.297376
  chunk 49 final batch loss = 0.726811
  chunk 50 final batch loss = 0.592516
  chunk 51 final batch loss = 0.269126
  chunk 52 final batch loss = 0.227228
  chunk 53 final batch loss = 0.457310
  chunk 54 final batch loss = 0.330327
  chunk 55 final batch loss = 0.277183
  chunk 56 final batch loss = 0.689914
  chunk 57 final batch loss = 0.751779
  chunk 58 final batch loss = 0.563696
  chunk 59 final batch loss = 0.231878
  chunk 60 final batch loss = 0.606252
  chunk 61 final batch loss = 0.318253
  chunk 62 final batch loss = 0.304454
  chunk 63 final batch loss = 0.718324
  chunk 64 final batch loss = 0.753825
  chunk 65 final batch loss = 0.319502
  chunk 66 final batch loss = 0.564610
  chunk 67 final batch loss = 0.789301
  chunk 68 final batch loss = 0.361007
  chunk 69 final batch loss = 0.578675
  chunk 70 final batch loss = 0.225395
  chunk 71 final batch loss = 0.588745
  chunk 72 final batch loss = 0.699204
  chunk 73 final batch loss = 0.344177
  chunk 74 final batch loss = 0.502083
  chunk 75 final batch loss = 0.254150
  chunk 76 final batch loss = 0.249231
  chunk 77 final batch loss = 0.391124
  chunk 78 final batch loss = 0.772944
  chunk 79 final batch loss = 0.578110
Validation loss: 0.458950
No improvement for 7 epochs
Epoch 53
  chunk 0 final batch loss = 0.765826
  chunk 1 final batch loss = 0.781420
  chunk 2 final batch loss = 0.307026
  chunk 3 final batch loss = 0.285766
  chunk 4 final batch loss = 0.759649
  chunk 5 final batch loss = 0.464035
  chunk 6 final batch loss = 0.243805
  chunk 7 final batch loss = 0.373844
  chunk 8 final batch loss = 0.327112
  chunk 9 final batch loss = 0.570615
  chunk 10 final batch loss = 0.365219
  chunk 11 final batch loss = 0.813339
  chunk 12 final batch loss = 0.646309
  chunk 13 final batch loss = 0.660841
  chunk 14 final batch loss = 0.367736
  chunk 15 final batch loss = 0.269454
  chunk 16 final batch loss = 0.274224
  chunk 17 final batch loss = 0.352980
  chunk 18 final batch loss = 0.599315
  chunk 19 final batch loss = 0.255797
  chunk 20 final batch loss = 0.771658
  chunk 21 final batch loss = 0.604866
  chunk 22 final batch loss = 0.682256
  chunk 23 final batch loss = 0.563987
  chunk 24 final batch loss = 0.711367
  chunk 25 final batch loss = 0.287567
  chunk 26 final batch loss = 0.752140
  chunk 27 final batch loss = 0.218915
  chunk 28 final batch loss = 0.265262
  chunk 29 final batch loss = 0.768392
  chunk 30 final batch loss = 0.312335
  chunk 31 final batch loss = 0.290271
  chunk 32 final batch loss = 0.679733
  chunk 33 final batch loss = 0.238901
  chunk 34 final batch loss = 0.403851
  chunk 35 final batch loss = 0.796654
  chunk 36 final batch loss = 0.614655
  chunk 37 final batch loss = 0.490729
  chunk 38 final batch loss = 0.243207
  chunk 39 final batch loss = 0.797864
  chunk 40 final batch loss = 0.247597
  chunk 41 final batch loss = 0.580468
  chunk 42 final batch loss = 0.253858
  chunk 43 final batch loss = 0.781265
  chunk 44 final batch loss = 0.316503
  chunk 45 final batch loss = 0.730684
  chunk 46 final batch loss = 0.263023
  chunk 47 final batch loss = 0.248747
  chunk 48 final batch loss = 0.276600
  chunk 49 final batch loss = 0.746133
  chunk 50 final batch loss = 0.568026
  chunk 51 final batch loss = 0.274144
  chunk 52 final batch loss = 0.247705
  chunk 53 final batch loss = 0.467546
  chunk 54 final batch loss = 0.315382
  chunk 55 final batch loss = 0.255917
  chunk 56 final batch loss = 0.707155
  chunk 57 final batch loss = 0.714228
  chunk 58 final batch loss = 0.578500
  chunk 59 final batch loss = 0.252379
  chunk 60 final batch loss = 0.562993
  chunk 61 final batch loss = 0.310738
  chunk 62 final batch loss = 0.289241
  chunk 63 final batch loss = 0.715134
  chunk 64 final batch loss = 0.748164
  chunk 65 final batch loss = 0.375833
  chunk 66 final batch loss = 0.639315
  chunk 67 final batch loss = 0.780097
  chunk 68 final batch loss = 0.372305
  chunk 69 final batch loss = 0.561114
  chunk 70 final batch loss = 0.259207
  chunk 71 final batch loss = 0.534345
  chunk 72 final batch loss = 0.721175
  chunk 73 final batch loss = 0.319866
  chunk 74 final batch loss = 0.509862
  chunk 75 final batch loss = 0.268021
  chunk 76 final batch loss = 0.234623
  chunk 77 final batch loss = 0.393849
  chunk 78 final batch loss = 0.709366
  chunk 79 final batch loss = 0.577594
Validation loss: 0.456266
No improvement for 8 epochs
Epoch 54
  chunk 0 final batch loss = 0.778598
  chunk 1 final batch loss = 0.763442
  chunk 2 final batch loss = 0.376497
  chunk 3 final batch loss = 0.304951
  chunk 4 final batch loss = 0.738319
  chunk 5 final batch loss = 0.522795
  chunk 6 final batch loss = 0.246877
  chunk 7 final batch loss = 0.418259
  chunk 8 final batch loss = 0.320373
  chunk 9 final batch loss = 0.582067
  chunk 10 final batch loss = 0.369727
  chunk 11 final batch loss = 0.826056
  chunk 12 final batch loss = 0.692466
  chunk 13 final batch loss = 0.707947
  chunk 14 final batch loss = 0.358395
  chunk 15 final batch loss = 0.248616
  chunk 16 final batch loss = 0.282347
  chunk 17 final batch loss = 0.340592
  chunk 18 final batch loss = 0.619025
  chunk 19 final batch loss = 0.249245
  chunk 20 final batch loss = 0.776493
  chunk 21 final batch loss = 0.622157
  chunk 22 final batch loss = 0.750525
  chunk 23 final batch loss = 0.523486
  chunk 24 final batch loss = 0.749433
  chunk 25 final batch loss = 0.304467
  chunk 26 final batch loss = 0.780651
  chunk 27 final batch loss = 0.247441
  chunk 28 final batch loss = 0.245364
  chunk 29 final batch loss = 0.758363
  chunk 30 final batch loss = 0.305534
  chunk 31 final batch loss = 0.275124
  chunk 32 final batch loss = 0.670189
  chunk 33 final batch loss = 0.220591
  chunk 34 final batch loss = 0.362805
  chunk 35 final batch loss = 0.762189
  chunk 36 final batch loss = 0.586279
  chunk 37 final batch loss = 0.466691
  chunk 38 final batch loss = 0.258346
  chunk 39 final batch loss = 0.816678
  chunk 40 final batch loss = 0.252060
  chunk 41 final batch loss = 0.668397
  chunk 42 final batch loss = 0.261199
  chunk 43 final batch loss = 0.782462
  chunk 44 final batch loss = 0.332730
  chunk 45 final batch loss = 0.714722
  chunk 46 final batch loss = 0.259008
  chunk 47 final batch loss = 0.244243
  chunk 48 final batch loss = 0.304471
  chunk 49 final batch loss = 0.764236
  chunk 50 final batch loss = 0.652376
  chunk 51 final batch loss = 0.295221
  chunk 52 final batch loss = 0.236777
  chunk 53 final batch loss = 0.548035
  chunk 54 final batch loss = 0.322704
  chunk 55 final batch loss = 0.270639
  chunk 56 final batch loss = 0.671734
  chunk 57 final batch loss = 0.733217
  chunk 58 final batch loss = 0.606958
  chunk 59 final batch loss = 0.239314
  chunk 60 final batch loss = 0.556149
  chunk 61 final batch loss = 0.285483
  chunk 62 final batch loss = 0.294405
  chunk 63 final batch loss = 0.744892
  chunk 64 final batch loss = 0.778975
  chunk 65 final batch loss = 0.340800
  chunk 66 final batch loss = 0.578429
  chunk 67 final batch loss = 0.776888
  chunk 68 final batch loss = 0.372939
  chunk 69 final batch loss = 0.568102
  chunk 70 final batch loss = 0.250627
  chunk 71 final batch loss = 0.518228
  chunk 72 final batch loss = 0.689473
  chunk 73 final batch loss = 0.342436
  chunk 74 final batch loss = 0.470035
  chunk 75 final batch loss = 0.260320
  chunk 76 final batch loss = 0.235408
  chunk 77 final batch loss = 0.383536
  chunk 78 final batch loss = 0.747832
  chunk 79 final batch loss = 0.554104
Validation loss: 0.458206
No improvement for 9 epochs
Epoch 55
  chunk 0 final batch loss = 0.798488
  chunk 1 final batch loss = 0.781674
  chunk 2 final batch loss = 0.343441
  chunk 3 final batch loss = 0.292504
  chunk 4 final batch loss = 0.714395
  chunk 5 final batch loss = 0.513227
  chunk 6 final batch loss = 0.229349
  chunk 7 final batch loss = 0.391047
  chunk 8 final batch loss = 0.333353
  chunk 9 final batch loss = 0.556860
  chunk 10 final batch loss = 0.412579
  chunk 11 final batch loss = 0.811147
  chunk 12 final batch loss = 0.702680
  chunk 13 final batch loss = 0.672784
  chunk 14 final batch loss = 0.373322
  chunk 15 final batch loss = 0.287975
  chunk 16 final batch loss = 0.276386
  chunk 17 final batch loss = 0.384043
  chunk 18 final batch loss = 0.573203
  chunk 19 final batch loss = 0.254947
  chunk 20 final batch loss = 0.750040
  chunk 21 final batch loss = 0.593086
  chunk 22 final batch loss = 0.725883
  chunk 23 final batch loss = 0.619185
  chunk 24 final batch loss = 0.755142
  chunk 25 final batch loss = 0.288195
  chunk 26 final batch loss = 0.736396
  chunk 27 final batch loss = 0.234382
  chunk 28 final batch loss = 0.243434
  chunk 29 final batch loss = 0.769843
  chunk 30 final batch loss = 0.284819
  chunk 31 final batch loss = 0.290035
  chunk 32 final batch loss = 0.689343
  chunk 33 final batch loss = 0.262996
  chunk 34 final batch loss = 0.400486
  chunk 35 final batch loss = 0.783146
  chunk 36 final batch loss = 0.634805
  chunk 37 final batch loss = 0.500591
  chunk 38 final batch loss = 0.253168
  chunk 39 final batch loss = 0.794008
  chunk 40 final batch loss = 0.252416
  chunk 41 final batch loss = 0.559268
  chunk 42 final batch loss = 0.267576
  chunk 43 final batch loss = 0.794453
  chunk 44 final batch loss = 0.320893
  chunk 45 final batch loss = 0.725331
  chunk 46 final batch loss = 0.255406
  chunk 47 final batch loss = 0.245399
  chunk 48 final batch loss = 0.262641
  chunk 49 final batch loss = 0.724726
  chunk 50 final batch loss = 0.594715
  chunk 51 final batch loss = 0.263804
  chunk 52 final batch loss = 0.214704
  chunk 53 final batch loss = 0.431446
  chunk 54 final batch loss = 0.306563
  chunk 55 final batch loss = 0.277273
  chunk 56 final batch loss = 0.678054
  chunk 57 final batch loss = 0.693254
  chunk 58 final batch loss = 0.547691
  chunk 59 final batch loss = 0.265668
  chunk 60 final batch loss = 0.538562
  chunk 61 final batch loss = 0.257135
  chunk 62 final batch loss = 0.319477
