Using device: cuda
Train chunks: 80
Val chunks: 10
Test chunks: 10

Using FROBENIUS NORMALIZATION

============================================================
Training MLP Wide (v17 - Frobenius normalized)
Parameters: 5,288,352
Batch size: 64
============================================================

  chunk 72 final batch loss = 0.709515
  chunk 73 final batch loss = 0.415672
  chunk 74 final batch loss = 0.530355
  chunk 75 final batch loss = 0.250550
  chunk 76 final batch loss = 0.235084
  chunk 77 final batch loss = 0.430896
  chunk 78 final batch loss = 0.787852
  chunk 79 final batch loss = 0.669544
Validation loss: 0.479480
Saved BEST checkpoint
Epoch 16
  chunk 0 final batch loss = 0.799603
  chunk 1 final batch loss = 0.798156
  chunk 2 final batch loss = 0.464502
  chunk 3 final batch loss = 0.308633
  chunk 4 final batch loss = 0.737629
  chunk 5 final batch loss = 0.552868
  chunk 6 final batch loss = 0.250557
  chunk 7 final batch loss = 0.494042
  chunk 8 final batch loss = 0.366597
  chunk 9 final batch loss = 0.647437
  chunk 10 final batch loss = 0.428651
  chunk 11 final batch loss = 0.822607
  chunk 12 final batch loss = 0.710465
  chunk 13 final batch loss = 0.708794
  chunk 14 final batch loss = 0.437627
  chunk 15 final batch loss = 0.313269
  chunk 16 final batch loss = 0.315956
  chunk 17 final batch loss = 0.435137
  chunk 18 final batch loss = 0.638602
  chunk 19 final batch loss = 0.285350
  chunk 20 final batch loss = 0.803132
  chunk 21 final batch loss = 0.660752
  chunk 22 final batch loss = 0.794843
  chunk 23 final batch loss = 0.672857
  chunk 24 final batch loss = 0.794633
  chunk 25 final batch loss = 0.316253
  chunk 26 final batch loss = 0.800333
  chunk 27 final batch loss = 0.222519
  chunk 28 final batch loss = 0.265113
  chunk 29 final batch loss = 0.784476
  chunk 30 final batch loss = 0.313134
  chunk 31 final batch loss = 0.322677
  chunk 32 final batch loss = 0.726973
  chunk 33 final batch loss = 0.257291
  chunk 34 final batch loss = 0.402762
  chunk 35 final batch loss = 0.812276
  chunk 36 final batch loss = 0.692317
  chunk 37 final batch loss = 0.523261
  chunk 38 final batch loss = 0.280431
  chunk 39 final batch loss = 0.818619
  chunk 40 final batch loss = 0.276333
  chunk 41 final batch loss = 0.651838
  chunk 42 final batch loss = 0.255788
  chunk 43 final batch loss = 0.804074
  chunk 44 final batch loss = 0.389001
  chunk 45 final batch loss = 0.729618
  chunk 46 final batch loss = 0.269571
  chunk 47 final batch loss = 0.275880
  chunk 48 final batch loss = 0.295508
  chunk 49 final batch loss = 0.807059
  chunk 50 final batch loss = 0.676676
  chunk 51 final batch loss = 0.328330
  chunk 52 final batch loss = 0.256046
  chunk 53 final batch loss = 0.534595
  chunk 54 final batch loss = 0.386892
  chunk 55 final batch loss = 0.261327
  chunk 56 final batch loss = 0.749865
  chunk 57 final batch loss = 0.759148
  chunk 58 final batch loss = 0.702723
  chunk 59 final batch loss = 0.268860
  chunk 60 final batch loss = 0.684699
  chunk 61 final batch loss = 0.327332
  chunk 62 final batch loss = 0.315143
  chunk 63 final batch loss = 0.780793
  chunk 64 final batch loss = 0.801128
  chunk 65 final batch loss = 0.360498
  chunk 66 final batch loss = 0.647647
  chunk 67 final batch loss = 0.799809
  chunk 68 final batch loss = 0.436615
  chunk 69 final batch loss = 0.622662
  chunk 70 final batch loss = 0.254526
  chunk 71 final batch loss = 0.734592
  chunk 72 final batch loss = 0.741210
  chunk 73 final batch loss = 0.411482
  chunk 74 final batch loss = 0.515612
  chunk 75 final batch loss = 0.268361
  chunk 76 final batch loss = 0.254408
  chunk 77 final batch loss = 0.458697
  chunk 78 final batch loss = 0.795306
  chunk 79 final batch loss = 0.643098
Validation loss: 0.476137
Saved BEST checkpoint
Epoch 17
  chunk 0 final batch loss = 0.797843
  chunk 1 final batch loss = 0.791397
  chunk 2 final batch loss = 0.445427
  chunk 3 final batch loss = 0.315975
  chunk 4 final batch loss = 0.766625
  chunk 5 final batch loss = 0.515965
  chunk 6 final batch loss = 0.244814
  chunk 7 final batch loss = 0.453232
  chunk 8 final batch loss = 0.379483
  chunk 9 final batch loss = 0.633267
  chunk 10 final batch loss = 0.440522
  chunk 11 final batch loss = 0.827674
  chunk 12 final batch loss = 0.729485
  chunk 13 final batch loss = 0.750377
  chunk 14 final batch loss = 0.481196
  chunk 15 final batch loss = 0.319674
  chunk 16 final batch loss = 0.332624
  chunk 17 final batch loss = 0.389864
  chunk 18 final batch loss = 0.600780
  chunk 19 final batch loss = 0.274028
  chunk 20 final batch loss = 0.794741
  chunk 21 final batch loss = 0.723549
  chunk 22 final batch loss = 0.788066
  chunk 23 final batch loss = 0.660093
  chunk 24 final batch loss = 0.805751
  chunk 25 final batch loss = 0.332461
  chunk 26 final batch loss = 0.787195
  chunk 27 final batch loss = 0.241737
  chunk 28 final batch loss = 0.288218
  chunk 29 final batch loss = 0.789365
  chunk 30 final batch loss = 0.315481
  chunk 31 final batch loss = 0.310266
  chunk 32 final batch loss = 0.761331
  chunk 33 final batch loss = 0.246235
  chunk 34 final batch loss = 0.406622
  chunk 35 final batch loss = 0.798718
  chunk 36 final batch loss = 0.713003
  chunk 37 final batch loss = 0.524432
  chunk 38 final batch loss = 0.285611
  chunk 39 final batch loss = 0.825099
  chunk 40 final batch loss = 0.296059
  chunk 41 final batch loss = 0.710438
  chunk 42 final batch loss = 0.284183
  chunk 43 final batch loss = 0.801503
  chunk 44 final batch loss = 0.333868
  chunk 45 final batch loss = 0.720490
  chunk 46 final batch loss = 0.283320
  chunk 47 final batch loss = 0.257309
  chunk 48 final batch loss = 0.307055
  chunk 49 final batch loss = 0.806104
  chunk 50 final batch loss = 0.680394
  chunk 51 final batch loss = 0.307044
  chunk 52 final batch loss = 0.261637
  chunk 53 final batch loss = 0.471243
  chunk 54 final batch loss = 0.365373
  chunk 55 final batch loss = 0.289080
  chunk 56 final batch loss = 0.742848
  chunk 57 final batch loss = 0.761342
  chunk 58 final batch loss = 0.696801
  chunk 59 final batch loss = 0.277605
  chunk 60 final batch loss = 0.661965
  chunk 61 final batch loss = 0.312701
  chunk 62 final batch loss = 0.330637
  chunk 63 final batch loss = 0.790682
  chunk 64 final batch loss = 0.794082
  chunk 65 final batch loss = 0.367597
  chunk 66 final batch loss = 0.654241
  chunk 67 final batch loss = 0.804255
  chunk 68 final batch loss = 0.408173
  chunk 69 final batch loss = 0.630049
  chunk 70 final batch loss = 0.261186
  chunk 71 final batch loss = 0.721535
  chunk 72 final batch loss = 0.741312
  chunk 73 final batch loss = 0.455730
  chunk 74 final batch loss = 0.534147
  chunk 75 final batch loss = 0.283500
  chunk 76 final batch loss = 0.257660
  chunk 77 final batch loss = 0.459764
  chunk 78 final batch loss = 0.804018
  chunk 79 final batch loss = 0.576858
Validation loss: 0.476313
No improvement for 1 epochs
Epoch 18
  chunk 0 final batch loss = 0.809796
  chunk 1 final batch loss = 0.803298
  chunk 2 final batch loss = 0.437907
  chunk 3 final batch loss = 0.354724
  chunk 4 final batch loss = 0.771117
  chunk 5 final batch loss = 0.535698
  chunk 6 final batch loss = 0.249503
  chunk 7 final batch loss = 0.404079
  chunk 8 final batch loss = 0.356210
  chunk 9 final batch loss = 0.623806
  chunk 10 final batch loss = 0.450943
  chunk 11 final batch loss = 0.826843
  chunk 12 final batch loss = 0.734797
  chunk 13 final batch loss = 0.725185
  chunk 14 final batch loss = 0.499901
  chunk 15 final batch loss = 0.323955
  chunk 16 final batch loss = 0.310596
  chunk 17 final batch loss = 0.430368
  chunk 18 final batch loss = 0.640856
  chunk 19 final batch loss = 0.269025
  chunk 20 final batch loss = 0.806382
  chunk 21 final batch loss = 0.655856
  chunk 22 final batch loss = 0.807467
  chunk 23 final batch loss = 0.661119
  chunk 24 final batch loss = 0.781906
  chunk 25 final batch loss = 0.297344
  chunk 26 final batch loss = 0.786051
  chunk 27 final batch loss = 0.247162
  chunk 28 final batch loss = 0.255007
  chunk 29 final batch loss = 0.811381
  chunk 30 final batch loss = 0.323389
  chunk 31 final batch loss = 0.304324
  chunk 32 final batch loss = 0.727877
  chunk 33 final batch loss = 0.263567
  chunk 34 final batch loss = 0.453659
  chunk 35 final batch loss = 0.795249
  chunk 36 final batch loss = 0.686425
  chunk 37 final batch loss = 0.511186
  chunk 38 final batch loss = 0.288674
  chunk 39 final batch loss = 0.834719
  chunk 40 final batch loss = 0.294143
  chunk 41 final batch loss = 0.664145
  chunk 42 final batch loss = 0.258239
  chunk 43 final batch loss = 0.805665
  chunk 44 final batch loss = 0.378131
  chunk 45 final batch loss = 0.789915
  chunk 46 final batch loss = 0.267792
  chunk 47 final batch loss = 0.247278
  chunk 48 final batch loss = 0.287848
  chunk 49 final batch loss = 0.809002
  chunk 50 final batch loss = 0.673343
  chunk 51 final batch loss = 0.312034
  chunk 52 final batch loss = 0.251032
  chunk 53 final batch loss = 0.497982
  chunk 54 final batch loss = 0.352120
  chunk 55 final batch loss = 0.291003
  chunk 56 final batch loss = 0.725516
  chunk 57 final batch loss = 0.735689
  chunk 58 final batch loss = 0.677287
  chunk 59 final batch loss = 0.259226
  chunk 60 final batch loss = 0.706097
  chunk 61 final batch loss = 0.322111
  chunk 62 final batch loss = 0.318634
  chunk 63 final batch loss = 0.765578
  chunk 64 final batch loss = 0.788834
  chunk 65 final batch loss = 0.366486
  chunk 66 final batch loss = 0.614992
  chunk 67 final batch loss = 0.805729
  chunk 68 final batch loss = 0.441725
  chunk 69 final batch loss = 0.616262
  chunk 70 final batch loss = 0.265583
  chunk 71 final batch loss = 0.632663
  chunk 72 final batch loss = 0.735879
  chunk 73 final batch loss = 0.424945
  chunk 74 final batch loss = 0.539361
  chunk 75 final batch loss = 0.268381
  chunk 76 final batch loss = 0.262348
  chunk 77 final batch loss = 0.420933
  chunk 78 final batch loss = 0.778691
  chunk 79 final batch loss = 0.604029
Validation loss: 0.475693
Saved BEST checkpoint
Epoch 19
  chunk 0 final batch loss = 0.807182
  chunk 1 final batch loss = 0.796057
  chunk 2 final batch loss = 0.443312
  chunk 3 final batch loss = 0.330887
  chunk 4 final batch loss = 0.762978
  chunk 5 final batch loss = 0.555576
  chunk 6 final batch loss = 0.256313
  chunk 7 final batch loss = 0.445445
  chunk 8 final batch loss = 0.366076
  chunk 9 final batch loss = 0.616358
  chunk 10 final batch loss = 0.453117
  chunk 11 final batch loss = 0.816112
  chunk 12 final batch loss = 0.717548
  chunk 13 final batch loss = 0.745432
  chunk 14 final batch loss = 0.499109
  chunk 15 final batch loss = 0.333289
  chunk 16 final batch loss = 0.291464
  chunk 17 final batch loss = 0.447286
  chunk 18 final batch loss = 0.629288
  chunk 19 final batch loss = 0.266381
  chunk 20 final batch loss = 0.794441
  chunk 21 final batch loss = 0.655036
  chunk 22 final batch loss = 0.795084
  chunk 23 final batch loss = 0.713577
  chunk 24 final batch loss = 0.791293
  chunk 25 final batch loss = 0.311927
  chunk 26 final batch loss = 0.792329
  chunk 27 final batch loss = 0.254873
  chunk 28 final batch loss = 0.270040
  chunk 29 final batch loss = 0.798178
  chunk 30 final batch loss = 0.345941
  chunk 31 final batch loss = 0.308729
  chunk 32 final batch loss = 0.713437
  chunk 33 final batch loss = 0.268254
  chunk 34 final batch loss = 0.354936
  chunk 35 final batch loss = 0.815195
  chunk 36 final batch loss = 0.708434
  chunk 37 final batch loss = 0.496622
  chunk 38 final batch loss = 0.262317
  chunk 39 final batch loss = 0.826274
  chunk 40 final batch loss = 0.256027
  chunk 41 final batch loss = 0.656118
  chunk 42 final batch loss = 0.262178
  chunk 43 final batch loss = 0.797895
  chunk 44 final batch loss = 0.365813
  chunk 45 final batch loss = 0.748999
  chunk 46 final batch loss = 0.249860
  chunk 47 final batch loss = 0.254907
  chunk 48 final batch loss = 0.289804
  chunk 49 final batch loss = 0.809451
  chunk 50 final batch loss = 0.690630
  chunk 51 final batch loss = 0.312989
  chunk 52 final batch loss = 0.267578
  chunk 53 final batch loss = 0.490467
  chunk 54 final batch loss = 0.367537
  chunk 55 final batch loss = 0.287356
  chunk 56 final batch loss = 0.731994
  chunk 57 final batch loss = 0.765411
  chunk 58 final batch loss = 0.647682
  chunk 59 final batch loss = 0.275640
  chunk 60 final batch loss = 0.671688
  chunk 61 final batch loss = 0.331269
  chunk 62 final batch loss = 0.312349
  chunk 63 final batch loss = 0.780936
  chunk 64 final batch loss = 0.782493
  chunk 65 final batch loss = 0.368216
  chunk 66 final batch loss = 0.609938
  chunk 67 final batch loss = 0.802128
  chunk 68 final batch loss = 0.390565
  chunk 69 final batch loss = 0.687887
  chunk 70 final batch loss = 0.270377
  chunk 71 final batch loss = 0.652930
  chunk 72 final batch loss = 0.699366
  chunk 73 final batch loss = 0.402853
  chunk 74 final batch loss = 0.505816
  chunk 75 final batch loss = 0.264632
  chunk 76 final batch loss = 0.257745
  chunk 77 final batch loss = 0.443014
  chunk 78 final batch loss = 0.794932
  chunk 79 final batch loss = 0.632886
Validation loss: 0.474504
Saved BEST checkpoint
Epoch 20
  chunk 0 final batch loss = 0.792561
  chunk 1 final batch loss = 0.805346
  chunk 2 final batch loss = 0.425647
  chunk 3 final batch loss = 0.324974
  chunk 4 final batch loss = 0.748674
  chunk 5 final batch loss = 0.521779
  chunk 6 final batch loss = 0.253717
  chunk 7 final batch loss = 0.406108
  chunk 8 final batch loss = 0.355048
  chunk 9 final batch loss = 0.618705
  chunk 10 final batch loss = 0.432845
  chunk 11 final batch loss = 0.829074
  chunk 12 final batch loss = 0.715063
  chunk 13 final batch loss = 0.740514
  chunk 14 final batch loss = 0.395236
  chunk 15 final batch loss = 0.292158
  chunk 16 final batch loss = 0.310357
  chunk 17 final batch loss = 0.441469
  chunk 18 final batch loss = 0.655795
  chunk 19 final batch loss = 0.278431
  chunk 20 final batch loss = 0.813139
  chunk 21 final batch loss = 0.683713
  chunk 22 final batch loss = 0.803807
  chunk 23 final batch loss = 0.680113
  chunk 24 final batch loss = 0.793305
  chunk 25 final batch loss = 0.329653
  chunk 26 final batch loss = 0.791493
  chunk 27 final batch loss = 0.223854
  chunk 28 final batch loss = 0.269268
  chunk 29 final batch loss = 0.814760
  chunk 30 final batch loss = 0.326311
  chunk 31 final batch loss = 0.307678
  chunk 32 final batch loss = 0.746515
  chunk 33 final batch loss = 0.267206
  chunk 34 final batch loss = 0.429277
  chunk 35 final batch loss = 0.796329
  chunk 36 final batch loss = 0.682332
  chunk 37 final batch loss = 0.520204
  chunk 38 final batch loss = 0.261778
  chunk 39 final batch loss = 0.828864
  chunk 40 final batch loss = 0.272814
  chunk 41 final batch loss = 0.680730
  chunk 42 final batch loss = 0.284955
  chunk 43 final batch loss = 0.805307
  chunk 44 final batch loss = 0.361371
  chunk 45 final batch loss = 0.784526
  chunk 46 final batch loss = 0.219748
  chunk 47 final batch loss = 0.284952
  chunk 48 final batch loss = 0.311710
  chunk 49 final batch loss = 0.760078
  chunk 50 final batch loss = 0.676866
  chunk 51 final batch loss = 0.326781
  chunk 52 final batch loss = 0.236272
  chunk 53 final batch loss = 0.531973
  chunk 54 final batch loss = 0.362904
  chunk 55 final batch loss = 0.257986
  chunk 56 final batch loss = 0.716256
  chunk 57 final batch loss = 0.738029
  chunk 58 final batch loss = 0.661069
  chunk 59 final batch loss = 0.272594
  chunk 60 final batch loss = 0.665249
  chunk 61 final batch loss = 0.317659
  chunk 62 final batch loss = 0.308258
  chunk 63 final batch loss = 0.767367
  chunk 64 final batch loss = 0.808303
  chunk 65 final batch loss = 0.348394
  chunk 66 final batch loss = 0.649819
  chunk 67 final batch loss = 0.815115
  chunk 68 final batch loss = 0.446151
  chunk 69 final batch loss = 0.681583
  chunk 70 final batch loss = 0.264966
  chunk 71 final batch loss = 0.646315
  chunk 72 final batch loss = 0.721166
  chunk 73 final batch loss = 0.402270
  chunk 74 final batch loss = 0.561160
  chunk 75 final batch loss = 0.280576
  chunk 76 final batch loss = 0.252461
  chunk 77 final batch loss = 0.423914
  chunk 78 final batch loss = 0.790334
  chunk 79 final batch loss = 0.615451
Validation loss: 0.474451
Saved BEST checkpoint
Epoch 21
  chunk 0 final batch loss = 0.796820
  chunk 1 final batch loss = 0.782923
  chunk 2 final batch loss = 0.389971
  chunk 3 final batch loss = 0.304598
  chunk 4 final batch loss = 0.770568
  chunk 5 final batch loss = 0.524433
  chunk 6 final batch loss = 0.256360
  chunk 7 final batch loss = 0.447327
  chunk 8 final batch loss = 0.376460
  chunk 9 final batch loss = 0.617093
  chunk 10 final batch loss = 0.393977
  chunk 11 final batch loss = 0.829125
  chunk 12 final batch loss = 0.706085
  chunk 13 final batch loss = 0.735369
  chunk 14 final batch loss = 0.442611
  chunk 15 final batch loss = 0.312858
  chunk 16 final batch loss = 0.303108
  chunk 17 final batch loss = 0.439991
  chunk 18 final batch loss = 0.597479
  chunk 19 final batch loss = 0.271358
  chunk 20 final batch loss = 0.808216
  chunk 21 final batch loss = 0.655235
  chunk 22 final batch loss = 0.779426
  chunk 23 final batch loss = 0.669038
  chunk 24 final batch loss = 0.793023
  chunk 25 final batch loss = 0.334351
  chunk 26 final batch loss = 0.770294
  chunk 27 final batch loss = 0.252506
  chunk 28 final batch loss = 0.250646
  chunk 29 final batch loss = 0.810951
  chunk 30 final batch loss = 0.328011
  chunk 31 final batch loss = 0.294511
  chunk 32 final batch loss = 0.686770
  chunk 33 final batch loss = 0.258304
  chunk 34 final batch loss = 0.419005
  chunk 35 final batch loss = 0.807288
  chunk 36 final batch loss = 0.708710
  chunk 37 final batch loss = 0.493110
  chunk 38 final batch loss = 0.286620
  chunk 39 final batch loss = 0.822220
  chunk 40 final batch loss = 0.281404
  chunk 41 final batch loss = 0.666632
  chunk 42 final batch loss = 0.245394
  chunk 43 final batch loss = 0.797217
  chunk 44 final batch loss = 0.371271
  chunk 45 final batch loss = 0.761193
  chunk 46 final batch loss = 0.262858
  chunk 47 final batch loss = 0.269203
  chunk 48 final batch loss = 0.320626
  chunk 49 final batch loss = 0.784764
  chunk 50 final batch loss = 0.647868
  chunk 51 final batch loss = 0.289758
  chunk 52 final batch loss = 0.233546
  chunk 53 final batch loss = 0.525656
  chunk 54 final batch loss = 0.367664
  chunk 55 final batch loss = 0.282890
  chunk 56 final batch loss = 0.728182
  chunk 57 final batch loss = 0.765916
  chunk 58 final batch loss = 0.655869
  chunk 59 final batch loss = 0.262110
  chunk 60 final batch loss = 0.665299
  chunk 61 final batch loss = 0.329734
  chunk 62 final batch loss = 0.277996
  chunk 63 final batch loss = 0.725937
  chunk 64 final batch loss = 0.792937
  chunk 65 final batch loss = 0.364811
  chunk 66 final batch loss = 0.692647
  chunk 67 final batch loss = 0.805782
  chunk 68 final batch loss = 0.434932
  chunk 69 final batch loss = 0.633306
  chunk 70 final batch loss = 0.249965
  chunk 71 final batch loss = 0.682069
  chunk 72 final batch loss = 0.735563
  chunk 73 final batch loss = 0.382967
  chunk 74 final batch loss = 0.508324
  chunk 75 final batch loss = 0.264812
  chunk 76 final batch loss = 0.245087
  chunk 77 final batch loss = 0.421933
  chunk 78 final batch loss = 0.781781
  chunk 79 final batch loss = 0.658744
Validation loss: 0.470828
Saved BEST checkpoint
Epoch 22
  chunk 0 final batch loss = 0.786942
  chunk 1 final batch loss = 0.773461
  chunk 2 final batch loss = 0.391072
  chunk 3 final batch loss = 0.307854
  chunk 4 final batch loss = 0.748980
  chunk 5 final batch loss = 0.534702
  chunk 6 final batch loss = 0.250730
  chunk 7 final batch loss = 0.439797
  chunk 8 final batch loss = 0.351072
  chunk 9 final batch loss = 0.684857
  chunk 10 final batch loss = 0.399537
  chunk 11 final batch loss = 0.816268
  chunk 12 final batch loss = 0.739948
  chunk 13 final batch loss = 0.720938
  chunk 14 final batch loss = 0.405131
  chunk 15 final batch loss = 0.304310
  chunk 16 final batch loss = 0.280658
  chunk 17 final batch loss = 0.443149
  chunk 18 final batch loss = 0.630745
  chunk 19 final batch loss = 0.256676
  chunk 20 final batch loss = 0.790394
  chunk 21 final batch loss = 0.652605
  chunk 22 final batch loss = 0.772520
  chunk 23 final batch loss = 0.606604
  chunk 24 final batch loss = 0.780774
  chunk 25 final batch loss = 0.279170
  chunk 26 final batch loss = 0.774571
  chunk 27 final batch loss = 0.249530
  chunk 28 final batch loss = 0.244103
  chunk 29 final batch loss = 0.799261
  chunk 30 final batch loss = 0.302245
  chunk 31 final batch loss = 0.305227
  chunk 32 final batch loss = 0.737087
  chunk 33 final batch loss = 0.259974
  chunk 34 final batch loss = 0.389515
  chunk 35 final batch loss = 0.796963
  chunk 36 final batch loss = 0.680796
  chunk 37 final batch loss = 0.515175
  chunk 38 final batch loss = 0.259882
  chunk 39 final batch loss = 0.828021
  chunk 40 final batch loss = 0.293305
  chunk 41 final batch loss = 0.650825
  chunk 42 final batch loss = 0.273860
  chunk 43 final batch loss = 0.797206
  chunk 44 final batch loss = 0.330397
  chunk 45 final batch loss = 0.750734
  chunk 46 final batch loss = 0.271662
  chunk 47 final batch loss = 0.261681
  chunk 48 final batch loss = 0.312432
  chunk 49 final batch loss = 0.771974
  chunk 50 final batch loss = 0.634123
  chunk 51 final batch loss = 0.319043
  chunk 52 final batch loss = 0.234590
  chunk 53 final batch loss = 0.503822
  chunk 54 final batch loss = 0.349988
  chunk 55 final batch loss = 0.275961
  chunk 56 final batch loss = 0.699493
  chunk 57 final batch loss = 0.774091
  chunk 58 final batch loss = 0.646186
  chunk 59 final batch loss = 0.243905
  chunk 60 final batch loss = 0.674333
  chunk 61 final batch loss = 0.315330
  chunk 62 final batch loss = 0.311719
  chunk 63 final batch loss = 0.761385
  chunk 64 final batch loss = 0.797069
  chunk 65 final batch loss = 0.355216
  chunk 66 final batch loss = 0.602081
  chunk 67 final batch loss = 0.784876
  chunk 68 final batch loss = 0.419307
  chunk 69 final batch loss = 0.674932
  chunk 70 final batch loss = 0.263286
  chunk 71 final batch loss = 0.641250
  chunk 72 final batch loss = 0.720318
  chunk 73 final batch loss = 0.425553
  chunk 74 final batch loss = 0.497842
  chunk 75 final batch loss = 0.274711
  chunk 76 final batch loss = 0.236368
  chunk 77 final batch loss = 0.416193
  chunk 78 final batch loss = 0.765243
  chunk 79 final batch loss = 0.657719
Validation loss: 0.470440
Saved BEST checkpoint
Epoch 23
  chunk 0 final batch loss = 0.789493
  chunk 1 final batch loss = 0.796361
  chunk 2 final batch loss = 0.404692
  chunk 3 final batch loss = 0.298489
  chunk 4 final batch loss = 0.754906
  chunk 5 final batch loss = 0.523041
  chunk 6 final batch loss = 0.228178
  chunk 7 final batch loss = 0.434715
  chunk 8 final batch loss = 0.371032
  chunk 9 final batch loss = 0.619205
  chunk 10 final batch loss = 0.391265
  chunk 11 final batch loss = 0.828098
  chunk 12 final batch loss = 0.718312
  chunk 13 final batch loss = 0.680672
  chunk 14 final batch loss = 0.436572
  chunk 15 final batch loss = 0.297991
  chunk 16 final batch loss = 0.299833
  chunk 17 final batch loss = 0.421680
  chunk 18 final batch loss = 0.590036
  chunk 19 final batch loss = 0.275222
  chunk 20 final batch loss = 0.795392
  chunk 21 final batch loss = 0.647398
  chunk 22 final batch loss = 0.786302
  chunk 23 final batch loss = 0.644100
  chunk 24 final batch loss = 0.798710
  chunk 25 final batch loss = 0.306098
  chunk 26 final batch loss = 0.771687
  chunk 27 final batch loss = 0.221490
  chunk 28 final batch loss = 0.267289
  chunk 29 final batch loss = 0.818230
  chunk 30 final batch loss = 0.324807
  chunk 31 final batch loss = 0.296755
  chunk 32 final batch loss = 0.694865
  chunk 33 final batch loss = 0.254240
  chunk 34 final batch loss = 0.396280
  chunk 35 final batch loss = 0.786717
  chunk 36 final batch loss = 0.691475
  chunk 37 final batch loss = 0.503753
  chunk 38 final batch loss = 0.285269
  chunk 39 final batch loss = 0.821362
  chunk 40 final batch loss = 0.269583
  chunk 41 final batch loss = 0.663105
  chunk 42 final batch loss = 0.271741
  chunk 43 final batch loss = 0.796077
  chunk 44 final batch loss = 0.351240
  chunk 45 final batch loss = 0.765081
  chunk 46 final batch loss = 0.257468
  chunk 47 final batch loss = 0.265397
  chunk 48 final batch loss = 0.293270
  chunk 49 final batch loss = 0.813597
  chunk 50 final batch loss = 0.644532
  chunk 51 final batch loss = 0.310913
  chunk 52 final batch loss = 0.252563
  chunk 53 final batch loss = 0.478069
  chunk 54 final batch loss = 0.351397
  chunk 55 final batch loss = 0.273628
  chunk 56 final batch loss = 0.714602
  chunk 57 final batch loss = 0.745841
  chunk 58 final batch loss = 0.694433
  chunk 59 final batch loss = 0.258582
  chunk 60 final batch loss = 0.634371
  chunk 61 final batch loss = 0.283348
  chunk 62 final batch loss = 0.305139
  chunk 63 final batch loss = 0.763679
  chunk 64 final batch loss = 0.798964
  chunk 65 final batch loss = 0.379372
  chunk 66 final batch loss = 0.656247
  chunk 67 final batch loss = 0.779979
  chunk 68 final batch loss = 0.420442
  chunk 69 final batch loss = 0.668675
  chunk 70 final batch loss = 0.254540
  chunk 71 final batch loss = 0.693095
  chunk 72 final batch loss = 0.730911
  chunk 73 final batch loss = 0.423278
  chunk 74 final batch loss = 0.479669
  chunk 75 final batch loss = 0.274859
  chunk 76 final batch loss = 0.257260
  chunk 77 final batch loss = 0.431251
  chunk 78 final batch loss = 0.788534
  chunk 79 final batch loss = 0.618155
Validation loss: 0.469796
Saved BEST checkpoint
Epoch 24
  chunk 0 final batch loss = 0.792312
  chunk 1 final batch loss = 0.783023
  chunk 2 final batch loss = 0.415393
  chunk 3 final batch loss = 0.303135
  chunk 4 final batch loss = 0.769293
  chunk 5 final batch loss = 0.521453
  chunk 6 final batch loss = 0.261574
  chunk 7 final batch loss = 0.403372
  chunk 8 final batch loss = 0.346032
  chunk 9 final batch loss = 0.638115
  chunk 10 final batch loss = 0.409377
  chunk 11 final batch loss = 0.812555
  chunk 12 final batch loss = 0.738345
  chunk 13 final batch loss = 0.724316
  chunk 14 final batch loss = 0.459183
  chunk 15 final batch loss = 0.299757
  chunk 16 final batch loss = 0.315577
  chunk 17 final batch loss = 0.389023
  chunk 18 final batch loss = 0.574089
  chunk 19 final batch loss = 0.261698
  chunk 20 final batch loss = 0.795687
  chunk 21 final batch loss = 0.674211
  chunk 22 final batch loss = 0.786906
  chunk 23 final batch loss = 0.691246
  chunk 24 final batch loss = 0.803796
  chunk 25 final batch loss = 0.303227
  chunk 26 final batch loss = 0.795227
  chunk 27 final batch loss = 0.230306
  chunk 28 final batch loss = 0.238319
  chunk 29 final batch loss = 0.781393
  chunk 30 final batch loss = 0.324664
  chunk 31 final batch loss = 0.269019
  chunk 32 final batch loss = 0.708174
  chunk 33 final batch loss = 0.258615
  chunk 34 final batch loss = 0.398712
  chunk 35 final batch loss = 0.792141
  chunk 36 final batch loss = 0.706062
  chunk 37 final batch loss = 0.505812
  chunk 38 final batch loss = 0.265289
  chunk 39 final batch loss = 0.814912
  chunk 40 final batch loss = 0.290112
  chunk 41 final batch loss = 0.618076
  chunk 42 final batch loss = 0.234361
  chunk 43 final batch loss = 0.806826
  chunk 44 final batch loss = 0.356999
  chunk 45 final batch loss = 0.751213
  chunk 46 final batch loss = 0.263303
  chunk 47 final batch loss = 0.262446
  chunk 48 final batch loss = 0.302943
  chunk 49 final batch loss = 0.794327
  chunk 50 final batch loss = 0.700752
  chunk 51 final batch loss = 0.278441
  chunk 52 final batch loss = 0.260060
  chunk 53 final batch loss = 0.521031
  chunk 54 final batch loss = 0.374794
  chunk 55 final batch loss = 0.282368
  chunk 56 final batch loss = 0.700910
  chunk 57 final batch loss = 0.764780
  chunk 58 final batch loss = 0.654100
  chunk 59 final batch loss = 0.257239
  chunk 60 final batch loss = 0.649729
  chunk 61 final batch loss = 0.304663
  chunk 62 final batch loss = 0.305566
  chunk 63 final batch loss = 0.797010
  chunk 64 final batch loss = 0.777166
  chunk 65 final batch loss = 0.372843
  chunk 66 final batch loss = 0.645932
  chunk 67 final batch loss = 0.791806
