Using device: cuda
Train chunks: 80
Val chunks: 10
Test chunks: 10

Using STREAMING + FROBENIUS NORMALIZATION

============================================================
Training Transformer 8-qubit (v17 - Streaming + Frobenius)
Parameters: 1,611,072
Batch size: 8
============================================================

  batch 1200 loss = 0.882687
  batch 1300 loss = 0.933183
  batch 1400 loss = 0.948401
  batch 1500 loss = 0.925110
  batch 1600 loss = 0.927197
  batch 1700 loss = 0.869799
  batch 1800 loss = 0.925711
  batch 1900 loss = 0.931273
  batch 2000 loss = 0.932793
  batch 2100 loss = 0.931812
  batch 2200 loss = 0.933197
  batch 2300 loss = 0.802977
  batch 2400 loss = 0.805758
  batch 2500 loss = 0.824852
  batch 2600 loss = 0.908638
  batch 2700 loss = 0.811292
  batch 2800 loss = 0.860632
  batch 2900 loss = 0.833250
  batch 3000 loss = 0.852808
  batch 3100 loss = 0.824439
  batch 3200 loss = 0.921776
  batch 3300 loss = 0.856834
  batch 3400 loss = 0.870978
  batch 3500 loss = 0.851361
  batch 3600 loss = 0.881922
  batch 3700 loss = 0.932968
  batch 3800 loss = 0.818935
  batch 3900 loss = 0.884272
  batch 4000 loss = 0.883378
  batch 4100 loss = 0.884725
  batch 4200 loss = 0.936874
  batch 4300 loss = 0.867639
  batch 4400 loss = 0.935437
  batch 4500 loss = 0.925905
  batch 4600 loss = 0.919042
  batch 4700 loss = 0.931664
  batch 4800 loss = 0.911344
  batch 4900 loss = 0.923317
  batch 5000 loss = 0.907101
  batch 5100 loss = 0.824297
  batch 5200 loss = 0.784590
  batch 5300 loss = 0.881135
  batch 5400 loss = 0.870129
  batch 5500 loss = 0.877882
  batch 5600 loss = 0.934479
  batch 5700 loss = 0.867127
  batch 5800 loss = 0.935219
  batch 5900 loss = 0.916136
  batch 6000 loss = 0.928232
  batch 6100 loss = 0.853880
  batch 6200 loss = 0.839133
  batch 6300 loss = 0.810539
  batch 6400 loss = 0.844550
  batch 6500 loss = 0.853626
  batch 6600 loss = 0.821940
  batch 6700 loss = 0.811133
  batch 6800 loss = 0.779147
  batch 6900 loss = 0.822443
  batch 7000 loss = 0.845102
  batch 7100 loss = 0.834059
  batch 7200 loss = 0.763237
  batch 7300 loss = 0.938798
  batch 7400 loss = 0.810920
  batch 7500 loss = 0.770810
  batch 7600 loss = 0.813309
  batch 7700 loss = 0.751482
  batch 7800 loss = 0.927035
  batch 7900 loss = 0.934188
  batch 8000 loss = 0.931561
  batch 8100 loss = 0.821964
  batch 8200 loss = 0.932432
  batch 8300 loss = 0.896023
  batch 8400 loss = 0.932032
  batch 8500 loss = 0.934421
  batch 8600 loss = 0.937136
  batch 8700 loss = 0.812115
  batch 8800 loss = 0.818434
  batch 8900 loss = 0.772039
  batch 9000 loss = 0.794015
  batch 9100 loss = 0.866405
  batch 9200 loss = 0.921703
  batch 9300 loss = 0.922555
  batch 9400 loss = 0.788509
  batch 9500 loss = 0.828302
  batch 9600 loss = 0.762164
  batch 9700 loss = 0.823646
  batch 9800 loss = 0.921700
  batch 9900 loss = 0.928851
  batch 10000 loss = 0.935612
  Total batches: 10000, final loss = 0.935612
Validation loss: 0.889594
No improvement for 1 epochs
Epoch 26
  batch 100 loss = 0.925891
  batch 200 loss = 0.920339
  batch 300 loss = 0.875499
  batch 400 loss = 0.887471
  batch 500 loss = 0.924588
  batch 600 loss = 0.929696
  batch 700 loss = 0.931113
  batch 800 loss = 0.849723
  batch 900 loss = 0.909546
  batch 1000 loss = 0.922040
  batch 1100 loss = 0.898598
  batch 1200 loss = 0.931975
  batch 1300 loss = 0.797597
  batch 1400 loss = 0.822943
  batch 1500 loss = 0.857536
  batch 1600 loss = 0.892492
  batch 1700 loss = 0.790925
  batch 1800 loss = 0.795986
  batch 1900 loss = 0.935022
  batch 2000 loss = 0.937737
  batch 2100 loss = 0.790060
  batch 2200 loss = 0.923335
  batch 2300 loss = 0.936992
  batch 2400 loss = 0.878678
  batch 2500 loss = 0.888183
  batch 2600 loss = 0.929487
  batch 2700 loss = 0.767304
  batch 2800 loss = 0.837219
  batch 2900 loss = 0.936610
  batch 3000 loss = 0.935463
  batch 3100 loss = 0.874958
  batch 3200 loss = 0.780954
  batch 3300 loss = 0.934913
  batch 3400 loss = 0.779247
  batch 3500 loss = 0.813018
  batch 3600 loss = 0.821739
  batch 3700 loss = 0.822104
  batch 3800 loss = 0.913711
  batch 3900 loss = 0.931508
  batch 4000 loss = 0.935901
  batch 4100 loss = 0.813971
  batch 4200 loss = 0.845149
  batch 4300 loss = 0.924058
  batch 4400 loss = 0.930560
  batch 4500 loss = 0.927944
  batch 4600 loss = 0.830262
  batch 4700 loss = 0.936263
  batch 4800 loss = 0.929124
  batch 4900 loss = 0.933412
  batch 5000 loss = 0.940122
  batch 5100 loss = 0.922441
  batch 5200 loss = 0.937124
  batch 5300 loss = 0.813457
  batch 5400 loss = 0.756699
  batch 5500 loss = 0.782424
  batch 5600 loss = 0.763730
  batch 5700 loss = 0.893979
  batch 5800 loss = 0.929892
  batch 5900 loss = 0.921569
  batch 6000 loss = 0.924422
  batch 6100 loss = 0.810568
  batch 6200 loss = 0.815985
  batch 6300 loss = 0.923608
  batch 6400 loss = 0.874065
  batch 6500 loss = 0.853484
  batch 6600 loss = 0.921097
  batch 6700 loss = 0.804125
  batch 6800 loss = 0.746354
  batch 6900 loss = 0.903545
  batch 7000 loss = 0.891465
  batch 7100 loss = 0.919684
  batch 7200 loss = 0.827825
  batch 7300 loss = 0.913752
  batch 7400 loss = 0.882524
  batch 7500 loss = 0.878246
  batch 7600 loss = 0.928431
  batch 7700 loss = 0.932120
  batch 7800 loss = 0.882841
  batch 7900 loss = 0.797439
  batch 8000 loss = 0.769265
  batch 8100 loss = 0.801868
  batch 8200 loss = 0.877881
  batch 8300 loss = 0.795235
  batch 8400 loss = 0.808827
  batch 8500 loss = 0.808375
  batch 8600 loss = 0.856409
  batch 8700 loss = 0.839435
  batch 8800 loss = 0.811205
  batch 8900 loss = 0.943313
  batch 9000 loss = 0.932371
  batch 9100 loss = 0.840066
  batch 9200 loss = 0.880972
  batch 9300 loss = 0.936747
  batch 9400 loss = 0.821461
  batch 9500 loss = 0.780122
  batch 9600 loss = 0.828882
  batch 9700 loss = 0.923230
  batch 9800 loss = 0.798734
  batch 9900 loss = 0.814846
  batch 10000 loss = 0.819333
  Total batches: 10000, final loss = 0.819333
Validation loss: 0.887124
Saved BEST checkpoint
Epoch 27
  batch 100 loss = 0.927909
  batch 200 loss = 0.791531
  batch 300 loss = 0.812456
  batch 400 loss = 0.921135
  batch 500 loss = 0.917010
  batch 600 loss = 0.850428
  batch 700 loss = 0.894002
  batch 800 loss = 0.852364
  batch 900 loss = 0.945058
  batch 1000 loss = 0.932960
  batch 1100 loss = 0.769017
  batch 1200 loss = 0.924919
  batch 1300 loss = 0.762809
  batch 1400 loss = 0.928171
  batch 1500 loss = 0.917637
  batch 1600 loss = 0.751696
  batch 1700 loss = 0.725659
  batch 1800 loss = 0.899673
  batch 1900 loss = 0.871999
  batch 2000 loss = 0.838989
  batch 2100 loss = 0.849072
  batch 2200 loss = 0.917862
  batch 2300 loss = 0.936902
  batch 2400 loss = 0.786693
  batch 2500 loss = 0.707728
  batch 2600 loss = 0.762341
  batch 2700 loss = 0.879486
  batch 2800 loss = 0.920894
  batch 2900 loss = 0.863622
  batch 3000 loss = 0.844204
  batch 3100 loss = 0.919836
  batch 3200 loss = 0.937277
  batch 3300 loss = 0.939474
  batch 3400 loss = 0.755003
  batch 3500 loss = 0.773331
  batch 3600 loss = 0.930840
  batch 3700 loss = 0.816968
  batch 3800 loss = 0.860954
  batch 3900 loss = 0.815237
  batch 4000 loss = 0.773066
  batch 4100 loss = 0.889402
  batch 4200 loss = 0.917961
  batch 4300 loss = 0.806279
  batch 4400 loss = 0.878355
  batch 4500 loss = 0.901083
  batch 4600 loss = 0.759198
  batch 4700 loss = 0.934759
  batch 4800 loss = 0.828450
  batch 4900 loss = 0.913417
  batch 5000 loss = 0.923185
  batch 5100 loss = 0.902396
  batch 5200 loss = 0.932812
  batch 5300 loss = 0.870281
  batch 5400 loss = 0.771435
  batch 5500 loss = 0.795677
  batch 5600 loss = 0.861637
  batch 5700 loss = 0.884164
  batch 5800 loss = 0.802330
  batch 5900 loss = 0.813317
  batch 6000 loss = 0.802264
  batch 6100 loss = 0.778258
  batch 6200 loss = 0.936923
  batch 6300 loss = 0.841113
  batch 6400 loss = 0.762148
  batch 6500 loss = 0.769991
  batch 6600 loss = 0.862564
  batch 6700 loss = 0.935664
  batch 6800 loss = 0.867305
  batch 6900 loss = 0.836179
  batch 7000 loss = 0.818005
  batch 7100 loss = 0.936280
  batch 7200 loss = 0.940712
  batch 7300 loss = 0.786884
  batch 7400 loss = 0.934874
  batch 7500 loss = 0.933280
  batch 7600 loss = 0.928779
  batch 7700 loss = 0.823638
  batch 7800 loss = 0.928758
  batch 7900 loss = 0.929438
  batch 8000 loss = 0.940776
  batch 8100 loss = 0.797212
  batch 8200 loss = 0.934153
  batch 8300 loss = 0.879225
  batch 8400 loss = 0.797366
  batch 8500 loss = 0.795131
  batch 8600 loss = 0.933152
  batch 8700 loss = 0.810392
  batch 8800 loss = 0.924475
  batch 8900 loss = 0.801352
  batch 9000 loss = 0.781674
  batch 9100 loss = 0.767025
  batch 9200 loss = 0.822034
  batch 9300 loss = 0.876751
  batch 9400 loss = 0.930448
  batch 9500 loss = 0.933755
  batch 9600 loss = 0.925297
  batch 9700 loss = 0.818344
  batch 9800 loss = 0.846366
  batch 9900 loss = 0.904661
  batch 10000 loss = 0.886414
  Total batches: 10000, final loss = 0.886414
Validation loss: 0.885708
Saved BEST checkpoint
Epoch 28
  batch 100 loss = 0.896820
  batch 200 loss = 0.862287
  batch 300 loss = 0.933821
  batch 400 loss = 0.793543
  batch 500 loss = 0.798640
  batch 600 loss = 0.885416
  batch 700 loss = 0.821106
  batch 800 loss = 0.931856
  batch 900 loss = 0.917968
  batch 1000 loss = 0.922889
  batch 1100 loss = 0.916416
  batch 1200 loss = 0.879432
  batch 1300 loss = 0.927973
  batch 1400 loss = 0.783340
  batch 1500 loss = 0.789019
  batch 1600 loss = 0.925204
  batch 1700 loss = 0.935390
  batch 1800 loss = 0.883187
  batch 1900 loss = 0.808412
  batch 2000 loss = 0.784486
  batch 2100 loss = 0.918113
  batch 2200 loss = 0.930622
  batch 2300 loss = 0.929284
  batch 2400 loss = 0.938106
  batch 2500 loss = 0.931179
  batch 2600 loss = 0.774072
  batch 2700 loss = 0.767826
  batch 2800 loss = 0.780822
  batch 2900 loss = 0.865636
  batch 3000 loss = 0.809962
  batch 3100 loss = 0.873686
  batch 3200 loss = 0.823609
  batch 3300 loss = 0.915698
  batch 3400 loss = 0.782158
  batch 3500 loss = 0.838247
  batch 3600 loss = 0.915620
  batch 3700 loss = 0.749114
  batch 3800 loss = 0.918677
  batch 3900 loss = 0.936692
  batch 4000 loss = 0.932746
  batch 4100 loss = 0.931304
  batch 4200 loss = 0.804031
  batch 4300 loss = 0.937484
  batch 4400 loss = 0.787520
  batch 4500 loss = 0.772879
  batch 4600 loss = 0.834216
  batch 4700 loss = 0.864282
  batch 4800 loss = 0.847900
  batch 4900 loss = 0.882897
  batch 5000 loss = 0.900349
  batch 5100 loss = 0.922303
  batch 5200 loss = 0.925124
  batch 5300 loss = 0.788888
  batch 5400 loss = 0.778842
  batch 5500 loss = 0.756723
  batch 5600 loss = 0.880568
  batch 5700 loss = 0.875671
  batch 5800 loss = 0.912008
  batch 5900 loss = 0.923824
  batch 6000 loss = 0.915456
  batch 6100 loss = 0.803847
  batch 6200 loss = 0.792883
  batch 6300 loss = 0.708307
  batch 6400 loss = 0.917602
  batch 6500 loss = 0.911189
  batch 6600 loss = 0.934549
  batch 6700 loss = 0.931741
  batch 6800 loss = 0.786828
  batch 6900 loss = 0.912404
  batch 7000 loss = 0.917904
  batch 7100 loss = 0.792206
  batch 7200 loss = 0.786579
  batch 7300 loss = 0.919559
  batch 7400 loss = 0.875064
  batch 7500 loss = 0.835086
  batch 7600 loss = 0.806300
  batch 7700 loss = 0.938262
  batch 7800 loss = 0.814883
  batch 7900 loss = 0.782152
  batch 8000 loss = 0.766862
  batch 8100 loss = 0.937030
  batch 8200 loss = 0.801141
  batch 8300 loss = 0.932039
  batch 8400 loss = 0.781353
  batch 8500 loss = 0.809689
  batch 8600 loss = 0.862724
  batch 8700 loss = 0.852964
  batch 8800 loss = 0.803311
  batch 8900 loss = 0.932366
  batch 9000 loss = 0.905725
  batch 9100 loss = 0.941584
  batch 9200 loss = 0.809301
  batch 9300 loss = 0.848591
  batch 9400 loss = 0.926289
  batch 9500 loss = 0.929533
  batch 9600 loss = 0.889709
  batch 9700 loss = 0.826333
  batch 9800 loss = 0.794785
  batch 9900 loss = 0.796030
  batch 10000 loss = 0.762955
  Total batches: 10000, final loss = 0.762955
Validation loss: 0.886767
No improvement for 1 epochs
Epoch 29
  batch 100 loss = 0.772396
  batch 200 loss = 0.931492
  batch 300 loss = 0.936072
  batch 400 loss = 0.727115
  batch 500 loss = 0.823167
  batch 600 loss = 0.901107
  batch 700 loss = 0.786042
  batch 800 loss = 0.793846
  batch 900 loss = 0.813904
  batch 1000 loss = 0.745311
  batch 1100 loss = 0.930680
  batch 1200 loss = 0.832946
  batch 1300 loss = 0.838353
  batch 1400 loss = 0.915665
  batch 1500 loss = 0.926393
  batch 1600 loss = 0.855587
  batch 1700 loss = 0.904159
  batch 1800 loss = 0.913654
  batch 1900 loss = 0.873021
  batch 2000 loss = 0.853082
  batch 2100 loss = 0.787404
  batch 2200 loss = 0.930720
  batch 2300 loss = 0.804259
  batch 2400 loss = 0.786566
  batch 2500 loss = 0.786880
  batch 2600 loss = 0.812219
  batch 2700 loss = 0.926313
  batch 2800 loss = 0.925057
  batch 2900 loss = 0.934910
  batch 3000 loss = 0.937476
  batch 3100 loss = 0.905423
  batch 3200 loss = 0.870921
  batch 3300 loss = 0.931717
  batch 3400 loss = 0.939233
  batch 3500 loss = 0.928512
  batch 3600 loss = 0.861162
  batch 3700 loss = 0.935458
  batch 3800 loss = 0.777070
  batch 3900 loss = 0.928234
  batch 4000 loss = 0.926510
  batch 4100 loss = 0.925445
  batch 4200 loss = 0.812177
  batch 4300 loss = 0.772909
  batch 4400 loss = 0.876660
  batch 4500 loss = 0.900799
  batch 4600 loss = 0.897360
  batch 4700 loss = 0.916427
  batch 4800 loss = 0.766110
  batch 4900 loss = 0.785810
  batch 5000 loss = 0.809170
  batch 5100 loss = 0.934715
  batch 5200 loss = 0.826129
  batch 5300 loss = 0.794836
  batch 5400 loss = 0.884802
  batch 5500 loss = 0.870910
  batch 5600 loss = 0.756302
  batch 5700 loss = 0.783562
  batch 5800 loss = 0.939736
  batch 5900 loss = 0.836216
  batch 6000 loss = 0.777375
  batch 6100 loss = 0.870421
  batch 6200 loss = 0.901318
  batch 6300 loss = 0.939853
  batch 6400 loss = 0.936022
  batch 6500 loss = 0.929958
  batch 6600 loss = 0.813731
  batch 6700 loss = 0.789382
  batch 6800 loss = 0.858668
  batch 6900 loss = 0.898931
  batch 7000 loss = 0.922100
  batch 7100 loss = 0.929608
  batch 7200 loss = 0.873263
  batch 7300 loss = 0.870231
  batch 7400 loss = 0.915821
  batch 7500 loss = 0.917880
  batch 7600 loss = 0.921926
  batch 7700 loss = 0.932410
  batch 7800 loss = 0.938079
  batch 7900 loss = 0.796581
  batch 8000 loss = 0.798298
  batch 8100 loss = 0.828316
  batch 8200 loss = 0.785692
  batch 8300 loss = 0.862028
  batch 8400 loss = 0.821993
  batch 8500 loss = 0.794464
  batch 8600 loss = 0.793632
  batch 8700 loss = 0.910287
  batch 8800 loss = 0.819801
  batch 8900 loss = 0.759418
  batch 9000 loss = 0.809570
  batch 9100 loss = 0.902775
  batch 9200 loss = 0.931829
  batch 9300 loss = 0.803731
  batch 9400 loss = 0.942319
  batch 9500 loss = 0.936449
  batch 9600 loss = 0.843196
  batch 9700 loss = 0.766893
  batch 9800 loss = 0.920434
  batch 9900 loss = 0.904392
  batch 10000 loss = 0.839344
  Total batches: 10000, final loss = 0.839344
Validation loss: 0.892203
No improvement for 2 epochs
Epoch 30
  batch 100 loss = 0.761521
  batch 200 loss = 0.923941
  batch 300 loss = 0.783507
  batch 400 loss = 0.913994
  batch 500 loss = 0.918611
  batch 600 loss = 0.841785
  batch 700 loss = 0.762136
  batch 800 loss = 0.863572
  batch 900 loss = 0.851379
  batch 1000 loss = 0.818837
  batch 1100 loss = 0.886256
  batch 1200 loss = 0.918164
  batch 1300 loss = 0.938690
  batch 1400 loss = 0.930933
  batch 1500 loss = 0.935862
  batch 1600 loss = 0.787458
  batch 1700 loss = 0.851064
  batch 1800 loss = 0.867401
  batch 1900 loss = 0.921352
  batch 2000 loss = 0.943046
  batch 2100 loss = 0.915898
  batch 2200 loss = 0.929048
  batch 2300 loss = 0.897474
  batch 2400 loss = 0.770963
  batch 2500 loss = 0.814012
  batch 2600 loss = 0.786654
  batch 2700 loss = 0.787788
  batch 2800 loss = 0.898289
  batch 2900 loss = 0.862418
  batch 3000 loss = 0.866103
  batch 3100 loss = 0.767609
  batch 3200 loss = 0.875406
  batch 3300 loss = 0.844370
  batch 3400 loss = 0.830016
  batch 3500 loss = 0.790928
  batch 3600 loss = 0.820914
  batch 3700 loss = 0.937115
  batch 3800 loss = 0.927671
  batch 3900 loss = 0.934403
  batch 4000 loss = 0.934788
  batch 4100 loss = 0.757116
  batch 4200 loss = 0.916648
  batch 4300 loss = 0.813649
  batch 4400 loss = 0.822255
  batch 4500 loss = 0.826645
  batch 4600 loss = 0.931816
  batch 4700 loss = 0.851889
  batch 4800 loss = 0.936617
  batch 4900 loss = 0.940435
  batch 5000 loss = 0.932261
  batch 5100 loss = 0.937276
  batch 5200 loss = 0.899082
  batch 5300 loss = 0.805574
  batch 5400 loss = 0.784683
  batch 5500 loss = 0.792504
  batch 5600 loss = 0.805697
  batch 5700 loss = 0.763718
  batch 5800 loss = 0.937292
  batch 5900 loss = 0.775023
  batch 6000 loss = 0.750967
  batch 6100 loss = 0.942885
  batch 6200 loss = 0.918131
  batch 6300 loss = 0.920632
  batch 6400 loss = 0.938409
  batch 6500 loss = 0.936863
  batch 6600 loss = 0.920086
  batch 6700 loss = 0.810332
  batch 6800 loss = 0.809307
  batch 6900 loss = 0.785772
  batch 7000 loss = 0.786296
  batch 7100 loss = 0.775616
  batch 7200 loss = 0.935478
  batch 7300 loss = 0.801194
  batch 7400 loss = 0.811989
  batch 7500 loss = 0.794919
  batch 7600 loss = 0.895063
  batch 7700 loss = 0.922582
  batch 7800 loss = 0.896141
  batch 7900 loss = 0.867690
  batch 8000 loss = 0.893499
  batch 8100 loss = 0.791350
  batch 8200 loss = 0.866480
  batch 8300 loss = 0.879536
  batch 8400 loss = 0.866912
  batch 8500 loss = 0.864536
  batch 8600 loss = 0.935658
  batch 8700 loss = 0.885469
  batch 8800 loss = 0.932881
  batch 8900 loss = 0.759692
  batch 9000 loss = 0.763539
  batch 9100 loss = 0.736605
  batch 9200 loss = 0.903247
  batch 9300 loss = 0.846575
  batch 9400 loss = 0.867084
  batch 9500 loss = 0.824339
  batch 9600 loss = 0.920226
  batch 9700 loss = 0.936503
  batch 9800 loss = 0.931992
  batch 9900 loss = 0.936293
  batch 10000 loss = 0.934997
  Total batches: 10000, final loss = 0.934997
Validation loss: 0.882771
Saved BEST checkpoint
Epoch 31
  batch 100 loss = 0.806844
  batch 200 loss = 0.826636
  batch 300 loss = 0.778202
  batch 400 loss = 0.935812
  batch 500 loss = 0.920595
  batch 600 loss = 0.805241
  batch 700 loss = 0.924221
  batch 800 loss = 0.864014
  batch 900 loss = 0.745878
  batch 1000 loss = 0.799860
  batch 1100 loss = 0.847418
  batch 1200 loss = 0.872905
  batch 1300 loss = 0.916426
  batch 1400 loss = 0.908669
  batch 1500 loss = 0.916644
  batch 1600 loss = 0.936320
  batch 1700 loss = 0.924998
  batch 1800 loss = 0.856491
  batch 1900 loss = 0.783458
  batch 2000 loss = 0.791143
  batch 2100 loss = 0.872174
  batch 2200 loss = 0.902741
  batch 2300 loss = 0.936990
  batch 2400 loss = 0.800600
  batch 2500 loss = 0.771716
  batch 2600 loss = 0.864682
  batch 2700 loss = 0.836184
  batch 2800 loss = 0.929904
  batch 2900 loss = 0.929262
  batch 3000 loss = 0.919023
  batch 3100 loss = 0.829703
  batch 3200 loss = 0.924372
  batch 3300 loss = 0.858565
  batch 3400 loss = 0.892399
  batch 3500 loss = 0.897180
  batch 3600 loss = 0.826047
  batch 3700 loss = 0.939302
  batch 3800 loss = 0.747617
  batch 3900 loss = 0.909289
  batch 4000 loss = 0.921498
  batch 4100 loss = 0.782652
  batch 4200 loss = 0.812503
  batch 4300 loss = 0.845799
  batch 4400 loss = 0.767619
  batch 4500 loss = 0.853862
  batch 4600 loss = 0.920456
  batch 4700 loss = 0.761348
  batch 4800 loss = 0.862643
  batch 4900 loss = 0.744657
  batch 5000 loss = 0.740479
  batch 5100 loss = 0.921096
  batch 5200 loss = 0.935178
  batch 5300 loss = 0.775731
  batch 5400 loss = 0.938737
  batch 5500 loss = 0.930980
  batch 5600 loss = 0.804367
  batch 5700 loss = 0.782674
  batch 5800 loss = 0.896727
  batch 5900 loss = 0.934514
  batch 6000 loss = 0.934937
  batch 6100 loss = 0.793468
  batch 6200 loss = 0.810857
  batch 6300 loss = 0.907585
  batch 6400 loss = 0.925665
  batch 6500 loss = 0.928023
  batch 6600 loss = 0.939223
  batch 6700 loss = 0.761654
  batch 6800 loss = 0.910074
  batch 6900 loss = 0.932160
  batch 7000 loss = 0.935695
  batch 7100 loss = 0.938144
  batch 7200 loss = 0.910859
  batch 7300 loss = 0.739851
  batch 7400 loss = 0.912598
  batch 7500 loss = 0.929936
  batch 7600 loss = 0.938612
  batch 7700 loss = 0.795122
  batch 7800 loss = 0.751281
  batch 7900 loss = 0.922037
  batch 8000 loss = 0.924502
  batch 8100 loss = 0.911060
  batch 8200 loss = 0.878643
  batch 8300 loss = 0.783160
  batch 8400 loss = 0.924855
  batch 8500 loss = 0.922671
  batch 8600 loss = 0.933255
  batch 8700 loss = 0.810054
  batch 8800 loss = 0.896988
  batch 8900 loss = 0.920282
  batch 9000 loss = 0.926851
  batch 9100 loss = 0.884331
  batch 9200 loss = 0.803194
  batch 9300 loss = 0.936343
  batch 9400 loss = 0.775799
  batch 9500 loss = 0.811017
  batch 9600 loss = 0.866351
  batch 9700 loss = 0.780904
  batch 9800 loss = 0.812215
  batch 9900 loss = 0.745002
  batch 10000 loss = 0.799070
  Total batches: 10000, final loss = 0.799070
Validation loss: 0.884725
No improvement for 1 epochs
Epoch 32
  batch 100 loss = 0.771768
  batch 200 loss = 0.792422
  batch 300 loss = 0.770469
  batch 400 loss = 0.931413
  batch 500 loss = 0.941562
  batch 600 loss = 0.932203
  batch 700 loss = 0.851840
  batch 800 loss = 0.936477
  batch 900 loss = 0.809910
  batch 1000 loss = 0.809595
  batch 1100 loss = 0.893326
  batch 1200 loss = 0.907652
  batch 1300 loss = 0.934816
  batch 1400 loss = 0.820897
  batch 1500 loss = 0.774452
  batch 1600 loss = 0.935403
  batch 1700 loss = 0.758714
  batch 1800 loss = 0.893234
  batch 1900 loss = 0.909141
  batch 2000 loss = 0.925406
  batch 2100 loss = 0.929832
  batch 2200 loss = 0.935431
  batch 2300 loss = 0.796157
  batch 2400 loss = 0.819875
  batch 2500 loss = 0.805047
  batch 2600 loss = 0.749771
  batch 2700 loss = 0.907708
  batch 2800 loss = 0.935231
  batch 2900 loss = 0.783025
  batch 3000 loss = 0.738837
  batch 3100 loss = 0.894435
  batch 3200 loss = 0.865620
  batch 3300 loss = 0.841828
  batch 3400 loss = 0.830909
  batch 3500 loss = 0.825264
  batch 3600 loss = 0.829234
  batch 3700 loss = 0.937600
  batch 3800 loss = 0.937567
  batch 3900 loss = 0.803287
  batch 4000 loss = 0.741524
  batch 4100 loss = 0.775163
  batch 4200 loss = 0.924650
  batch 4300 loss = 0.724173
  batch 4400 loss = 0.842075
  batch 4500 loss = 0.839836
  batch 4600 loss = 0.780419
  batch 4700 loss = 0.793716
  batch 4800 loss = 0.849845
  batch 4900 loss = 0.926006
  batch 5000 loss = 0.938412
  batch 5100 loss = 0.919530
  batch 5200 loss = 0.805930
  batch 5300 loss = 0.920788
  batch 5400 loss = 0.780588
  batch 5500 loss = 0.781893
  batch 5600 loss = 0.773875
  batch 5700 loss = 0.936286
  batch 5800 loss = 0.761203
  batch 5900 loss = 0.883818
  batch 6000 loss = 0.858269
  batch 6100 loss = 0.800962
  batch 6200 loss = 0.759612
  batch 6300 loss = 0.862494
  batch 6400 loss = 0.930621
  batch 6500 loss = 0.923599
  batch 6600 loss = 0.828452
  batch 6700 loss = 0.928722
  batch 6800 loss = 0.825289
  batch 6900 loss = 0.916909
  batch 7000 loss = 0.922421
  batch 7100 loss = 0.926838
  batch 7200 loss = 0.820109
  batch 7300 loss = 0.922383
  batch 7400 loss = 0.738382
  batch 7500 loss = 0.713854
  batch 7600 loss = 0.792523
  batch 7700 loss = 0.822940
  batch 7800 loss = 0.920971
  batch 7900 loss = 0.923180
  batch 8000 loss = 0.935571
  batch 8100 loss = 0.844042
  batch 8200 loss = 0.870783
  batch 8300 loss = 0.712189
  batch 8400 loss = 0.776364
  batch 8500 loss = 0.736476
  batch 8600 loss = 0.830136
  batch 8700 loss = 0.815489
  batch 8800 loss = 0.872153
  batch 8900 loss = 0.923677
  batch 9000 loss = 0.920803
  batch 9100 loss = 0.926091
  batch 9200 loss = 0.937047
  batch 9300 loss = 0.895563
  batch 9400 loss = 0.747954
  batch 9500 loss = 0.797795
  batch 9600 loss = 0.936862
  batch 9700 loss = 0.923633
  batch 9800 loss = 0.918818
  batch 9900 loss = 0.764527
  batch 10000 loss = 0.795330
  Total batches: 10000, final loss = 0.795330
Validation loss: 0.884942
No improvement for 2 epochs
Epoch 33
  batch 100 loss = 0.906857
  batch 200 loss = 0.879665
  batch 300 loss = 0.938907
  batch 400 loss = 0.721886
  batch 500 loss = 0.800490
  batch 600 loss = 0.803393
  batch 700 loss = 0.761844
  batch 800 loss = 0.919564
  batch 900 loss = 0.792456
  batch 1000 loss = 0.805714
  batch 1100 loss = 0.852919
  batch 1200 loss = 0.902629
  batch 1300 loss = 0.916957
  batch 1400 loss = 0.833210
  batch 1500 loss = 0.804482
  batch 1600 loss = 0.919078
  batch 1700 loss = 0.817055
  batch 1800 loss = 0.919815
  batch 1900 loss = 0.771187
  batch 2000 loss = 0.829296
  batch 2100 loss = 0.912859
  batch 2200 loss = 0.938791
  batch 2300 loss = 0.733914
  batch 2400 loss = 0.753794
  batch 2500 loss = 0.771577
  batch 2600 loss = 0.856091
  batch 2700 loss = 0.721199
  batch 2800 loss = 0.846924
  batch 2900 loss = 0.932060
  batch 3000 loss = 0.928274
  batch 3100 loss = 0.797243
  batch 3200 loss = 0.758918
  batch 3300 loss = 0.916874
  batch 3400 loss = 0.856364
  batch 3500 loss = 0.864652
  batch 3600 loss = 0.911408
  batch 3700 loss = 0.868053
  batch 3800 loss = 0.724446
  batch 3900 loss = 0.937075
  batch 4000 loss = 0.930206
  batch 4100 loss = 0.812666
  batch 4200 loss = 0.924113
  batch 4300 loss = 0.789364
  batch 4400 loss = 0.897537
  batch 4500 loss = 0.859278
  batch 4600 loss = 0.730704
  batch 4700 loss = 0.845997
  batch 4800 loss = 0.934726
  batch 4900 loss = 0.920016
  batch 5000 loss = 0.934302
  batch 5100 loss = 0.936348
  batch 5200 loss = 0.875906
  batch 5300 loss = 0.827306
  batch 5400 loss = 0.906692
  batch 5500 loss = 0.920523
  batch 5600 loss = 0.938126
  batch 5700 loss = 0.829947
