Using device: cuda
Train chunks: 80
Val chunks: 10
Test chunks: 10

Using FROBENIUS NORMALIZATION

============================================================
Training MLP Deep (v17 - Frobenius normalized)
Parameters: 2,152,800
Batch size: 64
============================================================

  chunk 39 final batch loss = 0.826263
  chunk 40 final batch loss = 0.299137
  chunk 41 final batch loss = 0.674157
  chunk 42 final batch loss = 0.277620
  chunk 43 final batch loss = 0.802515
  chunk 44 final batch loss = 0.399771
  chunk 45 final batch loss = 0.761916
  chunk 46 final batch loss = 0.277706
  chunk 47 final batch loss = 0.255797
  chunk 48 final batch loss = 0.345595
  chunk 49 final batch loss = 0.803683
  chunk 50 final batch loss = 0.642350
  chunk 51 final batch loss = 0.307320
  chunk 52 final batch loss = 0.248831
  chunk 53 final batch loss = 0.509196
  chunk 54 final batch loss = 0.352136
  chunk 55 final batch loss = 0.266165
  chunk 56 final batch loss = 0.716671
  chunk 57 final batch loss = 0.779007
  chunk 58 final batch loss = 0.665356
  chunk 59 final batch loss = 0.261414
  chunk 60 final batch loss = 0.636237
  chunk 61 final batch loss = 0.316682
  chunk 62 final batch loss = 0.310789
  chunk 63 final batch loss = 0.755340
  chunk 64 final batch loss = 0.792917
  chunk 65 final batch loss = 0.355066
  chunk 66 final batch loss = 0.611510
  chunk 67 final batch loss = 0.803827
  chunk 68 final batch loss = 0.430360
  chunk 69 final batch loss = 0.639698
  chunk 70 final batch loss = 0.276209
  chunk 71 final batch loss = 0.677181
  chunk 72 final batch loss = 0.726602
  chunk 73 final batch loss = 0.458224
  chunk 74 final batch loss = 0.504095
  chunk 75 final batch loss = 0.247596
  chunk 76 final batch loss = 0.231731
  chunk 77 final batch loss = 0.464872
  chunk 78 final batch loss = 0.795276
  chunk 79 final batch loss = 0.580874
Validation loss: 0.474412
No improvement for 1 epochs
Epoch 20
  chunk 0 final batch loss = 0.772328
  chunk 1 final batch loss = 0.800577
  chunk 2 final batch loss = 0.435880
  chunk 3 final batch loss = 0.318172
  chunk 4 final batch loss = 0.740910
  chunk 5 final batch loss = 0.513019
  chunk 6 final batch loss = 0.253124
  chunk 7 final batch loss = 0.458526
  chunk 8 final batch loss = 0.350629
  chunk 9 final batch loss = 0.610682
  chunk 10 final batch loss = 0.439581
  chunk 11 final batch loss = 0.814367
  chunk 12 final batch loss = 0.707304
  chunk 13 final batch loss = 0.706515
  chunk 14 final batch loss = 0.440006
  chunk 15 final batch loss = 0.345082
  chunk 16 final batch loss = 0.309190
  chunk 17 final batch loss = 0.426170
  chunk 18 final batch loss = 0.676088
  chunk 19 final batch loss = 0.275564
  chunk 20 final batch loss = 0.804786
  chunk 21 final batch loss = 0.662511
  chunk 22 final batch loss = 0.774449
  chunk 23 final batch loss = 0.679093
  chunk 24 final batch loss = 0.808770
  chunk 25 final batch loss = 0.315204
  chunk 26 final batch loss = 0.790552
  chunk 27 final batch loss = 0.249866
  chunk 28 final batch loss = 0.243525
  chunk 29 final batch loss = 0.803732
  chunk 30 final batch loss = 0.330149
  chunk 31 final batch loss = 0.305760
  chunk 32 final batch loss = 0.734875
  chunk 33 final batch loss = 0.276054
  chunk 34 final batch loss = 0.430047
  chunk 35 final batch loss = 0.795077
  chunk 36 final batch loss = 0.652823
  chunk 37 final batch loss = 0.549751
  chunk 38 final batch loss = 0.255438
  chunk 39 final batch loss = 0.803796
  chunk 40 final batch loss = 0.275751
  chunk 41 final batch loss = 0.696993
  chunk 42 final batch loss = 0.269727
  chunk 43 final batch loss = 0.797100
  chunk 44 final batch loss = 0.341190
  chunk 45 final batch loss = 0.748090
  chunk 46 final batch loss = 0.253935
  chunk 47 final batch loss = 0.274796
  chunk 48 final batch loss = 0.309816
  chunk 49 final batch loss = 0.818578
  chunk 50 final batch loss = 0.654937
  chunk 51 final batch loss = 0.293187
  chunk 52 final batch loss = 0.252257
  chunk 53 final batch loss = 0.531512
  chunk 54 final batch loss = 0.343010
  chunk 55 final batch loss = 0.256055
  chunk 56 final batch loss = 0.720242
  chunk 57 final batch loss = 0.771576
  chunk 58 final batch loss = 0.614874
  chunk 59 final batch loss = 0.297662
  chunk 60 final batch loss = 0.633250
  chunk 61 final batch loss = 0.322547
  chunk 62 final batch loss = 0.344525
  chunk 63 final batch loss = 0.768797
  chunk 64 final batch loss = 0.792292
  chunk 65 final batch loss = 0.378133
  chunk 66 final batch loss = 0.691957
  chunk 67 final batch loss = 0.780046
  chunk 68 final batch loss = 0.369896
  chunk 69 final batch loss = 0.624174
  chunk 70 final batch loss = 0.243767
  chunk 71 final batch loss = 0.693327
  chunk 72 final batch loss = 0.722030
  chunk 73 final batch loss = 0.431908
  chunk 74 final batch loss = 0.549189
  chunk 75 final batch loss = 0.277506
  chunk 76 final batch loss = 0.243592
  chunk 77 final batch loss = 0.454613
  chunk 78 final batch loss = 0.796273
  chunk 79 final batch loss = 0.624083
Validation loss: 0.472800
Saved BEST checkpoint
Epoch 21
  chunk 0 final batch loss = 0.793212
  chunk 1 final batch loss = 0.795893
  chunk 2 final batch loss = 0.440538
  chunk 3 final batch loss = 0.335015
  chunk 4 final batch loss = 0.769937
  chunk 5 final batch loss = 0.559265
  chunk 6 final batch loss = 0.245538
  chunk 7 final batch loss = 0.416897
  chunk 8 final batch loss = 0.351633
  chunk 9 final batch loss = 0.634708
  chunk 10 final batch loss = 0.442425
  chunk 11 final batch loss = 0.824227
  chunk 12 final batch loss = 0.716565
  chunk 13 final batch loss = 0.706426
  chunk 14 final batch loss = 0.389665
  chunk 15 final batch loss = 0.338740
  chunk 16 final batch loss = 0.320270
  chunk 17 final batch loss = 0.478523
  chunk 18 final batch loss = 0.625690
  chunk 19 final batch loss = 0.288567
  chunk 20 final batch loss = 0.813090
  chunk 21 final batch loss = 0.677060
  chunk 22 final batch loss = 0.805281
  chunk 23 final batch loss = 0.718058
  chunk 24 final batch loss = 0.795848
  chunk 25 final batch loss = 0.316541
  chunk 26 final batch loss = 0.791734
  chunk 27 final batch loss = 0.237952
  chunk 28 final batch loss = 0.285563
  chunk 29 final batch loss = 0.794321
  chunk 30 final batch loss = 0.319929
  chunk 31 final batch loss = 0.314344
  chunk 32 final batch loss = 0.736706
  chunk 33 final batch loss = 0.263335
  chunk 34 final batch loss = 0.413230
  chunk 35 final batch loss = 0.805814
  chunk 36 final batch loss = 0.672493
  chunk 37 final batch loss = 0.554785
  chunk 38 final batch loss = 0.279890
  chunk 39 final batch loss = 0.821207
  chunk 40 final batch loss = 0.265025
  chunk 41 final batch loss = 0.680291
  chunk 42 final batch loss = 0.284886
  chunk 43 final batch loss = 0.800025
  chunk 44 final batch loss = 0.368778
  chunk 45 final batch loss = 0.766287
  chunk 46 final batch loss = 0.269636
  chunk 47 final batch loss = 0.254659
  chunk 48 final batch loss = 0.319216
  chunk 49 final batch loss = 0.807583
  chunk 50 final batch loss = 0.617584
  chunk 51 final batch loss = 0.315010
  chunk 52 final batch loss = 0.246714
  chunk 53 final batch loss = 0.543643
  chunk 54 final batch loss = 0.378530
  chunk 55 final batch loss = 0.274542
  chunk 56 final batch loss = 0.725943
  chunk 57 final batch loss = 0.727651
  chunk 58 final batch loss = 0.629265
  chunk 59 final batch loss = 0.267412
  chunk 60 final batch loss = 0.638059
  chunk 61 final batch loss = 0.351598
  chunk 62 final batch loss = 0.310865
  chunk 63 final batch loss = 0.767399
  chunk 64 final batch loss = 0.796451
  chunk 65 final batch loss = 0.364490
  chunk 66 final batch loss = 0.645056
  chunk 67 final batch loss = 0.790134
  chunk 68 final batch loss = 0.453555
  chunk 69 final batch loss = 0.689574
  chunk 70 final batch loss = 0.258059
  chunk 71 final batch loss = 0.678831
  chunk 72 final batch loss = 0.732350
  chunk 73 final batch loss = 0.376299
  chunk 74 final batch loss = 0.544739
  chunk 75 final batch loss = 0.266762
  chunk 76 final batch loss = 0.240287
  chunk 77 final batch loss = 0.417314
  chunk 78 final batch loss = 0.786752
  chunk 79 final batch loss = 0.598002
Validation loss: 0.470548
Saved BEST checkpoint
Epoch 22
  chunk 0 final batch loss = 0.787161
  chunk 1 final batch loss = 0.796405
  chunk 2 final batch loss = 0.396208
  chunk 3 final batch loss = 0.311802
  chunk 4 final batch loss = 0.774558
  chunk 5 final batch loss = 0.570224
  chunk 6 final batch loss = 0.235142
  chunk 7 final batch loss = 0.422270
  chunk 8 final batch loss = 0.384222
  chunk 9 final batch loss = 0.617144
  chunk 10 final batch loss = 0.452842
  chunk 11 final batch loss = 0.814792
  chunk 12 final batch loss = 0.713877
  chunk 13 final batch loss = 0.691234
  chunk 14 final batch loss = 0.430330
  chunk 15 final batch loss = 0.290529
  chunk 16 final batch loss = 0.295769
  chunk 17 final batch loss = 0.423338
  chunk 18 final batch loss = 0.594920
  chunk 19 final batch loss = 0.265548
  chunk 20 final batch loss = 0.797517
  chunk 21 final batch loss = 0.670501
  chunk 22 final batch loss = 0.783650
  chunk 23 final batch loss = 0.700682
  chunk 24 final batch loss = 0.779365
  chunk 25 final batch loss = 0.315860
  chunk 26 final batch loss = 0.791832
  chunk 27 final batch loss = 0.218145
  chunk 28 final batch loss = 0.253018
  chunk 29 final batch loss = 0.804932
  chunk 30 final batch loss = 0.350719
  chunk 31 final batch loss = 0.296039
  chunk 32 final batch loss = 0.703617
  chunk 33 final batch loss = 0.264452
  chunk 34 final batch loss = 0.381489
  chunk 35 final batch loss = 0.789368
  chunk 36 final batch loss = 0.661459
  chunk 37 final batch loss = 0.474686
  chunk 38 final batch loss = 0.275718
  chunk 39 final batch loss = 0.830113
  chunk 40 final batch loss = 0.295051
  chunk 41 final batch loss = 0.678093
  chunk 42 final batch loss = 0.257287
  chunk 43 final batch loss = 0.799422
  chunk 44 final batch loss = 0.357995
  chunk 45 final batch loss = 0.740301
  chunk 46 final batch loss = 0.260859
  chunk 47 final batch loss = 0.259596
  chunk 48 final batch loss = 0.316888
  chunk 49 final batch loss = 0.794321
  chunk 50 final batch loss = 0.662432
  chunk 51 final batch loss = 0.303430
  chunk 52 final batch loss = 0.243128
  chunk 53 final batch loss = 0.503799
  chunk 54 final batch loss = 0.362356
  chunk 55 final batch loss = 0.290547
  chunk 56 final batch loss = 0.735424
  chunk 57 final batch loss = 0.768211
  chunk 58 final batch loss = 0.681137
  chunk 59 final batch loss = 0.273331
  chunk 60 final batch loss = 0.671306
  chunk 61 final batch loss = 0.313689
  chunk 62 final batch loss = 0.307654
  chunk 63 final batch loss = 0.761195
  chunk 64 final batch loss = 0.793560
  chunk 65 final batch loss = 0.348527
  chunk 66 final batch loss = 0.610607
  chunk 67 final batch loss = 0.795796
  chunk 68 final batch loss = 0.414612
  chunk 69 final batch loss = 0.654653
  chunk 70 final batch loss = 0.290050
  chunk 71 final batch loss = 0.640301
  chunk 72 final batch loss = 0.725203
  chunk 73 final batch loss = 0.391165
  chunk 74 final batch loss = 0.575008
  chunk 75 final batch loss = 0.265342
  chunk 76 final batch loss = 0.235633
  chunk 77 final batch loss = 0.454836
  chunk 78 final batch loss = 0.764297
  chunk 79 final batch loss = 0.578555
Validation loss: 0.470709
No improvement for 1 epochs
Epoch 23
  chunk 0 final batch loss = 0.781641
  chunk 1 final batch loss = 0.791706
  chunk 2 final batch loss = 0.414581
  chunk 3 final batch loss = 0.302678
  chunk 4 final batch loss = 0.712227
  chunk 5 final batch loss = 0.496066
  chunk 6 final batch loss = 0.249528
  chunk 7 final batch loss = 0.458274
  chunk 8 final batch loss = 0.377897
  chunk 9 final batch loss = 0.637412
  chunk 10 final batch loss = 0.477616
  chunk 11 final batch loss = 0.817052
  chunk 12 final batch loss = 0.740846
  chunk 13 final batch loss = 0.734192
  chunk 14 final batch loss = 0.438607
  chunk 15 final batch loss = 0.292994
  chunk 16 final batch loss = 0.302431
  chunk 17 final batch loss = 0.394472
  chunk 18 final batch loss = 0.595800
  chunk 19 final batch loss = 0.284400
  chunk 20 final batch loss = 0.778069
  chunk 21 final batch loss = 0.661559
  chunk 22 final batch loss = 0.800261
  chunk 23 final batch loss = 0.657274
  chunk 24 final batch loss = 0.780775
  chunk 25 final batch loss = 0.323389
  chunk 26 final batch loss = 0.795192
  chunk 27 final batch loss = 0.242126
  chunk 28 final batch loss = 0.254970
  chunk 29 final batch loss = 0.822320
  chunk 30 final batch loss = 0.303680
  chunk 31 final batch loss = 0.307588
  chunk 32 final batch loss = 0.707859
  chunk 33 final batch loss = 0.270663
  chunk 34 final batch loss = 0.425276
  chunk 35 final batch loss = 0.796059
  chunk 36 final batch loss = 0.664605
  chunk 37 final batch loss = 0.539231
  chunk 38 final batch loss = 0.258775
  chunk 39 final batch loss = 0.820236
  chunk 40 final batch loss = 0.277736
  chunk 41 final batch loss = 0.679522
  chunk 42 final batch loss = 0.267702
  chunk 43 final batch loss = 0.790161
  chunk 44 final batch loss = 0.355429
  chunk 45 final batch loss = 0.735614
  chunk 46 final batch loss = 0.256204
  chunk 47 final batch loss = 0.286710
  chunk 48 final batch loss = 0.318352
  chunk 49 final batch loss = 0.797859
  chunk 50 final batch loss = 0.666977
  chunk 51 final batch loss = 0.308524
  chunk 52 final batch loss = 0.246691
  chunk 53 final batch loss = 0.508548
  chunk 54 final batch loss = 0.354936
  chunk 55 final batch loss = 0.267345
  chunk 56 final batch loss = 0.740805
  chunk 57 final batch loss = 0.791375
  chunk 58 final batch loss = 0.660415
  chunk 59 final batch loss = 0.259506
  chunk 60 final batch loss = 0.621169
  chunk 61 final batch loss = 0.299153
  chunk 62 final batch loss = 0.298481
  chunk 63 final batch loss = 0.743630
  chunk 64 final batch loss = 0.787463
  chunk 65 final batch loss = 0.398896
  chunk 66 final batch loss = 0.607203
  chunk 67 final batch loss = 0.795073
  chunk 68 final batch loss = 0.449739
  chunk 69 final batch loss = 0.606056
  chunk 70 final batch loss = 0.235877
  chunk 71 final batch loss = 0.693485
  chunk 72 final batch loss = 0.716602
  chunk 73 final batch loss = 0.434346
  chunk 74 final batch loss = 0.557647
  chunk 75 final batch loss = 0.255713
  chunk 76 final batch loss = 0.239072
  chunk 77 final batch loss = 0.427058
  chunk 78 final batch loss = 0.797976
  chunk 79 final batch loss = 0.657717
Validation loss: 0.471075
No improvement for 2 epochs
Epoch 24
  chunk 0 final batch loss = 0.794594
  chunk 1 final batch loss = 0.797982
  chunk 2 final batch loss = 0.402192
  chunk 3 final batch loss = 0.331178
  chunk 4 final batch loss = 0.738626
  chunk 5 final batch loss = 0.534215
  chunk 6 final batch loss = 0.290724
  chunk 7 final batch loss = 0.400273
  chunk 8 final batch loss = 0.362433
  chunk 9 final batch loss = 0.600871
  chunk 10 final batch loss = 0.406348
  chunk 11 final batch loss = 0.808058
  chunk 12 final batch loss = 0.739932
  chunk 13 final batch loss = 0.709020
  chunk 14 final batch loss = 0.410696
  chunk 15 final batch loss = 0.301406
  chunk 16 final batch loss = 0.303535
  chunk 17 final batch loss = 0.420523
  chunk 18 final batch loss = 0.629640
  chunk 19 final batch loss = 0.238478
  chunk 20 final batch loss = 0.802364
  chunk 21 final batch loss = 0.695812
  chunk 22 final batch loss = 0.791266
  chunk 23 final batch loss = 0.702806
  chunk 24 final batch loss = 0.800334
  chunk 25 final batch loss = 0.314438
  chunk 26 final batch loss = 0.795175
  chunk 27 final batch loss = 0.255703
  chunk 28 final batch loss = 0.254940
  chunk 29 final batch loss = 0.814280
  chunk 30 final batch loss = 0.326126
  chunk 31 final batch loss = 0.289146
  chunk 32 final batch loss = 0.725520
  chunk 33 final batch loss = 0.262694
  chunk 34 final batch loss = 0.387337
  chunk 35 final batch loss = 0.802994
  chunk 36 final batch loss = 0.684237
  chunk 37 final batch loss = 0.571737
  chunk 38 final batch loss = 0.257451
  chunk 39 final batch loss = 0.824643
  chunk 40 final batch loss = 0.271019
  chunk 41 final batch loss = 0.643878
  chunk 42 final batch loss = 0.291962
  chunk 43 final batch loss = 0.794133
  chunk 44 final batch loss = 0.340480
  chunk 45 final batch loss = 0.753467
  chunk 46 final batch loss = 0.258903
  chunk 47 final batch loss = 0.256056
  chunk 48 final batch loss = 0.284790
  chunk 49 final batch loss = 0.783222
  chunk 50 final batch loss = 0.684067
  chunk 51 final batch loss = 0.295491
  chunk 52 final batch loss = 0.248403
  chunk 53 final batch loss = 0.503291
  chunk 54 final batch loss = 0.364582
  chunk 55 final batch loss = 0.268513
  chunk 56 final batch loss = 0.701584
  chunk 57 final batch loss = 0.714681
  chunk 58 final batch loss = 0.692427
  chunk 59 final batch loss = 0.274831
  chunk 60 final batch loss = 0.632427
  chunk 61 final batch loss = 0.310360
  chunk 62 final batch loss = 0.319605
  chunk 63 final batch loss = 0.776915
  chunk 64 final batch loss = 0.799539
  chunk 65 final batch loss = 0.368983
  chunk 66 final batch loss = 0.651705
  chunk 67 final batch loss = 0.789408
  chunk 68 final batch loss = 0.403592
  chunk 69 final batch loss = 0.576059
  chunk 70 final batch loss = 0.268553
  chunk 71 final batch loss = 0.663552
  chunk 72 final batch loss = 0.738201
  chunk 73 final batch loss = 0.403778
  chunk 74 final batch loss = 0.532482
  chunk 75 final batch loss = 0.261174
  chunk 76 final batch loss = 0.225978
  chunk 77 final batch loss = 0.393174
  chunk 78 final batch loss = 0.772953
  chunk 79 final batch loss = 0.550929
Validation loss: 0.468721
Saved BEST checkpoint
Epoch 25
  chunk 0 final batch loss = 0.793587
  chunk 1 final batch loss = 0.779013
  chunk 2 final batch loss = 0.399186
  chunk 3 final batch loss = 0.283325
  chunk 4 final batch loss = 0.722863
  chunk 5 final batch loss = 0.517153
  chunk 6 final batch loss = 0.260744
  chunk 7 final batch loss = 0.445339
  chunk 8 final batch loss = 0.377204
  chunk 9 final batch loss = 0.647910
  chunk 10 final batch loss = 0.449850
  chunk 11 final batch loss = 0.833486
  chunk 12 final batch loss = 0.708048
  chunk 13 final batch loss = 0.724181
  chunk 14 final batch loss = 0.459550
  chunk 15 final batch loss = 0.291124
  chunk 16 final batch loss = 0.283093
  chunk 17 final batch loss = 0.440491
  chunk 18 final batch loss = 0.631106
  chunk 19 final batch loss = 0.278608
  chunk 20 final batch loss = 0.797868
  chunk 21 final batch loss = 0.645002
  chunk 22 final batch loss = 0.787575
  chunk 23 final batch loss = 0.631660
  chunk 24 final batch loss = 0.784566
  chunk 25 final batch loss = 0.311175
  chunk 26 final batch loss = 0.786642
  chunk 27 final batch loss = 0.238052
  chunk 28 final batch loss = 0.265614
  chunk 29 final batch loss = 0.790280
  chunk 30 final batch loss = 0.312081
  chunk 31 final batch loss = 0.279090
  chunk 32 final batch loss = 0.750549
  chunk 33 final batch loss = 0.248942
  chunk 34 final batch loss = 0.388031
  chunk 35 final batch loss = 0.794732
  chunk 36 final batch loss = 0.624989
  chunk 37 final batch loss = 0.526964
  chunk 38 final batch loss = 0.261656
  chunk 39 final batch loss = 0.820846
  chunk 40 final batch loss = 0.277570
  chunk 41 final batch loss = 0.653956
  chunk 42 final batch loss = 0.274267
  chunk 43 final batch loss = 0.792231
  chunk 44 final batch loss = 0.345731
  chunk 45 final batch loss = 0.733398
  chunk 46 final batch loss = 0.262812
  chunk 47 final batch loss = 0.267548
  chunk 48 final batch loss = 0.312598
  chunk 49 final batch loss = 0.794135
  chunk 50 final batch loss = 0.607446
  chunk 51 final batch loss = 0.276997
  chunk 52 final batch loss = 0.249650
  chunk 53 final batch loss = 0.511634
  chunk 54 final batch loss = 0.346002
  chunk 55 final batch loss = 0.263694
  chunk 56 final batch loss = 0.726405
  chunk 57 final batch loss = 0.733894
  chunk 58 final batch loss = 0.673499
  chunk 59 final batch loss = 0.274772
  chunk 60 final batch loss = 0.621641
  chunk 61 final batch loss = 0.310821
  chunk 62 final batch loss = 0.299634
  chunk 63 final batch loss = 0.751646
  chunk 64 final batch loss = 0.778333
  chunk 65 final batch loss = 0.341049
  chunk 66 final batch loss = 0.642035
  chunk 67 final batch loss = 0.799008
  chunk 68 final batch loss = 0.394203
  chunk 69 final batch loss = 0.620023
  chunk 70 final batch loss = 0.264640
  chunk 71 final batch loss = 0.675495
  chunk 72 final batch loss = 0.701116
  chunk 73 final batch loss = 0.414987
  chunk 74 final batch loss = 0.542403
  chunk 75 final batch loss = 0.255965
  chunk 76 final batch loss = 0.248531
  chunk 77 final batch loss = 0.435776
  chunk 78 final batch loss = 0.770334
  chunk 79 final batch loss = 0.645925
Validation loss: 0.469805
No improvement for 1 epochs
Epoch 26
  chunk 0 final batch loss = 0.784526
  chunk 1 final batch loss = 0.792193
  chunk 2 final batch loss = 0.408580
  chunk 3 final batch loss = 0.296149
  chunk 4 final batch loss = 0.775162
  chunk 5 final batch loss = 0.528622
  chunk 6 final batch loss = 0.247224
  chunk 7 final batch loss = 0.448427
  chunk 8 final batch loss = 0.367360
  chunk 9 final batch loss = 0.588258
  chunk 10 final batch loss = 0.384810
  chunk 11 final batch loss = 0.827820
  chunk 12 final batch loss = 0.729436
  chunk 13 final batch loss = 0.693019
  chunk 14 final batch loss = 0.400100
  chunk 15 final batch loss = 0.311955
  chunk 16 final batch loss = 0.292300
  chunk 17 final batch loss = 0.417755
  chunk 18 final batch loss = 0.625790
  chunk 19 final batch loss = 0.291432
  chunk 20 final batch loss = 0.826361
  chunk 21 final batch loss = 0.671785
  chunk 22 final batch loss = 0.792539
  chunk 23 final batch loss = 0.640426
  chunk 24 final batch loss = 0.791095
  chunk 25 final batch loss = 0.299045
  chunk 26 final batch loss = 0.778649
  chunk 27 final batch loss = 0.261405
  chunk 28 final batch loss = 0.246385
  chunk 29 final batch loss = 0.798449
  chunk 30 final batch loss = 0.299049
  chunk 31 final batch loss = 0.296342
  chunk 32 final batch loss = 0.717696
  chunk 33 final batch loss = 0.241151
  chunk 34 final batch loss = 0.359568
  chunk 35 final batch loss = 0.796309
  chunk 36 final batch loss = 0.689282
  chunk 37 final batch loss = 0.504160
  chunk 38 final batch loss = 0.249436
  chunk 39 final batch loss = 0.828564
  chunk 40 final batch loss = 0.272666
  chunk 41 final batch loss = 0.669431
  chunk 42 final batch loss = 0.268758
  chunk 43 final batch loss = 0.791388
  chunk 44 final batch loss = 0.365901
  chunk 45 final batch loss = 0.760778
  chunk 46 final batch loss = 0.274194
  chunk 47 final batch loss = 0.244813
  chunk 48 final batch loss = 0.320609
  chunk 49 final batch loss = 0.797385
  chunk 50 final batch loss = 0.680196
  chunk 51 final batch loss = 0.304416
  chunk 52 final batch loss = 0.253514
  chunk 53 final batch loss = 0.483298
  chunk 54 final batch loss = 0.361250
  chunk 55 final batch loss = 0.296233
  chunk 56 final batch loss = 0.738813
  chunk 57 final batch loss = 0.744878
  chunk 58 final batch loss = 0.658888
  chunk 59 final batch loss = 0.261185
  chunk 60 final batch loss = 0.669442
  chunk 61 final batch loss = 0.314804
  chunk 62 final batch loss = 0.314187
  chunk 63 final batch loss = 0.776847
  chunk 64 final batch loss = 0.784422
  chunk 65 final batch loss = 0.358346
  chunk 66 final batch loss = 0.628731
  chunk 67 final batch loss = 0.789887
  chunk 68 final batch loss = 0.416849
  chunk 69 final batch loss = 0.580629
  chunk 70 final batch loss = 0.270212
  chunk 71 final batch loss = 0.629532
  chunk 72 final batch loss = 0.735378
  chunk 73 final batch loss = 0.368761
  chunk 74 final batch loss = 0.499454
  chunk 75 final batch loss = 0.265348
  chunk 76 final batch loss = 0.245435
  chunk 77 final batch loss = 0.427779
  chunk 78 final batch loss = 0.791177
  chunk 79 final batch loss = 0.656385
Validation loss: 0.468825
No improvement for 2 epochs
Epoch 27
  chunk 0 final batch loss = 0.798665
  chunk 1 final batch loss = 0.792824
  chunk 2 final batch loss = 0.412187
  chunk 3 final batch loss = 0.331080
  chunk 4 final batch loss = 0.758886
  chunk 5 final batch loss = 0.559601
  chunk 6 final batch loss = 0.252011
  chunk 7 final batch loss = 0.410219
  chunk 8 final batch loss = 0.358997
  chunk 9 final batch loss = 0.598926
  chunk 10 final batch loss = 0.473081
  chunk 11 final batch loss = 0.825415
  chunk 12 final batch loss = 0.685380
  chunk 13 final batch loss = 0.720075
  chunk 14 final batch loss = 0.377481
  chunk 15 final batch loss = 0.292469
  chunk 16 final batch loss = 0.295114
  chunk 17 final batch loss = 0.432961
  chunk 18 final batch loss = 0.625158
  chunk 19 final batch loss = 0.270710
  chunk 20 final batch loss = 0.807008
  chunk 21 final batch loss = 0.631931
  chunk 22 final batch loss = 0.793807
  chunk 23 final batch loss = 0.649413
  chunk 24 final batch loss = 0.772208
  chunk 25 final batch loss = 0.286855
  chunk 26 final batch loss = 0.792390
  chunk 27 final batch loss = 0.248292
  chunk 28 final batch loss = 0.271373
  chunk 29 final batch loss = 0.798736
  chunk 30 final batch loss = 0.319923
  chunk 31 final batch loss = 0.295934
  chunk 32 final batch loss = 0.712439
  chunk 33 final batch loss = 0.272935
  chunk 34 final batch loss = 0.442796
  chunk 35 final batch loss = 0.799076
  chunk 36 final batch loss = 0.641005
  chunk 37 final batch loss = 0.545893
  chunk 38 final batch loss = 0.257800
  chunk 39 final batch loss = 0.821497
  chunk 40 final batch loss = 0.264731
  chunk 41 final batch loss = 0.687130
  chunk 42 final batch loss = 0.260312
  chunk 43 final batch loss = 0.804843
  chunk 44 final batch loss = 0.355470
  chunk 45 final batch loss = 0.732342
  chunk 46 final batch loss = 0.268695
  chunk 47 final batch loss = 0.286735
  chunk 48 final batch loss = 0.314291
  chunk 49 final batch loss = 0.810945
  chunk 50 final batch loss = 0.668369
  chunk 51 final batch loss = 0.317700
  chunk 52 final batch loss = 0.241496
  chunk 53 final batch loss = 0.512651
  chunk 54 final batch loss = 0.346657
  chunk 55 final batch loss = 0.271200
  chunk 56 final batch loss = 0.697083
  chunk 57 final batch loss = 0.715061
  chunk 58 final batch loss = 0.644862
  chunk 59 final batch loss = 0.238750
  chunk 60 final batch loss = 0.641759
  chunk 61 final batch loss = 0.323404
  chunk 62 final batch loss = 0.306847
  chunk 63 final batch loss = 0.784120
  chunk 64 final batch loss = 0.791373
  chunk 65 final batch loss = 0.335971
  chunk 66 final batch loss = 0.628039
  chunk 67 final batch loss = 0.797200
  chunk 68 final batch loss = 0.424421
  chunk 69 final batch loss = 0.620179
  chunk 70 final batch loss = 0.241357
  chunk 71 final batch loss = 0.683232
  chunk 72 final batch loss = 0.735225
  chunk 73 final batch loss = 0.397015
  chunk 74 final batch loss = 0.523542
  chunk 75 final batch loss = 0.253529
  chunk 76 final batch loss = 0.252999
  chunk 77 final batch loss = 0.422737
  chunk 78 final batch loss = 0.762446
  chunk 79 final batch loss = 0.613531
Validation loss: 0.465478
Saved BEST checkpoint
Epoch 28
  chunk 0 final batch loss = 0.798250
  chunk 1 final batch loss = 0.808017
  chunk 2 final batch loss = 0.390219
  chunk 3 final batch loss = 0.305714
  chunk 4 final batch loss = 0.757148
  chunk 5 final batch loss = 0.508226
  chunk 6 final batch loss = 0.237708
  chunk 7 final batch loss = 0.376185
  chunk 8 final batch loss = 0.356603
  chunk 9 final batch loss = 0.591100
  chunk 10 final batch loss = 0.427009
  chunk 11 final batch loss = 0.824218
  chunk 12 final batch loss = 0.689874
  chunk 13 final batch loss = 0.725182
  chunk 14 final batch loss = 0.447530
  chunk 15 final batch loss = 0.302253
  chunk 16 final batch loss = 0.285457
  chunk 17 final batch loss = 0.426871
  chunk 18 final batch loss = 0.572107
  chunk 19 final batch loss = 0.231156
  chunk 20 final batch loss = 0.811302
  chunk 21 final batch loss = 0.670896
  chunk 22 final batch loss = 0.778143
  chunk 23 final batch loss = 0.645704
  chunk 24 final batch loss = 0.806725
  chunk 25 final batch loss = 0.289775
  chunk 26 final batch loss = 0.802572
  chunk 27 final batch loss = 0.227785
  chunk 28 final batch loss = 0.269263
  chunk 29 final batch loss = 0.809150
  chunk 30 final batch loss = 0.319407
  chunk 31 final batch loss = 0.291573
  chunk 32 final batch loss = 0.668142
  chunk 33 final batch loss = 0.236068
  chunk 34 final batch loss = 0.399367
