Using device: cuda
Train chunks: 80
Val chunks: 10
Test chunks: 10

Using FROBENIUS NORMALIZATION

============================================================
Training MLP Deep (v17 - Frobenius normalized)
Parameters: 2,152,800
Batch size: 64
============================================================

  chunk 64 final batch loss = 0.757812
  chunk 65 final batch loss = 0.319131
  chunk 66 final batch loss = 0.588768
  chunk 67 final batch loss = 0.779957
  chunk 68 final batch loss = 0.397440
  chunk 69 final batch loss = 0.609955
  chunk 70 final batch loss = 0.242455
  chunk 71 final batch loss = 0.621112
  chunk 72 final batch loss = 0.713579
  chunk 73 final batch loss = 0.356098
  chunk 74 final batch loss = 0.460388
  chunk 75 final batch loss = 0.270308
  chunk 76 final batch loss = 0.245236
  chunk 77 final batch loss = 0.418845
  chunk 78 final batch loss = 0.783200
  chunk 79 final batch loss = 0.573030
Validation loss: 0.462449
No improvement for 5 epochs
Epoch 44
  chunk 0 final batch loss = 0.793874
  chunk 1 final batch loss = 0.799199
  chunk 2 final batch loss = 0.411669
  chunk 3 final batch loss = 0.294467
  chunk 4 final batch loss = 0.743669
  chunk 5 final batch loss = 0.516758
  chunk 6 final batch loss = 0.251753
  chunk 7 final batch loss = 0.397029
  chunk 8 final batch loss = 0.330395
  chunk 9 final batch loss = 0.586284
  chunk 10 final batch loss = 0.452862
  chunk 11 final batch loss = 0.824605
  chunk 12 final batch loss = 0.688683
  chunk 13 final batch loss = 0.703813
  chunk 14 final batch loss = 0.389040
  chunk 15 final batch loss = 0.314400
  chunk 16 final batch loss = 0.281270
  chunk 17 final batch loss = 0.380131
  chunk 18 final batch loss = 0.557804
  chunk 19 final batch loss = 0.271461
  chunk 20 final batch loss = 0.785574
  chunk 21 final batch loss = 0.629528
  chunk 22 final batch loss = 0.769290
  chunk 23 final batch loss = 0.607443
  chunk 24 final batch loss = 0.797254
  chunk 25 final batch loss = 0.278668
  chunk 26 final batch loss = 0.775146
  chunk 27 final batch loss = 0.247915
  chunk 28 final batch loss = 0.243145
  chunk 29 final batch loss = 0.784236
  chunk 30 final batch loss = 0.306350
  chunk 31 final batch loss = 0.281073
  chunk 32 final batch loss = 0.747288
  chunk 33 final batch loss = 0.239902
  chunk 34 final batch loss = 0.420100
  chunk 35 final batch loss = 0.793819
  chunk 36 final batch loss = 0.627662
  chunk 37 final batch loss = 0.490364
  chunk 38 final batch loss = 0.260413
  chunk 39 final batch loss = 0.820074
  chunk 40 final batch loss = 0.236531
  chunk 41 final batch loss = 0.583891
  chunk 42 final batch loss = 0.279697
  chunk 43 final batch loss = 0.783638
  chunk 44 final batch loss = 0.332681
  chunk 45 final batch loss = 0.694172
  chunk 46 final batch loss = 0.264325
  chunk 47 final batch loss = 0.241157
  chunk 48 final batch loss = 0.301873
  chunk 49 final batch loss = 0.779485
  chunk 50 final batch loss = 0.618560
  chunk 51 final batch loss = 0.308232
  chunk 52 final batch loss = 0.238852
  chunk 53 final batch loss = 0.514828
  chunk 54 final batch loss = 0.332999
  chunk 55 final batch loss = 0.287918
  chunk 56 final batch loss = 0.697850
  chunk 57 final batch loss = 0.718528
  chunk 58 final batch loss = 0.592580
  chunk 59 final batch loss = 0.264153
  chunk 60 final batch loss = 0.621044
  chunk 61 final batch loss = 0.299587
  chunk 62 final batch loss = 0.308994
  chunk 63 final batch loss = 0.765051
  chunk 64 final batch loss = 0.738857
  chunk 65 final batch loss = 0.317014
  chunk 66 final batch loss = 0.644620
  chunk 67 final batch loss = 0.795505
  chunk 68 final batch loss = 0.402729
  chunk 69 final batch loss = 0.625646
  chunk 70 final batch loss = 0.239408
  chunk 71 final batch loss = 0.650692
  chunk 72 final batch loss = 0.684835
  chunk 73 final batch loss = 0.362461
  chunk 74 final batch loss = 0.536969
  chunk 75 final batch loss = 0.248037
  chunk 76 final batch loss = 0.247060
  chunk 77 final batch loss = 0.370206
  chunk 78 final batch loss = 0.770924
  chunk 79 final batch loss = 0.568347
Validation loss: 0.458538
Saved BEST checkpoint
Epoch 45
  chunk 0 final batch loss = 0.793549
  chunk 1 final batch loss = 0.779095
  chunk 2 final batch loss = 0.351899
  chunk 3 final batch loss = 0.303002
  chunk 4 final batch loss = 0.710380
  chunk 5 final batch loss = 0.480840
  chunk 6 final batch loss = 0.222549
  chunk 7 final batch loss = 0.401978
  chunk 8 final batch loss = 0.337547
  chunk 9 final batch loss = 0.632763
  chunk 10 final batch loss = 0.403203
  chunk 11 final batch loss = 0.813054
  chunk 12 final batch loss = 0.692402
  chunk 13 final batch loss = 0.689093
  chunk 14 final batch loss = 0.388353
  chunk 15 final batch loss = 0.278017
  chunk 16 final batch loss = 0.305918
  chunk 17 final batch loss = 0.376641
  chunk 18 final batch loss = 0.624297
  chunk 19 final batch loss = 0.271330
  chunk 20 final batch loss = 0.769214
  chunk 21 final batch loss = 0.613688
  chunk 22 final batch loss = 0.802688
  chunk 23 final batch loss = 0.658143
  chunk 24 final batch loss = 0.787750
  chunk 25 final batch loss = 0.315807
  chunk 26 final batch loss = 0.764404
  chunk 27 final batch loss = 0.223455
  chunk 28 final batch loss = 0.230213
  chunk 29 final batch loss = 0.765586
  chunk 30 final batch loss = 0.316753
  chunk 31 final batch loss = 0.274848
  chunk 32 final batch loss = 0.747956
  chunk 33 final batch loss = 0.236910
  chunk 34 final batch loss = 0.388908
  chunk 35 final batch loss = 0.800325
  chunk 36 final batch loss = 0.622188
  chunk 37 final batch loss = 0.523129
  chunk 38 final batch loss = 0.248916
  chunk 39 final batch loss = 0.827777
  chunk 40 final batch loss = 0.269346
  chunk 41 final batch loss = 0.637193
  chunk 42 final batch loss = 0.272021
  chunk 43 final batch loss = 0.771849
  chunk 44 final batch loss = 0.335511
  chunk 45 final batch loss = 0.774709
  chunk 46 final batch loss = 0.248709
  chunk 47 final batch loss = 0.266965
  chunk 48 final batch loss = 0.298837
  chunk 49 final batch loss = 0.728121
  chunk 50 final batch loss = 0.592613
  chunk 51 final batch loss = 0.288893
  chunk 52 final batch loss = 0.249719
  chunk 53 final batch loss = 0.455547
  chunk 54 final batch loss = 0.330912
  chunk 55 final batch loss = 0.266739
  chunk 56 final batch loss = 0.698423
  chunk 57 final batch loss = 0.730313
  chunk 58 final batch loss = 0.596531
  chunk 59 final batch loss = 0.266251
  chunk 60 final batch loss = 0.594770
  chunk 61 final batch loss = 0.313941
  chunk 62 final batch loss = 0.304626
  chunk 63 final batch loss = 0.762973
  chunk 64 final batch loss = 0.795146
  chunk 65 final batch loss = 0.340041
  chunk 66 final batch loss = 0.564165
  chunk 67 final batch loss = 0.792556
  chunk 68 final batch loss = 0.399484
  chunk 69 final batch loss = 0.616508
  chunk 70 final batch loss = 0.240648
  chunk 71 final batch loss = 0.594920
  chunk 72 final batch loss = 0.708501
  chunk 73 final batch loss = 0.382284
  chunk 74 final batch loss = 0.521181
  chunk 75 final batch loss = 0.242191
  chunk 76 final batch loss = 0.232420
  chunk 77 final batch loss = 0.380402
  chunk 78 final batch loss = 0.766670
  chunk 79 final batch loss = 0.576754
Validation loss: 0.459211
No improvement for 1 epochs
Epoch 46
  chunk 0 final batch loss = 0.792859
  chunk 1 final batch loss = 0.787269
  chunk 2 final batch loss = 0.341613
  chunk 3 final batch loss = 0.284657
  chunk 4 final batch loss = 0.735578
  chunk 5 final batch loss = 0.490388
  chunk 6 final batch loss = 0.237881
  chunk 7 final batch loss = 0.418784
  chunk 8 final batch loss = 0.347795
  chunk 9 final batch loss = 0.575326
  chunk 10 final batch loss = 0.404076
  chunk 11 final batch loss = 0.816452
  chunk 12 final batch loss = 0.716445
  chunk 13 final batch loss = 0.678747
  chunk 14 final batch loss = 0.449853
  chunk 15 final batch loss = 0.277456
  chunk 16 final batch loss = 0.274091
  chunk 17 final batch loss = 0.367224
  chunk 18 final batch loss = 0.614522
  chunk 19 final batch loss = 0.254870
  chunk 20 final batch loss = 0.784897
  chunk 21 final batch loss = 0.633709
  chunk 22 final batch loss = 0.791141
  chunk 23 final batch loss = 0.664461
  chunk 24 final batch loss = 0.787310
  chunk 25 final batch loss = 0.303409
  chunk 26 final batch loss = 0.759331
  chunk 27 final batch loss = 0.224265
  chunk 28 final batch loss = 0.254296
  chunk 29 final batch loss = 0.782312
  chunk 30 final batch loss = 0.308126
  chunk 31 final batch loss = 0.290391
  chunk 32 final batch loss = 0.705282
  chunk 33 final batch loss = 0.236808
  chunk 34 final batch loss = 0.395448
  chunk 35 final batch loss = 0.793405
  chunk 36 final batch loss = 0.675450
  chunk 37 final batch loss = 0.454830
  chunk 38 final batch loss = 0.258123
  chunk 39 final batch loss = 0.824452
  chunk 40 final batch loss = 0.255690
  chunk 41 final batch loss = 0.660592
  chunk 42 final batch loss = 0.277587
  chunk 43 final batch loss = 0.777121
  chunk 44 final batch loss = 0.304709
  chunk 45 final batch loss = 0.746487
  chunk 46 final batch loss = 0.251622
  chunk 47 final batch loss = 0.247497
  chunk 48 final batch loss = 0.275695
  chunk 49 final batch loss = 0.786705
  chunk 50 final batch loss = 0.650578
  chunk 51 final batch loss = 0.309647
  chunk 52 final batch loss = 0.226707
  chunk 53 final batch loss = 0.491957
  chunk 54 final batch loss = 0.347965
  chunk 55 final batch loss = 0.253579
  chunk 56 final batch loss = 0.690889
  chunk 57 final batch loss = 0.718317
  chunk 58 final batch loss = 0.593211
  chunk 59 final batch loss = 0.259601
  chunk 60 final batch loss = 0.613395
  chunk 61 final batch loss = 0.289041
  chunk 62 final batch loss = 0.308279
  chunk 63 final batch loss = 0.780678
  chunk 64 final batch loss = 0.779097
  chunk 65 final batch loss = 0.346841
  chunk 66 final batch loss = 0.651206
  chunk 67 final batch loss = 0.778086
  chunk 68 final batch loss = 0.337516
  chunk 69 final batch loss = 0.590800
  chunk 70 final batch loss = 0.252668
  chunk 71 final batch loss = 0.610947
  chunk 72 final batch loss = 0.708519
  chunk 73 final batch loss = 0.360540
  chunk 74 final batch loss = 0.493800
  chunk 75 final batch loss = 0.244909
  chunk 76 final batch loss = 0.239825
  chunk 77 final batch loss = 0.399952
  chunk 78 final batch loss = 0.761319
  chunk 79 final batch loss = 0.572228
Validation loss: 0.460488
No improvement for 2 epochs
Epoch 47
  chunk 0 final batch loss = 0.772805
  chunk 1 final batch loss = 0.787693
  chunk 2 final batch loss = 0.352977
  chunk 3 final batch loss = 0.299203
  chunk 4 final batch loss = 0.733124
  chunk 5 final batch loss = 0.515107
  chunk 6 final batch loss = 0.245793
  chunk 7 final batch loss = 0.363247
  chunk 8 final batch loss = 0.322202
  chunk 9 final batch loss = 0.572267
  chunk 10 final batch loss = 0.415882
  chunk 11 final batch loss = 0.826336
  chunk 12 final batch loss = 0.703113
  chunk 13 final batch loss = 0.688812
  chunk 14 final batch loss = 0.359660
  chunk 15 final batch loss = 0.289763
  chunk 16 final batch loss = 0.287795
  chunk 17 final batch loss = 0.343679
  chunk 18 final batch loss = 0.573666
  chunk 19 final batch loss = 0.275546
  chunk 20 final batch loss = 0.792773
  chunk 21 final batch loss = 0.626239
  chunk 22 final batch loss = 0.731692
  chunk 23 final batch loss = 0.642351
  chunk 24 final batch loss = 0.779119
  chunk 25 final batch loss = 0.313589
  chunk 26 final batch loss = 0.756559
  chunk 27 final batch loss = 0.235048
  chunk 28 final batch loss = 0.249227
  chunk 29 final batch loss = 0.790109
  chunk 30 final batch loss = 0.273297
  chunk 31 final batch loss = 0.306297
  chunk 32 final batch loss = 0.709769
  chunk 33 final batch loss = 0.237390
  chunk 34 final batch loss = 0.390396
  chunk 35 final batch loss = 0.769815
  chunk 36 final batch loss = 0.705423
  chunk 37 final batch loss = 0.534140
  chunk 38 final batch loss = 0.238391
  chunk 39 final batch loss = 0.819002
  chunk 40 final batch loss = 0.243608
  chunk 41 final batch loss = 0.585228
  chunk 42 final batch loss = 0.268833
  chunk 43 final batch loss = 0.775709
  chunk 44 final batch loss = 0.322260
  chunk 45 final batch loss = 0.710552
  chunk 46 final batch loss = 0.247269
  chunk 47 final batch loss = 0.250746
  chunk 48 final batch loss = 0.274875
  chunk 49 final batch loss = 0.779696
  chunk 50 final batch loss = 0.588230
  chunk 51 final batch loss = 0.292448
  chunk 52 final batch loss = 0.260430
  chunk 53 final batch loss = 0.542888
  chunk 54 final batch loss = 0.306129
  chunk 55 final batch loss = 0.255218
  chunk 56 final batch loss = 0.686314
  chunk 57 final batch loss = 0.712301
  chunk 58 final batch loss = 0.600141
  chunk 59 final batch loss = 0.256988
  chunk 60 final batch loss = 0.586357
  chunk 61 final batch loss = 0.308352
  chunk 62 final batch loss = 0.304760
  chunk 63 final batch loss = 0.760832
  chunk 64 final batch loss = 0.762157
  chunk 65 final batch loss = 0.338373
  chunk 66 final batch loss = 0.630217
  chunk 67 final batch loss = 0.796313
  chunk 68 final batch loss = 0.362268
  chunk 69 final batch loss = 0.638922
  chunk 70 final batch loss = 0.238498
  chunk 71 final batch loss = 0.622221
  chunk 72 final batch loss = 0.746849
  chunk 73 final batch loss = 0.355575
  chunk 74 final batch loss = 0.495205
  chunk 75 final batch loss = 0.259192
  chunk 76 final batch loss = 0.246545
  chunk 77 final batch loss = 0.364683
  chunk 78 final batch loss = 0.760290
  chunk 79 final batch loss = 0.527972
Validation loss: 0.458415
Saved BEST checkpoint
Epoch 48
  chunk 0 final batch loss = 0.758530
  chunk 1 final batch loss = 0.793274
  chunk 2 final batch loss = 0.391939
  chunk 3 final batch loss = 0.295319
  chunk 4 final batch loss = 0.742199
  chunk 5 final batch loss = 0.493887
  chunk 6 final batch loss = 0.242401
  chunk 7 final batch loss = 0.430344
  chunk 8 final batch loss = 0.343994
  chunk 9 final batch loss = 0.524812
  chunk 10 final batch loss = 0.397807
  chunk 11 final batch loss = 0.813019
  chunk 12 final batch loss = 0.695247
  chunk 13 final batch loss = 0.715703
  chunk 14 final batch loss = 0.434558
  chunk 15 final batch loss = 0.277947
  chunk 16 final batch loss = 0.291835
  chunk 17 final batch loss = 0.377552
  chunk 18 final batch loss = 0.622508
  chunk 19 final batch loss = 0.264277
  chunk 20 final batch loss = 0.760304
  chunk 21 final batch loss = 0.565824
  chunk 22 final batch loss = 0.769341
  chunk 23 final batch loss = 0.600076
  chunk 24 final batch loss = 0.780744
  chunk 25 final batch loss = 0.298367
  chunk 26 final batch loss = 0.774319
  chunk 27 final batch loss = 0.210177
  chunk 28 final batch loss = 0.261230
  chunk 29 final batch loss = 0.776244
  chunk 30 final batch loss = 0.280088
  chunk 31 final batch loss = 0.304519
  chunk 32 final batch loss = 0.699033
  chunk 33 final batch loss = 0.257618
  chunk 34 final batch loss = 0.389907
  chunk 35 final batch loss = 0.782147
  chunk 36 final batch loss = 0.598892
  chunk 37 final batch loss = 0.466617
  chunk 38 final batch loss = 0.252640
  chunk 39 final batch loss = 0.806018
  chunk 40 final batch loss = 0.247812
  chunk 41 final batch loss = 0.632535
  chunk 42 final batch loss = 0.253073
  chunk 43 final batch loss = 0.795634
  chunk 44 final batch loss = 0.318353
  chunk 45 final batch loss = 0.709543
  chunk 46 final batch loss = 0.250882
  chunk 47 final batch loss = 0.250734
  chunk 48 final batch loss = 0.316794
  chunk 49 final batch loss = 0.781541
  chunk 50 final batch loss = 0.658894
  chunk 51 final batch loss = 0.297837
  chunk 52 final batch loss = 0.245363
  chunk 53 final batch loss = 0.483978
  chunk 54 final batch loss = 0.327797
  chunk 55 final batch loss = 0.254033
  chunk 56 final batch loss = 0.717438
  chunk 57 final batch loss = 0.754079
  chunk 58 final batch loss = 0.601727
  chunk 59 final batch loss = 0.256393
  chunk 60 final batch loss = 0.603551
  chunk 61 final batch loss = 0.298335
  chunk 62 final batch loss = 0.294781
  chunk 63 final batch loss = 0.735228
  chunk 64 final batch loss = 0.754840
  chunk 65 final batch loss = 0.325558
  chunk 66 final batch loss = 0.604430
  chunk 67 final batch loss = 0.775524
  chunk 68 final batch loss = 0.367468
  chunk 69 final batch loss = 0.627541
  chunk 70 final batch loss = 0.263532
  chunk 71 final batch loss = 0.604502
  chunk 72 final batch loss = 0.712863
  chunk 73 final batch loss = 0.357761
  chunk 74 final batch loss = 0.461189
  chunk 75 final batch loss = 0.262822
  chunk 76 final batch loss = 0.240679
  chunk 77 final batch loss = 0.436842
  chunk 78 final batch loss = 0.741637
  chunk 79 final batch loss = 0.597986
Validation loss: 0.459834
No improvement for 1 epochs
Epoch 49
  chunk 0 final batch loss = 0.762869
  chunk 1 final batch loss = 0.773749
  chunk 2 final batch loss = 0.366569
  chunk 3 final batch loss = 0.269339
  chunk 4 final batch loss = 0.721000
  chunk 5 final batch loss = 0.505466
  chunk 6 final batch loss = 0.243464
  chunk 7 final batch loss = 0.386992
  chunk 8 final batch loss = 0.354033
  chunk 9 final batch loss = 0.569421
  chunk 10 final batch loss = 0.400278
  chunk 11 final batch loss = 0.811666
  chunk 12 final batch loss = 0.688732
  chunk 13 final batch loss = 0.696066
  chunk 14 final batch loss = 0.372519
  chunk 15 final batch loss = 0.282162
  chunk 16 final batch loss = 0.295145
  chunk 17 final batch loss = 0.391637
  chunk 18 final batch loss = 0.579286
  chunk 19 final batch loss = 0.257020
  chunk 20 final batch loss = 0.788064
  chunk 21 final batch loss = 0.578704
  chunk 22 final batch loss = 0.745574
  chunk 23 final batch loss = 0.648933
  chunk 24 final batch loss = 0.767657
  chunk 25 final batch loss = 0.288365
  chunk 26 final batch loss = 0.800587
  chunk 27 final batch loss = 0.229320
  chunk 28 final batch loss = 0.235477
  chunk 29 final batch loss = 0.802830
  chunk 30 final batch loss = 0.299644
  chunk 31 final batch loss = 0.301182
  chunk 32 final batch loss = 0.680848
  chunk 33 final batch loss = 0.286406
  chunk 34 final batch loss = 0.392732
  chunk 35 final batch loss = 0.772398
  chunk 36 final batch loss = 0.638661
  chunk 37 final batch loss = 0.490540
  chunk 38 final batch loss = 0.232348
  chunk 39 final batch loss = 0.813243
  chunk 40 final batch loss = 0.275586
  chunk 41 final batch loss = 0.580707
  chunk 42 final batch loss = 0.267767
  chunk 43 final batch loss = 0.794785
  chunk 44 final batch loss = 0.343293
  chunk 45 final batch loss = 0.761535
  chunk 46 final batch loss = 0.244293
  chunk 47 final batch loss = 0.248946
  chunk 48 final batch loss = 0.290871
  chunk 49 final batch loss = 0.761189
  chunk 50 final batch loss = 0.628108
  chunk 51 final batch loss = 0.289170
  chunk 52 final batch loss = 0.248485
  chunk 53 final batch loss = 0.479283
  chunk 54 final batch loss = 0.349778
  chunk 55 final batch loss = 0.267575
  chunk 56 final batch loss = 0.657635
  chunk 57 final batch loss = 0.720904
  chunk 58 final batch loss = 0.593627
  chunk 59 final batch loss = 0.241869
  chunk 60 final batch loss = 0.596406
  chunk 61 final batch loss = 0.279733
  chunk 62 final batch loss = 0.295990
  chunk 63 final batch loss = 0.774721
  chunk 64 final batch loss = 0.788754
  chunk 65 final batch loss = 0.331725
  chunk 66 final batch loss = 0.580435
  chunk 67 final batch loss = 0.797544
  chunk 68 final batch loss = 0.379270
  chunk 69 final batch loss = 0.590087
  chunk 70 final batch loss = 0.238722
  chunk 71 final batch loss = 0.597215
  chunk 72 final batch loss = 0.722136
  chunk 73 final batch loss = 0.345752
  chunk 74 final batch loss = 0.523852
  chunk 75 final batch loss = 0.261139
  chunk 76 final batch loss = 0.232944
  chunk 77 final batch loss = 0.408297
  chunk 78 final batch loss = 0.731241
  chunk 79 final batch loss = 0.561944
Validation loss: 0.460194
No improvement for 2 epochs
Epoch 50
  chunk 0 final batch loss = 0.786450
  chunk 1 final batch loss = 0.793490
  chunk 2 final batch loss = 0.362058
  chunk 3 final batch loss = 0.305435
  chunk 4 final batch loss = 0.727796
  chunk 5 final batch loss = 0.501774
  chunk 6 final batch loss = 0.249069
  chunk 7 final batch loss = 0.355761
  chunk 8 final batch loss = 0.342294
  chunk 9 final batch loss = 0.612818
  chunk 10 final batch loss = 0.404854
  chunk 11 final batch loss = 0.814475
  chunk 12 final batch loss = 0.688234
  chunk 13 final batch loss = 0.697072
  chunk 14 final batch loss = 0.375721
  chunk 15 final batch loss = 0.255274
  chunk 16 final batch loss = 0.311586
  chunk 17 final batch loss = 0.361834
  chunk 18 final batch loss = 0.591263
  chunk 19 final batch loss = 0.275217
  chunk 20 final batch loss = 0.785687
  chunk 21 final batch loss = 0.627780
  chunk 22 final batch loss = 0.791378
  chunk 23 final batch loss = 0.671912
  chunk 24 final batch loss = 0.741221
  chunk 25 final batch loss = 0.279489
  chunk 26 final batch loss = 0.773536
  chunk 27 final batch loss = 0.236117
  chunk 28 final batch loss = 0.271260
  chunk 29 final batch loss = 0.790054
  chunk 30 final batch loss = 0.305634
  chunk 31 final batch loss = 0.285839
  chunk 32 final batch loss = 0.707482
  chunk 33 final batch loss = 0.258887
  chunk 34 final batch loss = 0.387999
  chunk 35 final batch loss = 0.780159
  chunk 36 final batch loss = 0.626652
  chunk 37 final batch loss = 0.489171
  chunk 38 final batch loss = 0.258770
  chunk 39 final batch loss = 0.817181
  chunk 40 final batch loss = 0.253065
  chunk 41 final batch loss = 0.634261
  chunk 42 final batch loss = 0.254139
  chunk 43 final batch loss = 0.783577
  chunk 44 final batch loss = 0.337221
  chunk 45 final batch loss = 0.756904
  chunk 46 final batch loss = 0.253414
  chunk 47 final batch loss = 0.247551
  chunk 48 final batch loss = 0.295169
  chunk 49 final batch loss = 0.783316
  chunk 50 final batch loss = 0.631117
  chunk 51 final batch loss = 0.292145
  chunk 52 final batch loss = 0.225295
  chunk 53 final batch loss = 0.461061
  chunk 54 final batch loss = 0.337564
  chunk 55 final batch loss = 0.262371
  chunk 56 final batch loss = 0.695235
  chunk 57 final batch loss = 0.746752
  chunk 58 final batch loss = 0.558729
  chunk 59 final batch loss = 0.252007
  chunk 60 final batch loss = 0.581339
  chunk 61 final batch loss = 0.306626
  chunk 62 final batch loss = 0.334989
  chunk 63 final batch loss = 0.734865
  chunk 64 final batch loss = 0.762921
  chunk 65 final batch loss = 0.365713
  chunk 66 final batch loss = 0.564479
  chunk 67 final batch loss = 0.773726
  chunk 68 final batch loss = 0.367172
  chunk 69 final batch loss = 0.550765
  chunk 70 final batch loss = 0.257429
  chunk 71 final batch loss = 0.633407
  chunk 72 final batch loss = 0.696892
  chunk 73 final batch loss = 0.345138
  chunk 74 final batch loss = 0.470623
  chunk 75 final batch loss = 0.256578
  chunk 76 final batch loss = 0.245162
  chunk 77 final batch loss = 0.358756
  chunk 78 final batch loss = 0.777806
  chunk 79 final batch loss = 0.616906
Validation loss: 0.461133
No improvement for 3 epochs
Epoch 51
  chunk 0 final batch loss = 0.779304
  chunk 1 final batch loss = 0.774483
  chunk 2 final batch loss = 0.345555
  chunk 3 final batch loss = 0.311845
  chunk 4 final batch loss = 0.751313
  chunk 5 final batch loss = 0.519657
  chunk 6 final batch loss = 0.236989
  chunk 7 final batch loss = 0.409410
  chunk 8 final batch loss = 0.309859
  chunk 9 final batch loss = 0.626921
  chunk 10 final batch loss = 0.417543
  chunk 11 final batch loss = 0.812652
  chunk 12 final batch loss = 0.727147
  chunk 13 final batch loss = 0.693092
  chunk 14 final batch loss = 0.350398
  chunk 15 final batch loss = 0.290088
  chunk 16 final batch loss = 0.305639
  chunk 17 final batch loss = 0.367467
  chunk 18 final batch loss = 0.652887
  chunk 19 final batch loss = 0.233731
  chunk 20 final batch loss = 0.770284
  chunk 21 final batch loss = 0.551346
  chunk 22 final batch loss = 0.744964
  chunk 23 final batch loss = 0.612437
  chunk 24 final batch loss = 0.750894
  chunk 25 final batch loss = 0.307718
  chunk 26 final batch loss = 0.775423
  chunk 27 final batch loss = 0.247196
  chunk 28 final batch loss = 0.264801
  chunk 29 final batch loss = 0.781590
  chunk 30 final batch loss = 0.306653
  chunk 31 final batch loss = 0.266203
  chunk 32 final batch loss = 0.739771
  chunk 33 final batch loss = 0.248061
  chunk 34 final batch loss = 0.356696
  chunk 35 final batch loss = 0.764004
  chunk 36 final batch loss = 0.604908
  chunk 37 final batch loss = 0.476285
  chunk 38 final batch loss = 0.249409
  chunk 39 final batch loss = 0.812953
  chunk 40 final batch loss = 0.256604
  chunk 41 final batch loss = 0.564935
  chunk 42 final batch loss = 0.287593
  chunk 43 final batch loss = 0.795127
  chunk 44 final batch loss = 0.317302
  chunk 45 final batch loss = 0.733430
  chunk 46 final batch loss = 0.264404
  chunk 47 final batch loss = 0.253966
  chunk 48 final batch loss = 0.287721
  chunk 49 final batch loss = 0.752824
  chunk 50 final batch loss = 0.610785
  chunk 51 final batch loss = 0.258820
  chunk 52 final batch loss = 0.252382
  chunk 53 final batch loss = 0.488466
  chunk 54 final batch loss = 0.336961
  chunk 55 final batch loss = 0.265248
  chunk 56 final batch loss = 0.689213
  chunk 57 final batch loss = 0.677067
  chunk 58 final batch loss = 0.570610
  chunk 59 final batch loss = 0.257494
  chunk 60 final batch loss = 0.555326
  chunk 61 final batch loss = 0.288929
  chunk 62 final batch loss = 0.307574
  chunk 63 final batch loss = 0.769922
  chunk 64 final batch loss = 0.757932
  chunk 65 final batch loss = 0.338846
  chunk 66 final batch loss = 0.645783
  chunk 67 final batch loss = 0.785442
  chunk 68 final batch loss = 0.414072
  chunk 69 final batch loss = 0.607988
  chunk 70 final batch loss = 0.246785
  chunk 71 final batch loss = 0.630400
  chunk 72 final batch loss = 0.695779
  chunk 73 final batch loss = 0.400856
  chunk 74 final batch loss = 0.546707
  chunk 75 final batch loss = 0.262823
  chunk 76 final batch loss = 0.231810
  chunk 77 final batch loss = 0.445648
  chunk 78 final batch loss = 0.749431
  chunk 79 final batch loss = 0.617393
Validation loss: 0.460868
No improvement for 4 epochs
Epoch 52
  chunk 0 final batch loss = 0.781394
  chunk 1 final batch loss = 0.788202
  chunk 2 final batch loss = 0.340507
  chunk 3 final batch loss = 0.270345
  chunk 4 final batch loss = 0.740789
  chunk 5 final batch loss = 0.541135
  chunk 6 final batch loss = 0.226698
  chunk 7 final batch loss = 0.351504
  chunk 8 final batch loss = 0.344157
  chunk 9 final batch loss = 0.575200
  chunk 10 final batch loss = 0.397426
  chunk 11 final batch loss = 0.802782
  chunk 12 final batch loss = 0.709240
  chunk 13 final batch loss = 0.689241
  chunk 14 final batch loss = 0.379142
  chunk 15 final batch loss = 0.294887
  chunk 16 final batch loss = 0.292097
  chunk 17 final batch loss = 0.368990
  chunk 18 final batch loss = 0.626053
  chunk 19 final batch loss = 0.257321
  chunk 20 final batch loss = 0.788831
  chunk 21 final batch loss = 0.588050
  chunk 22 final batch loss = 0.754469
  chunk 23 final batch loss = 0.625307
  chunk 24 final batch loss = 0.759697
  chunk 25 final batch loss = 0.269346
  chunk 26 final batch loss = 0.782211
  chunk 27 final batch loss = 0.218695
  chunk 28 final batch loss = 0.257637
  chunk 29 final batch loss = 0.766299
  chunk 30 final batch loss = 0.275037
  chunk 31 final batch loss = 0.303129
  chunk 32 final batch loss = 0.705947
  chunk 33 final batch loss = 0.238035
  chunk 34 final batch loss = 0.394742
  chunk 35 final batch loss = 0.787059
  chunk 36 final batch loss = 0.658005
  chunk 37 final batch loss = 0.482769
  chunk 38 final batch loss = 0.255981
  chunk 39 final batch loss = 0.815133
  chunk 40 final batch loss = 0.242955
  chunk 41 final batch loss = 0.548387
  chunk 42 final batch loss = 0.262776
  chunk 43 final batch loss = 0.802469
  chunk 44 final batch loss = 0.315420
  chunk 45 final batch loss = 0.717525
  chunk 46 final batch loss = 0.263661
  chunk 47 final batch loss = 0.259049
  chunk 48 final batch loss = 0.310831
  chunk 49 final batch loss = 0.767882
  chunk 50 final batch loss = 0.567872
  chunk 51 final batch loss = 0.289999
  chunk 52 final batch loss = 0.257759
  chunk 53 final batch loss = 0.541599
  chunk 54 final batch loss = 0.325177
  chunk 55 final batch loss = 0.259926
  chunk 56 final batch loss = 0.678996
  chunk 57 final batch loss = 0.719014
  chunk 58 final batch loss = 0.573445
  chunk 59 final batch loss = 0.231509
