noise_level,fid_noisy,fid_corr,delta_fid
0.05,0.6120690179575242,0.9249644758380843,0.3128954578805601
0.1,0.3743051293858154,0.7383389838175577,0.36403385408505234
0.15,0.2708944323565811,0.5290391495749355,0.25814471730589866
0.2,0.2435086728586984,0.4134505442206154,0.16994187089808901
