epoch,chunk,batch,loss
1,bitflip_0.15_part70025.pt,0,1.06284499168396
1,bitflip_0.15_part70026.pt,0,1.037069320678711
1,bitflip_0.15_part70027.pt,0,1.045132040977478
1,bitflip_0.15_part70028.pt,0,1.078501582145691
1,bitflip_0.15_part70029.pt,0,1.1040276288986206
1,bitflip_0.15_part70030.pt,0,1.0563005208969116
1,bitflip_0.15_part70031.pt,0,1.0491446256637573
1,bitflip_0.15_part70032.pt,0,1.0609949827194214
1,bitflip_0.15_part70033.pt,0,1.0296980142593384
1,bitflip_0.15_part70034.pt,0,1.0322487354278564
1,bitflip_0.15_part70035.pt,0,1.0359233617782593
1,bitflip_0.15_part70036.pt,0,1.0596426725387573
1,bitflip_0.15_part70037.pt,0,1.0509536266326904
1,bitflip_0.15_part70038.pt,0,1.023755669593811
1,bitflip_0.15_part70039.pt,0,1.0471749305725098
1,bitflip_0.15_part70040.pt,0,1.0651060342788696
1,bitflip_0.15_part70041.pt,0,1.0471107959747314
1,bitflip_0.15_part70042.pt,0,1.0520106554031372
1,bitflip_0.15_part70043.pt,0,1.0305732488632202
1,bitflip_0.15_part70044.pt,0,1.0428555011749268
1,bitflip_0.15_part70045.pt,0,1.041696548461914
1,bitflip_0.15_part70046.pt,0,1.0300931930541992
1,bitflip_0.15_part70047.pt,0,1.0476881265640259
1,bitflip_0.15_part70048.pt,0,1.0327664613723755
1,bitflip_0.15_part70049.pt,0,1.031760573387146
1,bitflip_0.15_part70050.pt,0,1.021621584892273
1,mixed_0.2_part100000.pt,0,1.044866681098938
1,mixed_0.2_part95001.pt,0,1.0344589948654175
1,mixed_0.2_part95002.pt,0,1.0496799945831299
1,mixed_0.2_part95003.pt,0,1.0315217971801758
1,mixed_0.2_part95004.pt,0,1.0224673748016357
1,mixed_0.2_part95005.pt,0,1.0347381830215454
1,mixed_0.2_part95006.pt,0,1.0354491472244263
1,mixed_0.2_part95007.pt,0,1.0427148342132568
1,mixed_0.2_part95008.pt,0,1.0787090063095093
1,mixed_0.2_part95009.pt,0,1.021135687828064
1,mixed_0.2_part95010.pt,0,1.0681513547897339
1,mixed_0.2_part95011.pt,0,1.0213911533355713
1,mixed_0.2_part95012.pt,0,1.047991156578064
1,mixed_0.2_part95013.pt,0,1.0277354717254639
1,mixed_0.2_part95014.pt,0,1.0221432447433472
1,mixed_0.2_part95015.pt,0,1.0586944818496704
1,mixed_0.2_part95016.pt,0,1.0560004711151123
1,mixed_0.2_part95017.pt,0,1.0359622240066528
1,mixed_0.2_part95018.pt,0,1.016491174697876
1,mixed_0.2_part95019.pt,0,1.0115125179290771
1,mixed_0.2_part95020.pt,0,1.0469863414764404
1,mixed_0.2_part95021.pt,0,1.043207049369812
1,mixed_0.2_part95022.pt,0,1.0321592092514038
1,mixed_0.2_part95023.pt,0,1.0445870161056519
1,mixed_0.2_part95024.pt,0,1.049944281578064
1,mixed_0.2_part95025.pt,0,1.017725944519043
1,mixed_0.2_part95026.pt,0,1.0158915519714355
1,mixed_0.2_part95027.pt,0,1.0234724283218384
1,mixed_0.2_part95028.pt,0,1.0314984321594238
1,mixed_0.2_part95029.pt,0,1.0289835929870605
1,mixed_0.2_part95030.pt,0,1.021585464477539
1,mixed_0.2_part95031.pt,0,1.0251898765563965
1,mixed_0.2_part95032.pt,0,1.035383939743042
1,mixed_0.2_part95033.pt,0,1.035564661026001
1,mixed_0.2_part95034.pt,0,1.0298418998718262
1,mixed_0.2_part95035.pt,0,1.0502429008483887
1,mixed_0.2_part95036.pt,0,1.0301427841186523
1,mixed_0.2_part95037.pt,0,1.0280412435531616
1,mixed_0.2_part95038.pt,0,1.0623517036437988
1,mixed_0.2_part95039.pt,0,1.0379829406738281
1,mixed_0.2_part95040.pt,0,1.031722903251648
1,mixed_0.2_part95041.pt,0,1.017791986465454
1,mixed_0.2_part95042.pt,0,1.0344486236572266
1,mixed_0.2_part95043.pt,0,1.038395881652832
1,mixed_0.2_part95044.pt,0,1.0805162191390991
1,mixed_0.2_part95045.pt,0,1.0353162288665771
1,mixed_0.2_part95046.pt,0,1.0453977584838867
1,mixed_0.2_part95047.pt,0,1.0379767417907715
1,mixed_0.2_part95048.pt,0,1.017697811126709
1,mixed_0.2_part95049.pt,0,1.0637866258621216
1,depolarizing_0.05_part100.pt,0,1.0209479331970215
1,depolarizing_0.05_part1000.pt,0,1.026384949684143
1,depolarizing_0.05_part1001.pt,0,1.050991177558899
1,depolarizing_0.05_part1002.pt,0,1.0420564413070679
1,depolarizing_0.05_part1003.pt,0,1.038350224494934
1,depolarizing_0.05_part1004.pt,0,1.0236769914627075
1,depolarizing_0.05_part1005.pt,0,1.0417531728744507
1,depolarizing_0.05_part1006.pt,0,1.062382459640503
1,depolarizing_0.05_part1007.pt,0,1.0439174175262451
1,depolarizing_0.05_part1008.pt,0,1.0142369270324707
1,depolarizing_0.05_part1009.pt,0,1.0376267433166504
1,depolarizing_0.05_part101.pt,0,1.0303739309310913
1,depolarizing_0.05_part1010.pt,0,1.0589196681976318
1,depolarizing_0.05_part1011.pt,0,1.0372730493545532
1,depolarizing_0.05_part1012.pt,0,1.0111191272735596
1,depolarizing_0.05_part1013.pt,0,1.0599310398101807
1,depolarizing_0.05_part1014.pt,0,1.0293588638305664
1,depolarizing_0.05_part1015.pt,0,1.0527865886688232
1,depolarizing_0.05_part1016.pt,0,1.0157239437103271
1,depolarizing_0.05_part1017.pt,0,1.0378330945968628
1,depolarizing_0.05_part1018.pt,0,1.0632495880126953
1,depolarizing_0.05_part1019.pt,0,1.0228952169418335
1,depolarizing_0.05_part102.pt,0,1.034910798072815
1,depolarizing_0.05_part1020.pt,0,1.0355334281921387
1,depolarizing_0.05_part1021.pt,0,1.0349736213684082
1,depolarizing_0.05_part1022.pt,0,1.0205721855163574
1,depolarizing_0.05_part1023.pt,0,1.0541651248931885
1,depolarizing_0.05_part1024.pt,0,1.007315754890442
1,depolarizing_0.05_part1025.pt,0,1.030800461769104
1,depolarizing_0.05_part1026.pt,0,1.0272325277328491
1,depolarizing_0.05_part1027.pt,0,1.0494669675827026
1,depolarizing_0.05_part1028.pt,0,1.0289738178253174
1,depolarizing_0.05_part1029.pt,0,1.006465196609497
1,depolarizing_0.05_part103.pt,0,1.053492546081543
1,depolarizing_0.05_part1030.pt,0,1.0255664587020874
1,depolarizing_0.05_part1031.pt,0,1.0212045907974243
1,depolarizing_0.05_part1032.pt,0,1.028165578842163
1,depolarizing_0.05_part1033.pt,0,1.0203579664230347
1,depolarizing_0.05_part1034.pt,0,1.0348340272903442
1,depolarizing_0.05_part1035.pt,0,1.0328621864318848
1,depolarizing_0.05_part1036.pt,0,1.0408376455307007
1,depolarizing_0.05_part1037.pt,0,1.0306636095046997
1,depolarizing_0.05_part1038.pt,0,1.0377264022827148
1,depolarizing_0.05_part1039.pt,0,1.017767310142517
1,depolarizing_0.05_part1040.pt,0,1.0316756963729858
1,depolarizing_0.05_part1041.pt,0,1.0261857509613037
1,depolarizing_0.05_part1042.pt,0,1.0583833456039429
1,depolarizing_0.05_part1043.pt,0,1.0495997667312622
1,depolarizing_0.05_part1044.pt,0,1.0574873685836792
1,depolarizing_0.05_part1045.pt,0,1.0298327207565308
1,mixed_0.15_part90001.pt,0,1.0360691547393799
1,mixed_0.15_part90002.pt,0,1.0382237434387207
1,mixed_0.15_part90003.pt,0,1.0481350421905518
1,mixed_0.15_part90004.pt,0,1.0119026899337769
1,mixed_0.15_part90005.pt,0,1.0182751417160034
1,mixed_0.15_part90006.pt,0,1.0354318618774414
1,mixed_0.15_part90007.pt,0,1.0331002473831177
1,mixed_0.15_part90008.pt,0,1.0135184526443481
1,mixed_0.15_part90009.pt,0,1.0222088098526
1,mixed_0.15_part90010.pt,0,1.023544430732727
1,mixed_0.15_part90011.pt,0,1.0904446840286255
1,mixed_0.15_part90012.pt,0,1.015744924545288
1,mixed_0.15_part90013.pt,0,1.0256364345550537
1,mixed_0.15_part90014.pt,0,1.0255004167556763
1,mixed_0.15_part90015.pt,0,1.0256781578063965
1,mixed_0.15_part90016.pt,0,1.0275347232818604
1,mixed_0.15_part90017.pt,0,1.030398964881897
1,mixed_0.15_part90018.pt,0,1.0224220752716064
1,mixed_0.15_part90019.pt,0,1.0416648387908936
1,mixed_0.15_part90020.pt,0,1.0205210447311401
1,mixed_0.15_part90021.pt,0,1.058137059211731
1,mixed_0.15_part90022.pt,0,1.0239856243133545
1,mixed_0.15_part90023.pt,0,1.0281533002853394
1,mixed_0.15_part90024.pt,0,1.0491178035736084
1,mixed_0.15_part90025.pt,0,1.0496790409088135
1,mixed_0.15_part90026.pt,0,1.0228514671325684
1,mixed_0.15_part90027.pt,0,1.0364912748336792
1,mixed_0.15_part90028.pt,0,1.0393798351287842
1,mixed_0.15_part90029.pt,0,1.0324400663375854
1,mixed_0.15_part90030.pt,0,1.028357744216919
1,mixed_0.15_part90031.pt,0,1.032209873199463
1,mixed_0.15_part90032.pt,0,1.0169206857681274
1,mixed_0.15_part90033.pt,0,1.0275269746780396
1,mixed_0.15_part90034.pt,0,1.0495491027832031
