epoch,current_mb,peak_mb
1,65.647104,3132.207616
2,65.647104,3132.207616
3,65.647104,3132.207616
4,65.647104,3132.207616
5,65.647104,3132.207616
6,65.647104,3132.207616
7,65.647104,3132.207616
8,65.647104,3132.207616
9,65.647104,3132.207616
10,65.647104,3132.207616
11,65.647104,3132.207616
12,65.647104,3132.207616
13,65.647104,3132.207616
14,65.647104,3132.207616
15,65.647104,3132.207616
16,65.647104,3132.207616
17,65.647104,3132.207616
18,65.647104,3132.207616
19,65.647104,3132.207616
20,65.647104,3132.207616
21,65.647104,3132.207616
22,65.647104,3132.207616
23,65.647104,3132.207616
24,65.647104,3132.207616
25,65.647104,3132.207616
26,65.647104,3132.207616
27,65.647104,3132.207616
28,65.647104,3132.207616
29,65.647104,3132.207616
30,65.647104,3132.207616
31,65.647104,3132.207616
32,65.647104,3132.207616
33,65.647104,3132.207616
34,65.647104,3132.207616
35,65.647104,3132.207616
36,65.647104,3132.207616
37,65.647104,3132.207616
38,65.647104,3132.207616
39,65.647104,3132.207616
40,65.647104,3132.207616
41,65.647104,3132.207616
42,65.647104,3132.207616
43,65.647104,3132.207616
44,65.647104,3132.207616
45,65.647104,3132.207616
46,65.647104,3132.207616
47,65.647104,3132.207616
48,65.647104,3132.207616
49,65.647104,3132.207616
50,65.647104,3132.207616
51,65.647104,3132.207616
52,65.647104,3132.207616
53,65.647104,3132.207616
54,65.647104,3132.207616
55,65.647104,3132.207616
56,65.647104,3132.207616
57,65.647104,3132.207616
58,65.647104,3132.207616
59,65.647104,3132.207616
60,65.647104,3132.207616
61,65.647104,3132.207616
62,65.647104,3132.207616
63,65.647104,3132.207616
64,65.647104,3132.207616
65,65.647104,3132.207616
66,65.647104,3132.207616
67,65.647104,3132.207616
68,65.647104,3132.207616
69,65.647104,3132.207616
70,65.647104,3132.207616
71,65.647104,3132.207616
72,65.647104,3132.207616
73,65.647104,3132.207616
74,65.647104,3132.207616
75,65.647104,3132.207616
76,65.647104,3132.207616
77,65.647104,3132.207616
78,65.647104,3132.207616
79,65.647104,3132.207616
80,65.647104,3132.207616
81,65.647104,3132.207616
82,65.647104,3132.207616
83,65.647104,3132.207616
84,65.647104,3132.207616
85,65.647104,3132.207616
86,65.647104,3132.207616
87,65.647104,3132.207616
88,65.647104,3132.207616
89,65.647104,3132.207616
90,65.647104,3132.207616
91,65.647104,3132.207616
92,65.647104,3132.207616
93,65.647104,3132.207616
94,65.647104,3132.207616
95,65.647104,3132.207616
96,65.647104,3132.207616
97,65.647104,3132.207616
98,65.647104,3132.207616
99,65.647104,3132.207616
100,65.647104,3132.207616
